Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Basic EPS,0.17,0.94,0.25,0.58,0.18,0.37,0.26,0.15,0.5,0.31,0.27,0.88,0.66,1.2,0.57,0.78,0.79,0.48,-0.4,1.22,0.53,0.55,0.54,0.67,0.45,0.87,0.89,1.15,0.83,1.29,0.91,1.94,1.52,1.48,1.09,1.81,0.91,1.5,1.21,1.66,1.29,1.64,1.25,2.41,1.4,2.01,1.37,3.05,1.99,1.82
Diluted EPS,0.17,0.94,0.25,0.58,0.18,0.37,0.26,0.15,0.5,0.31,0.27,0.88,0.66,1.2,0.57,0.78,0.79,0.48,-0.4,1.22,0.53,0.55,0.54,0.67,0.45,0.87,0.89,1.15,0.83,1.29,0.91,1.94,1.52,1.48,1.09,1.81,0.91,1.5,1.21,1.66,1.29,1.64,1.25,2.41,1.4,2.01,1.37,3.05,1.99,1.82
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30.34,30.34,30.34,30.35,30.35,30.35,30.35,20.23,20.23,20.23,20.23,13.48
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.4
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.41,52.48,51.97,51.97,46.07,43.12,45.79,32.08,31.87,31.68,29.04,18.92
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92.32,90.72,89.84,89.84,79.63,74.54,79.15,83.18,82.64,82.15,75.31,73.57
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60.55,59.51,58.92,58.92,52.23,48.89,51.92,54.56,54.21,53.88,49.39,48.26
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
