Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Exceptional Items,--,--,416.99,--,--,--,--,--,--,--,--,376.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-27.9,--,--,--,--,--,--,--,--,--,--,24.48,--,3.05,-27.82,-6.0,-16.69,7.04,9.64,-32.56,-53.89,--,--,--
P/L Before Tax,94.53,61.58,645.81,218.73,119.79,125.65,149.32,216.37,92.06,-129.25,118.31,635.87,239.23,310.31,200.04,402.05,343.18,157.12,74.45,77.14,124.63,79.79,111.61,138.71,120.9,117.73,158.28,171.71,108.58,41.56,116.99,172.88,112.61,78.79,144.15,113.02,66.83,61.79,101.86,51.74,-63.87,21.46,71.45,78.99,91.98,39.11,31.77,110.63,42.13,51.59
Tax,23.57,10.14,140.61,57.3,30.58,31.87,38.44,58.02,19.99,-35.33,18.22,142.07,61.46,75.23,53.24,104.72,87.32,37.4,19.34,21.43,31.31,-22.88,39.12,47.32,42.21,41.31,54.98,50.76,39.03,13.28,37.22,49.62,40.66,27.47,46.1,34.54,23.85,19.91,31.6,24.06,-20.06,7.75,21.25,22.8,28.09,11.89,9.12,31.28,11.52,11.67
P/L After Tax from Ordinary Activities,70.96,51.44,505.2,161.43,89.21,93.78,110.88,158.35,72.07,-93.92,100.09,493.8,177.77,235.08,146.8,297.33,255.86,119.72,55.11,55.71,93.32,102.67,72.49,91.39,78.69,76.42,103.3,120.95,69.55,28.28,79.76,123.26,71.95,51.32,98.04,78.48,42.98,41.88,70.26,27.68,-43.82,13.71,50.2,56.19,63.89,27.22,22.65,79.35,30.61,39.92
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,70.96,51.44,505.2,161.43,89.21,93.78,110.88,158.35,72.07,-93.92,100.09,493.8,177.77,235.08,146.8,297.33,255.86,119.72,55.11,55.71,93.32,102.67,72.49,91.39,78.69,76.42,103.3,120.95,69.55,28.28,79.76,123.26,71.95,51.32,98.04,78.48,42.98,41.88,70.26,27.68,-43.82,13.71,50.2,56.19,63.89,27.22,22.65,79.35,30.61,39.92
Equity Share Capital,123.67,123.67,123.67,123.67,123.67,123.67,123.67,123.67,123.67,123.67,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1,124.1
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,663.3,--,--,--,665.59,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.15,0.83,8.17,2.61,1.44,1.52,1.79,2.55,1.16,-1.51,1.61,7.96,2.86,3.79,2.37,4.79,20.62,9.65,4.44,4.49,7.52,8.27,5.84,7.36,6.34,6.16,8.32,9.75,5.6,2.28,6.43,9.93,5.8,4.14,7.9,6.32,3.46,3.37,5.66,2.23,-3.53,1.1,4.05,4.53,5.15,2.21,1.82,6.39,2.47,3.22
Diluted EPS,1.15,0.83,8.17,2.61,1.44,1.52,1.79,2.55,1.16,-1.51,1.61,7.96,2.86,3.79,2.37,4.79,20.62,9.65,4.44,4.49,7.52,8.27,5.84,7.36,6.34,6.16,8.32,9.75,5.6,2.28,6.43,9.93,5.8,4.14,7.9,6.32,3.46,3.37,5.66,2.23,-3.53,1.1,4.05,4.53,5.15,2.21,1.82,6.39,2.47,3.22
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.91,5.91,5.91,5.91,5.91
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47.53,47.53,47.53,47.53,47.53,47.54,47.54,47.57,47.61,47.61,47.61,47.61,47.61
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.5,6.5,6.5,6.5,6.5
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52.47,52.47,52.47,52.47,52.47,52.46,52.46,52.43,52.39,52.39,52.39,52.39,52.39
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
