Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,76.87,77.74,71.76,85.55,77.65,77.68,67.19,73.91,74.23,71.36,58.91,76.4,60.72,60.52,42.96,75.69,64.61,58.48,25.17,67.1,58.76,69.68,78.98,60.37,65.94,46.67,47.67,72.13,52.22,49.94,48.87,83.06,48.81,44.62,42.02,47.76,15.53,17.67,15.57,29.8,13.43,13.82,55.95,70.95,49.73,53.83,52.99,64.48,67.46,54.08
"P/L Before Other Inc. , Int., Excpt. Items & Tax",117.29,86.76,109.64,147.32,122.25,133.36,133.9,132.57,130.09,82.19,104.3,107.6,98.65,109.66,60.42,120.64,98.16,72.57,24.52,77.54,82.75,74.6,96.1,116.24,99.86,74.81,120.04,105.51,87.43,87.38,98.2,88.6,68.25,87.92,78.64,94.05,65.08,62.24,59.89,39.75,47.18,66.02,42.12,62.82,31.63,64.3,39.93,51.78,32.2,59.37
Other Income,44.74,101.83,46.33,49.67,45.03,84.54,38.81,41.82,32.98,106.17,17.16,19.95,18.59,97.72,15.55,16.03,18.72,19.76,22.48,58.69,26.52,64.71,21.97,23.97,19.34,58.42,20.1,23.61,17.8,54.68,31.31,14.2,16.91,55.23,13.87,17.86,9.67,28.0,8.55,9.14,4.76,37.04,7.53,6.05,3.47,31.12,7.71,6.61,1.58,14.75
"P/L Before Int., Excpt. Items & Tax",162.03,188.59,155.97,196.99,167.28,217.9,172.71,174.39,163.07,188.36,121.46,127.55,117.24,207.38,75.97,136.67,116.88,92.33,47.0,136.23,109.27,139.31,118.07,140.21,119.2,133.23,140.14,129.12,105.23,142.06,129.51,102.8,85.16,143.15,92.51,111.91,74.75,90.24,68.44,48.89,51.94,103.06,49.65,68.87,35.1,95.42,47.64,58.39,33.78,74.12
Interest,0.39,0.38,0.4,0.88,0.42,0.44,0.29,0.85,0.13,0.13,0.13,1.14,0.09,0.15,0.14,0.24,0.17,0.18,0.17,0.73,0.37,0.23,0.22,0.27,0.03,0.32,0.3,1.44,--,--,--,0.55,1.25,1.25,1.24,1.29,1.92,2.64,3.1,3.07,3.29,3.29,3.26,3.08,3.49,3.37,3.46,4.2,2.64,2.15
P/L Before Exceptional Items & Tax,161.64,188.21,155.57,196.11,166.86,217.46,172.42,173.54,162.94,188.23,121.33,126.41,117.15,207.23,75.83,136.43,116.71,92.15,46.83,135.5,108.9,139.08,117.85,139.94,119.17,132.91,139.84,127.68,105.23,142.06,129.51,102.25,83.91,141.9,91.27,110.62,72.83,87.6,65.34,45.82,48.65,99.77,46.39,65.79,31.61,92.05,44.18,54.19,31.14,71.97
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.52,--,--,--,--,--,10.38,--,-8.02,-2.32,-6.2
P/L Before Tax,161.64,188.21,155.57,196.11,166.86,217.46,172.42,173.54,162.94,188.23,121.33,126.41,117.15,207.23,75.83,136.43,116.71,92.15,46.83,135.5,108.9,139.08,117.85,139.94,119.17,132.91,139.84,127.68,105.23,142.06,129.51,102.25,83.91,141.9,91.27,110.62,72.83,87.6,65.34,68.34,48.65,99.77,46.39,65.79,31.61,102.43,44.18,46.17,28.82,65.77
Tax,37.7,42.12,33.06,49.89,39.11,52.07,40.18,38.96,28.07,51.51,25.76,21.81,21.95,57.5,20.75,40.35,33.96,23.07,11.85,18.34,28.27,15.96,36.28,55.04,43.23,40.0,49.5,45.92,30.36,42.39,27.61,26.78,15.48,37.1,24.09,27.44,20.1,22.69,17.32,21.48,10.46,20.83,11.71,-3.52,7.14,22.45,10.26,7.42,4.84,8.31
P/L After Tax from Ordinary Activities,123.94,146.09,122.51,146.22,127.75,165.39,132.24,134.58,134.87,136.72,95.57,104.6,95.2,149.73,55.08,96.08,82.75,69.08,34.98,117.16,80.63,123.12,81.57,84.9,75.94,92.91,90.34,81.76,74.87,99.67,101.9,75.47,68.43,104.8,67.18,83.18,52.73,64.91,48.02,46.86,38.19,78.94,34.68,69.31,24.47,79.98,33.92,38.75,23.98,57.46
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,123.94,146.09,122.51,146.22,127.75,165.39,132.24,134.58,134.87,136.72,95.57,104.6,95.2,149.73,55.08,96.08,82.75,69.08,34.98,117.16,80.63,123.12,81.57,84.9,75.94,92.91,90.34,81.76,74.87,99.67,101.9,75.47,68.43,104.8,67.18,83.18,52.73,64.91,48.02,46.86,38.19,78.94,34.68,69.31,24.47,79.98,33.92,38.75,23.98,57.46
Equity Share Capital,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1072.78,--,--,--,893.73,876.36,852.38
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,8.1,9.55,8.01,9.56,8.35,10.81,8.65,8.8,8.82,8.94,6.25,6.84,6.23,9.79,3.6,6.29,5.41,4.51,2.29,7.66,5.27,8.05,5.33,5.55,4.97,6.07,5.91,5.3,4.9,6.5,6.7,4.9,4.5,6.9,4.6,5.4,3.4,4.2,3.1,3.1,2.5,5.2,2.3,4.5,1.6,5.2,2.2,2.5,1.6,3.8
Diluted EPS,8.1,9.55,8.01,9.56,8.35,10.81,8.65,8.8,8.82,8.94,6.25,6.84,6.23,9.79,3.6,6.29,5.41,4.51,2.29,7.66,5.27,8.05,5.33,5.55,4.97,6.07,5.91,5.3,4.9,6.5,6.7,4.9,4.5,6.9,4.6,5.4,3.4,4.2,3.1,3.1,2.5,5.2,2.3,4.5,1.6,5.2,2.2,2.5,1.6,3.8
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.81,9.81,9.81,9.81,9.81,9.81,9.81,9.82,9.82,9.82,9.84,9.84,9.84
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64.14,64.14,64.14,64.14,64.14,64.14,64.14,64.22,64.22,64.22,64.35,64.35,64.35
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.47,5.47,5.47,5.45,5.45,5.45
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35.86,35.86,35.86,35.86,35.86,35.86,35.86,35.78,35.78,35.78,35.65,35.65,36.65
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
