Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Interest,53.15,76.49,69.98,51.98,48.41,43.98,39.27,44.32,70.47,59.1,49.97,50.65,26.59,16.86,30.59,35.66,36.75,48.88,56.28,80.28,40.85,54.72,61.97,57.75,26.74,37.6,33.76,26.08,9.12,17.13,10.26,17.03,15.81,13.54,47.6,45.63,32.19,31.58,32.92,24.98,26.54,34.34,31.09,35.56,22.52,16.84,29.59,35.46,14.44,13.96
P/L Before Exceptional Items & Tax,104.71,106.0,16.27,107.4,16.53,72.79,66.59,115.41,355.05,311.2,398.85,277.29,194.35,158.39,157.48,199.69,145.06,139.17,27.54,300.3,14.36,-22.74,11.18,59.25,81.57,35.78,35.21,-19.84,90.83,26.58,30.77,77.03,76.53,67.41,30.51,47.67,81.11,80.16,82.16,104.14,132.98,145.32,127.18,219.74,80.14,60.66,6.78,150.98,96.79,122.69
Exceptional Items,--,--,--,15.04,--,--,25.28,93.47,--,--,--,0.28,--,--,127.35,4.71,--,--,--,-100.17,--,--,--,23.44,--,--,--,53.14,-53.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,104.71,106.0,16.27,122.44,16.53,72.79,91.87,208.88,355.05,311.2,398.85,277.57,194.35,158.39,284.83,204.4,145.06,139.17,27.54,200.13,14.36,-22.74,11.18,82.69,81.57,35.78,35.21,33.3,37.57,26.58,30.77,77.03,76.53,67.41,30.51,47.67,81.11,80.16,82.16,104.14,132.98,145.32,127.18,219.74,80.14,60.66,6.78,150.98,96.79,122.69
Tax,25.06,27.4,5.54,24.79,6.03,21.15,23.92,37.45,111.87,53.74,103.77,65.25,52.74,42.15,71.87,52.38,46.99,35.33,8.36,57.85,-64.27,-1.85,3.05,34.22,31.66,17.98,12.22,3.76,19.65,15.79,10.22,21.94,12.62,23.99,10.92,11.08,27.25,32.22,29.32,37.88,38.67,67.79,43.23,67.27,27.24,20.62,2.3,33.46,22.81,39.81
P/L After Tax from Ordinary Activities,79.65,78.6,10.73,97.65,10.5,51.64,67.95,171.43,243.18,257.46,295.08,212.32,141.61,116.24,212.96,152.02,98.07,103.84,19.18,142.28,78.63,-20.89,8.13,48.47,49.91,17.8,22.99,29.54,17.92,10.79,20.55,55.09,63.91,43.42,19.59,36.59,53.86,47.94,52.84,66.26,94.31,77.53,83.95,152.47,52.9,40.04,4.48,117.52,73.98,82.88
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,79.65,78.6,10.73,97.65,10.5,51.64,67.95,171.43,243.18,257.46,295.08,212.32,141.61,116.24,212.96,152.02,98.07,103.84,19.18,142.28,78.63,-20.89,8.13,48.47,49.91,17.8,22.99,29.54,17.92,10.79,20.55,55.09,63.91,43.42,19.59,36.59,53.86,47.94,52.84,66.26,94.31,77.53,83.95,152.47,52.9,40.04,4.48,117.52,73.98,82.88
Equity Share Capital,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69,551.69
Reserves Excluding Revaluation Reserves,--,--,4074.67,4064.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.44,1.42,0.19,1.77,0.19,0.92,1.23,3.11,4.41,4.67,5.35,3.85,2.57,2.11,3.86,2.76,1.78,1.88,0.35,2.58,1.43,-0.38,0.15,0.88,0.9,0.32,0.42,0.54,0.32,0.2,0.37,1.0,1.16,0.79,0.36,0.66,0.98,0.87,0.96,1.2,1.71,1.41,1.52,2.76,0.96,0.73,0.08,2.13,1.34,1.5
Diluted EPS,1.44,1.42,0.19,1.77,0.19,0.92,1.23,3.11,4.41,4.67,5.35,3.85,2.57,2.11,3.86,2.76,1.78,1.88,0.35,2.58,1.43,-0.38,0.15,0.88,0.9,0.32,0.42,0.54,0.32,0.2,0.37,1.0,1.16,0.79,0.36,0.66,0.98,0.87,0.96,1.2,1.71,1.41,1.52,2.76,0.96,0.73,0.08,2.13,1.34,1.5
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,11.03,4.14,4.14
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,7.5,7.5
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44.14,44.14,44.14,44.14,44.14,44.14,44.14,44.14,44.14,44.14,44.14,51.03,51.03
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,92.5,92.5
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
