Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,886.61,911.81,933.27,1030.48,891.88,898.87,793.83,969.33,797.01,754.98,1035.71,688.5,565.75,504.32,479.53,681.34,522.83,362.47,212.47,516.83,564.48,555.5,672.8,857.8,739.82,769.32,758.45,978.83,751.18,645.23,551.6,715.81,481.33,583.04,493.93,650.89,441.61,505.56,504.7,438.33,342.63,323.59,262.7,329.19,253.67,293.06,298.68,423.49,305.87,298.83
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1019.1,841.86,738.15,1412.42,935.46,899.5,641.39,1091.92,608.39,360.55,558.07,580.69,34.24,-49.58,-323.59,315.71,59.36,-90.73,-496.91,-4.71,67.69,68.54,372.33,825.68,488.97,680.92,504.5,886.38,653.39,470.66,173.94,590.43,335.0,410.38,355.3,651.91,329.84,500.91,278.73,347.02,138.29,131.31,12.77,80.49,-185.24,-33.81,-71.92,98.29,9.2,235.68
Other Income,24.71,97.27,22.34,117.9,30.03,47.46,51.18,38.92,31.59,19.99,29.31,24.16,17.64,20.93,13.4,37.95,34.06,21.87,25.62,34.44,22.33,45.5,21.07,9.08,20.8,27.59,49.99,57.73,37.97,55.66,38.41,63.23,-40.19,38.18,93.95,54.6,28.08,37.49,7.83,37.25,19.32,25.7,23.12,15.74,15.41,23.12,12.26,11.52,14.1,23.87
"P/L Before Int., Excpt. Items & Tax",1043.81,939.13,760.49,1530.32,965.49,946.96,692.57,1130.84,639.98,380.54,587.38,604.85,51.88,-28.65,-310.19,353.66,93.42,-68.86,-471.29,29.73,90.02,114.04,393.4,834.76,509.77,708.51,554.49,944.11,691.36,526.32,212.35,653.65,294.81,448.56,449.25,706.52,357.91,538.4,286.57,384.26,157.61,157.01,35.89,96.23,-169.83,-10.7,-59.66,109.82,23.3,259.54
Interest,50.06,60.68,59.05,59.23,61.63,58.71,69.87,62.76,80.4,77.05,466.89,76.46,66.83,87.08,70.74,77.07,65.64,87.24,76.84,33.1,33.68,30.12,12.55,16.61,19.17,20.41,11.59,20.06,33.53,41.02,36.63,42.3,31.13,33.92,33.82,54.15,60.32,63.05,70.12,88.21,98.22,100.75,106.34,112.57,115.26,124.41,100.68,82.77,107.11,103.64
P/L Before Exceptional Items & Tax,993.75,878.45,701.44,1471.09,903.86,888.25,622.7,1068.08,559.58,303.49,120.49,528.39,-14.95,-115.73,-380.93,276.59,27.78,-156.1,-548.13,-3.37,56.34,83.92,380.85,818.15,490.6,688.1,542.89,924.04,657.83,485.3,175.72,611.35,263.68,414.63,415.42,652.37,297.59,475.35,216.45,296.05,59.39,56.26,-70.45,-16.34,-285.09,-135.11,-160.34,27.05,-83.81,155.91
Exceptional Items,--,117.38,--,-69.66,-0.59,-22.88,-0.59,56.43,6.94,8.23,-24.71,470.26,42.02,0.23,-1.68,37.35,-46.03,-1.7,-1.67,-68.73,-2.17,-64.81,-20.11,-11.68,-7.03,-17.3,-20.93,5.9,-0.19,-2.64,-15.24,-350.85,--,--,--,-653.22,-5.0,-157.0,--,-8.04,--,108.97,--,376.09,92.32,43.76,-6.51,134.36,156.26,--
P/L Before Tax,993.75,995.83,701.44,1401.43,903.27,865.37,622.11,1124.51,566.52,311.72,95.78,998.65,27.07,-115.5,-382.61,313.94,-18.25,-157.8,-549.8,-72.1,54.17,19.11,360.74,806.47,483.57,670.8,521.96,929.95,657.64,482.65,160.48,260.51,263.68,414.63,415.42,-0.86,292.59,318.35,216.45,288.02,59.39,165.24,-70.45,359.75,-192.77,-91.35,-166.85,161.41,72.45,155.91
Tax,232.01,225.73,175.86,501.02,323.24,304.36,45.69,373.1,205.18,112.41,67.76,97.28,21.31,-32.49,-100.32,72.77,1.13,-11.13,-161.0,-14.78,26.42,-19.76,130.52,153.48,102.73,143.06,151.86,262.56,207.93,148.4,49.24,-215.66,77.81,120.22,124.64,139.96,78.89,146.14,71.95,58.04,27.3,44.55,-22.5,-3.64,-25.56,-66.3,-25.1,11.38,-1.69,13.31
P/L After Tax from Ordinary Activities,761.74,770.1,525.58,900.41,580.03,561.01,576.42,751.41,361.34,199.31,28.02,901.37,5.76,-83.01,-282.29,241.17,-19.38,-146.67,-388.8,-57.32,27.75,38.87,230.22,652.99,380.84,527.74,370.1,667.38,449.71,334.26,111.24,476.17,185.88,294.41,290.78,-140.81,213.7,172.21,144.5,229.97,32.09,120.69,-47.95,363.39,-167.21,-25.05,-141.75,150.03,74.14,142.6
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,761.74,770.1,525.58,900.41,580.03,561.01,576.42,751.41,361.34,199.31,28.02,901.37,5.76,-83.01,-282.29,241.17,-19.38,-146.67,-388.8,-57.32,27.75,38.87,230.22,652.99,380.84,527.74,370.1,667.38,449.71,334.26,111.24,476.17,185.88,294.41,290.78,-140.81,213.7,172.21,144.5,229.97,32.09,120.69,-47.95,363.39,-167.21,-25.05,-141.75,150.03,74.14,142.6
Equity Share Capital,293.65,293.64,293.64,293.63,293.61,293.61,293.61,293.61,293.61,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.55,293.51,292.71,292.71,292.65,292.65,284.59,284.59,284.59,284.59,284.59,284.59,284.59,284.59,284.59,284.59,284.59,266.07,266.07,266.07,266.07,266.07,266.07,266.07,266.07
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.59,2.62,1.79,3.07,1.98,1.91,1.96,2.56,1.23,0.68,0.02,3.07,0.02,-0.28,-0.96,0.82,-0.07,-0.5,-1.32,-0.2,0.09,0.13,0.78,2.22,1.3,1.8,1.26,2.28,1.54,1.14,0.38,1.63,0.65,1.03,1.02,-0.49,0.75,0.61,0.51,0.81,0.11,0.42,-0.18,1.37,-0.63,-0.09,-0.53,0.58,0.28,0.54
Diluted EPS,2.59,2.62,1.79,3.06,1.97,1.91,1.96,2.56,1.23,0.68,0.02,3.07,0.02,-0.28,-0.96,0.82,-0.07,-0.5,-1.32,-0.2,0.09,0.13,0.78,2.22,1.3,1.8,1.26,2.27,1.53,1.14,0.38,1.63,0.65,1.03,1.02,-0.49,0.75,0.61,0.51,0.81,0.11,0.42,-0.18,1.37,-0.63,-0.09,-0.53,0.58,0.28,0.54
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,141.2,141.2,141.2,141.2,122.68,122.68,124.35,130.42,130.42,130.42,130.42,130.42
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.62,49.62,49.62,49.62,46.11,46.11,46.73,49.02,49.02,49.02,49.02,49.02
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129.36,129.36,95.97,95.97,95.97,95.97,94.31,88.23,88.23,111.94,111.94,111.94
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90.22,90.22,66.93,66.93,66.93,66.93,66.55,65.05,65.05,82.52,82.52,82.52
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.46,45.46,33.72,33.72,36.07,36.07,35.45,33.16,33.16,42.07,42.07,42.07
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
