Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Other Inc. , Int., Excpt. Items & Tax",136.95,127.11,132.84,126.87,135.57,123.87,115.07,119.95,119.74,96.71,88.95,85.99,101.81,85.28,91.19,86.95,82.7,43.75,29.35,43.05,50.69,66.65,51.82,70.42,38.41,33.5,34.23,20.68,26.17,34.55,30.5,31.76,20.16,21.87,26.76,29.01,23.76,20.39,8.75,15.23,31.33,24.54,22.74,17.02,43.83,32.06,25.9,30.67,4.76,24.2
Other Income,19.32,16.45,19.11,18.32,21.87,18.55,18.27,21.7,27.7,34.77,10.59,13.98,21.47,10.73,18.32,4.15,2.52,10.68,2.91,16.53,1.82,9.63,2.44,4.93,7.41,6.83,1.15,7.65,12.4,1.73,0.62,0.79,19.61,1.0,0.68,0.66,4.28,2.44,19.6,5.48,8.17,1.17,1.05,0.42,2.99,0.35,0.42,4.58,1.98,0.31
"P/L Before Int., Excpt. Items & Tax",156.27,143.56,151.95,145.18,157.44,142.42,133.34,141.65,147.43,131.49,99.54,99.97,123.28,96.01,109.51,91.09,85.22,54.43,32.26,59.58,52.51,76.28,54.26,75.36,45.82,40.33,35.38,28.33,38.58,36.28,31.11,32.55,39.77,22.88,27.44,29.66,28.04,22.84,28.35,20.71,39.5,25.71,23.79,17.44,46.81,32.41,26.32,35.25,6.74,24.51
Interest,1.61,2.21,2.26,3.79,1.15,1.16,1.16,1.17,1.11,1.11,1.13,1.13,0.96,0.69,0.7,0.7,0.65,0.69,1.92,2.99,17.61,22.13,23.24,23.27,24.55,25.59,26.07,26.5,27.76,28.6,30.13,30.37,30.98,30.78,30.78,22.1,22.32,21.8,22.13,23.64,26.53,25.48,25.57,25.28,24.8,16.93,16.98,15.74,17.26,15.6
P/L Before Exceptional Items & Tax,154.66,141.35,149.69,141.39,156.29,141.26,132.18,140.48,146.32,130.37,98.41,98.84,122.31,95.32,108.81,90.39,84.57,53.75,30.34,56.59,34.89,54.15,31.02,52.08,21.27,14.74,9.31,1.84,10.82,7.68,0.99,2.18,8.79,-7.91,-3.34,7.57,5.72,1.04,6.22,-2.93,12.97,0.23,-1.78,-7.84,22.01,15.47,9.35,19.51,-10.52,8.91
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,294.43,11.15,--,--,--,840.76,--,--,--,--,--,--,--,--,--,-5.5,--,--,--,--,--,--,--,--,-9.5,--,--,--,--,50.27,--,--,--,71.86,--
P/L Before Tax,154.66,141.35,149.69,141.39,156.29,141.26,132.18,140.48,146.32,130.37,98.41,98.84,122.31,95.32,108.81,384.82,95.72,53.75,30.34,56.59,875.65,54.15,31.02,52.08,21.27,14.74,9.31,1.84,10.82,7.68,-4.52,2.18,8.79,-7.91,-3.34,7.57,5.72,1.04,6.22,-12.43,12.97,0.23,-1.78,-7.84,72.28,15.47,9.35,19.51,61.34,8.91
Tax,40.67,36.96,38.16,37.06,39.14,34.56,34.04,41.74,33.13,39.61,-70.82,34.98,43.89,32.95,38.26,82.21,33.43,19.02,10.85,17.55,241.15,17.21,10.86,16.51,5.85,4.31,4.07,-0.54,1.3,-2.56,-2.33,0.81,-0.3,-2.42,-0.87,-0.63,1.77,0.7,2.28,-26.81,6.45,-0.83,-0.09,-7.34,16.74,5.48,3.41,13.65,15.83,2.99
P/L After Tax from Ordinary Activities,113.99,104.39,111.54,104.33,117.15,106.71,98.14,98.74,113.19,90.76,169.23,63.85,78.43,62.36,70.55,302.61,62.29,34.72,19.5,39.03,634.5,36.94,20.16,35.57,15.42,10.44,5.25,2.38,9.52,10.23,-2.18,1.37,9.09,-5.48,-2.47,8.2,3.95,0.34,3.94,14.39,6.53,1.06,-1.69,-0.5,55.54,9.99,5.94,5.86,45.51,5.93
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.84,--,--,--,--,--,--,--,--,--,--,--,-0.13,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,113.99,104.39,111.54,104.33,117.15,106.71,98.14,98.74,113.19,90.76,169.23,63.85,78.43,62.36,70.55,302.61,62.29,34.72,19.5,39.03,634.5,36.94,20.16,35.57,15.42,10.44,5.25,2.38,9.52,10.23,-2.18,1.37,9.09,-5.48,-2.47,8.2,4.79,0.34,3.94,14.39,6.53,1.06,-1.69,-0.5,55.54,9.99,5.94,5.86,45.38,5.93
Equity Share Capital,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.28,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29,85.29
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,13.37,12.24,13.08,12.23,13.74,12.51,11.51,11.58,13.27,10.64,19.84,7.49,9.2,7.31,8.27,35.48,7.3,4.07,2.29,4.58,74.4,4.33,2.36,4.17,1.81,1.22,0.62,0.28,1.12,1.2,-0.26,0.16,1.07,-0.64,-0.29,0.96,0.56,0.04,0.46,1.69,0.78,0.12,-0.2,-0.06,6.52,1.17,0.7,0.69,5.32,0.7
Diluted EPS,13.37,12.24,13.08,12.23,13.74,12.51,11.51,11.58,13.27,10.64,19.84,7.49,9.2,7.31,8.27,35.48,7.3,4.07,2.29,4.58,74.4,4.33,2.36,4.17,1.81,1.22,0.62,0.28,1.12,1.2,-0.26,0.16,1.07,-0.64,-0.29,0.96,0.56,0.04,0.46,1.69,0.78,0.12,-0.2,-0.06,6.52,1.17,0.7,0.69,5.32,0.7
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.13,2.13,2.13,2.13,2.13,2.13,2.13,0.21,2.13,2.13,0.9,0.9,0.9
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,10.52,10.52,10.52
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,7.63,7.63,7.63
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,89.48,89.48,89.48
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
