Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Int., Excpt. Items & Tax",567.95,806.85,633.66,1231.32,23.39,467.22,485.61,403.91,482.35,652.99,735.31,298.8,686.43,500.52,657.41,435.87,570.15,521.97,607.78,417.57,470.21,539.67,345.02,410.79,239.01,591.19,550.53,344.79,274.48,424.87,365.59,594.53,924.43,749.63,673.36,556.13,322.11,473.05,431.46,1028.51,135.19,137.96,128.81,180.59,79.46,125.95,146.9,78.29,116.75,156.83
Interest,8.46,11.8,15.35,83.39,73.6,58.19,61.93,58.86,55.72,52.47,39.76,74.01,49.77,53.25,59.02,62.51,83.04,60.41,59.94,63.57,59.57,65.17,68.08,52.61,55.18,60.85,55.17,50.72,47.0,47.44,45.74,49.72,49.54,42.31,11.04,10.26,8.35,9.36,8.25,6.85,7.4,8.89,7.05,7.24,8.36,6.05,9.33,6.33,11.31,15.35
P/L Before Exceptional Items & Tax,559.49,795.06,618.31,1147.93,-50.22,409.04,423.67,345.05,426.62,600.52,695.55,224.79,636.66,447.27,598.4,373.36,487.11,461.55,547.85,354.0,410.64,474.51,276.94,358.18,183.83,530.34,495.36,294.07,227.48,377.43,319.85,544.81,874.89,707.33,662.32,545.87,313.76,463.69,423.21,1021.66,127.79,129.07,121.76,173.35,71.1,119.9,137.58,71.96,105.44,141.48
Exceptional Items,--,--,--,5146.91,-25.28,-19.67,-31.63,-658.37,162.5,--,--,--,--,430.33,--,--,45.9,--,27.99,18.55,--,--,--,--,--,345.19,--,--,--,--,--,-236.45,--,--,--,--,--,--,--,-168.74,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,559.49,795.06,618.31,6294.85,-75.5,389.37,392.04,-313.33,589.13,600.52,695.55,224.79,636.66,877.61,598.4,373.36,533.01,461.55,575.84,372.55,410.64,474.51,276.94,358.18,183.83,875.52,495.36,294.07,227.48,377.43,319.85,308.36,874.89,707.33,662.32,545.87,313.76,463.69,423.21,852.92,127.79,129.07,121.76,173.35,71.1,119.9,137.58,71.96,105.44,141.48
Tax,145.69,200.0,164.58,1681.15,-55.09,87.01,120.39,-175.86,158.62,177.37,202.97,19.19,88.14,123.35,108.98,31.59,90.69,58.68,113.36,23.37,65.11,42.52,49.1,76.89,14.41,172.95,97.97,72.56,33.36,49.55,49.01,-48.7,163.58,151.5,143.51,34.16,50.58,91.52,84.64,182.49,11.06,12.64,17.82,21.69,12.69,13.95,19.78,-12.96,-3.6,4.15
P/L After Tax from Ordinary Activities,413.8,595.06,453.73,4613.7,-20.41,302.35,271.66,-137.47,430.5,423.15,492.58,205.6,548.52,754.26,489.42,341.78,442.33,402.88,462.48,349.19,345.53,431.99,227.84,281.29,169.42,702.58,397.39,221.51,194.12,327.88,270.84,357.06,711.31,555.83,518.81,511.72,263.18,372.17,338.57,670.43,116.73,116.43,103.93,151.67,58.41,105.95,117.8,84.92,109.04,137.33
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26.45,44.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,413.8,595.06,453.73,4613.7,-20.41,302.35,271.66,-137.47,430.5,423.15,492.58,205.6,548.52,754.26,489.42,341.78,442.33,402.88,462.48,349.19,345.53,431.99,227.84,281.29,195.87,747.56,397.39,221.51,194.12,327.88,270.84,357.06,711.31,555.83,518.81,511.72,263.18,372.17,338.57,670.43,116.73,116.43,103.93,151.67,58.41,105.95,117.8,84.92,109.04,137.33
Equity Share Capital,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,28.22,27.13,27.13,27.13,27.12,27.12,27.11,27.1,27.09,27.09,27.07,27.07
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,14.66,21.09,16.08,163.5,-0.72,10.72,9.63,-4.87,15.26,15.0,17.46,7.29,19.44,26.73,17.34,12.11,15.68,14.28,16.39,12.38,12.25,15.31,8.07,9.97,6.94,26.49,14.08,7.85,6.88,11.62,9.6,12.65,25.21,19.7,18.39,18.15,9.33,13.19,12.29,24.71,4.3,4.29,3.83,5.59,2.15,3.91,4.35,3.14,4.03,5.07
Diluted EPS,14.66,21.09,16.08,163.5,-0.72,10.72,9.63,-4.87,15.26,15.0,17.46,7.29,19.44,26.73,17.34,12.11,15.68,14.28,16.39,12.38,12.25,15.31,8.07,9.97,6.94,26.49,14.08,7.85,6.88,11.62,9.6,12.65,25.2,19.7,18.38,18.15,9.32,13.19,12.28,24.7,4.3,4.29,3.83,5.59,2.15,3.91,4.34,3.13,4.02,5.07
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.11,14.02,14.02,14.02,14.03,14.03,14.02,14.01,14.01,14.0,13.99,13.99
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.56,51.7,51.69,51.69,51.71,51.72,51.7,51.69,51.7,51.69,51.68,51.67
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.09,13.09,13.08,13.08,13.08
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.44,48.3,48.31,48.31,48.29,48.28,48.3,48.31,48.3,48.31,48.32,48.33
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
