Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Other Expenses,106.12,78.76,77.12,52.0,77.56,51.51,60.81,30.76,50.31,43.66,40.33,28.37,50.36,31.82,41.92,33.56,48.78,36.09,33.93,33.66,50.24,46.17,37.23,55.18,36.25,38.78,28.96,52.71,77.84,42.16,45.03,190.44,67.08,35.22,43.75,53.05,58.31,43.72,54.57,54.56,60.76,44.7,49.58,85.45,81.66,64.21,55.1,51.96,76.39,53.45
"P/L Before Other Inc. , Int., Excpt. Items & Tax",133.36,67.87,75.85,67.7,104.69,56.94,44.37,55.85,54.38,14.87,24.07,12.62,62.81,-0.46,-6.15,-10.27,43.34,24.95,-18.78,-18.34,35.17,-14.27,-2.42,-23.51,18.96,-12.22,15.08,-18.02,-5.47,-12.96,-15.12,-153.85,9.18,3.67,-2.64,-5.99,11.16,2.81,-3.66,-15.81,11.92,-24.69,-19.77,-49.81,-20.79,-26.56,-9.47,1.73,11.2,-4.38
Other Income,7.33,8.93,2.6,3.63,1.63,1.72,2.32,3.94,2.7,5.05,0.5,3.08,1.98,3.47,1.38,11.05,1.85,3.97,1.66,1.91,7.17,3.66,4.27,36.39,5.54,2.93,4.85,7.08,8.67,13.53,1.16,10.46,11.65,1.4,0.03,1.48,10.06,6.98,3.5,66.12,0.64,2.03,0.95,43.18,0.61,0.66,0.58,2.34,1.85,0.37
"P/L Before Int., Excpt. Items & Tax",140.69,76.8,78.45,71.33,106.32,58.66,46.69,59.79,57.08,19.92,24.57,15.7,64.78,3.0,-4.77,0.78,45.19,28.92,-17.12,-16.43,42.34,-10.61,1.85,12.88,24.5,-9.29,19.93,-10.94,3.2,0.57,-13.96,-143.39,20.83,5.07,-2.61,-4.51,21.22,9.79,-0.16,50.31,12.56,-22.66,-18.82,-6.63,-20.18,-25.9,-8.89,4.07,13.05,-4.01
Interest,10.93,12.28,13.14,32.38,12.36,12.38,11.77,14.34,13.57,14.46,10.68,13.03,12.41,11.75,11.31,11.34,11.85,12.77,12.24,10.68,12.31,13.29,11.8,11.43,11.41,10.96,10.58,12.02,10.51,11.49,9.54,6.21,8.92,9.11,8.25,7.44,11.48,12.16,11.72,9.83,10.92,8.69,9.06,7.78,6.24,5.89,6.12,13.53,6.57,5.97
P/L Before Exceptional Items & Tax,129.76,64.52,65.31,38.95,93.96,46.28,34.92,45.44,43.52,5.47,13.89,2.67,52.38,-8.74,-16.08,-10.56,33.34,16.15,-29.35,-27.1,30.03,-23.9,-9.95,1.46,13.09,-20.25,9.35,-22.95,-7.3,-10.92,-23.5,-149.6,11.91,-4.04,-10.86,-11.95,9.74,-2.37,-11.88,40.48,1.64,-31.35,-27.88,-14.41,-26.42,-31.79,-15.01,-9.46,6.48,-9.98
Exceptional Items,17.65,--,--,-0.7,--,-3.42,--,-0.6,--,3.27,12.63,-2.6,--,--,--,-0.7,--,-9.89,--,1.35,--,--,--,--,-19.39,-6.94,-1.68,--,--,--,--,--,-2.22,-2.17,-2.84,--,--,--,-1.73,--,--,--,--,-21.4,-15.9,--,--,--,--,-10.0
P/L Before Tax,147.41,64.52,65.31,38.25,93.96,42.86,34.92,44.84,43.52,8.74,26.53,0.07,52.38,-8.74,-16.08,-11.25,33.34,6.26,-29.35,-25.75,30.03,-23.9,-9.95,1.46,-6.3,-27.19,7.67,-22.95,-7.3,-10.92,-23.5,-149.6,9.69,-6.21,-13.7,-11.95,9.74,-2.37,-13.61,40.48,1.64,-31.35,-27.88,-35.81,-42.32,-31.79,-15.01,-9.46,6.48,-19.98
Tax,36.88,10.25,16.83,34.97,2.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.42,--,--,--,--,0.4,--,--
P/L After Tax from Ordinary Activities,110.53,54.27,48.48,3.28,90.97,42.86,34.92,44.84,43.52,8.74,26.53,0.07,52.38,-8.74,-16.08,-11.25,33.34,6.26,-29.35,-25.75,30.03,-23.9,-9.95,1.46,-6.3,-27.19,7.67,-22.95,-7.3,-10.92,-23.5,-149.6,9.69,-6.21,-13.7,-11.95,9.74,-2.37,-13.61,40.48,1.64,-31.35,-39.3,-35.81,-42.32,-31.79,-15.01,-9.86,6.48,-19.98
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,110.53,54.27,48.48,3.28,90.97,42.86,34.92,44.84,43.52,8.74,26.53,0.07,52.38,-8.74,-16.08,-11.25,33.34,6.26,-29.35,-25.75,30.03,-23.9,-9.95,1.46,-6.3,-27.19,7.67,-22.95,-7.3,-10.92,-23.5,-149.6,9.69,-6.21,-13.7,-11.95,9.74,-2.37,-13.61,40.48,1.64,-31.35,-39.3,-35.81,-42.32,-31.79,-15.01,-9.86,6.48,-19.98
Equity Share Capital,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,4.62,2.27,2.03,0.14,3.8,1.79,1.46,1.88,1.82,0.37,1.11,0.0,2.19,-0.37,-0.67,-0.47,1.39,0.26,-1.23,-1.08,1.26,-1.0,-0.42,0.06,-0.26,-1.14,0.32,-0.9,-0.3,-0.5,-1.02,-6.43,0.23,-0.43,-0.75,-0.56,0.4,-0.12,-0.57,1.69,0.07,-1.31,-1.64,-1.5,-1.77,-1.33,-0.63,-0.41,0.27,-0.84
Diluted EPS,4.62,2.27,2.03,0.14,3.8,1.79,1.46,1.88,1.82,0.37,1.11,--,2.19,-0.37,-0.67,-0.47,1.39,0.26,-1.23,-1.08,1.26,-1.0,-0.42,0.06,-0.26,-1.14,0.32,-0.9,-0.3,-0.5,-1.02,-6.43,0.23,-0.43,-0.75,-0.56,0.4,-0.12,-0.57,1.69,0.07,-1.31,-1.64,-1.5,-1.77,-1.33,-0.63,-0.41,0.27,-0.84
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.23,5.23,5.23,5.23,6.36,6.36
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.0,25.0,25.0,25.0,25.0,25.0,25.0,21.9,21.9,21.9,21.9,26.6,26.6
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17.93,17.93,17.93,17.93,17.93,17.93,17.93,18.68,18.68,18.68,18.68,17.55,17.55
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75.0,75.0,75.0,75.0,75.0,75.0,75.0,78.1,78.1,78.1,78.1,73.4,73.4
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
