Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Int., Excpt. Items & Tax",166.72,145.03,153.44,118.84,76.5,86.61,125.6,107.18,70.42,52.31,77.64,101.86,49.85,20.27,93.45,91.06,77.84,123.23,112.56,96.51,42.81,116.41,121.86,80.94,84.54,48.76,117.49,112.59,143.49,157.82,217.28,124.76,58.89,51.76,79.2,51.0,57.25,65.41,64.76,36.16,52.0,54.29,39.15,22.93,34.11,29.33,22.3,13.19,7.31,15.82
Interest,0.16,0.1,0.1,0.19,0.1,0.11,0.14,0.13,0.17,0.19,0.26,0.15,0.14,0.59,0.27,0.14,0.09,0.17,0.09,0.58,0.18,0.15,0.3,0.55,0.24,0.21,0.25,0.03,0.33,0.64,0.24,1.53,0.17,0.51,0.12,0.56,0.19,0.3,0.29,0.49,0.25,0.42,0.59,0.6,0.45,1.19,1.26,1.28,1.1,0.99
P/L Before Exceptional Items & Tax,166.56,144.93,153.34,118.65,76.4,86.49,125.46,107.05,70.26,52.12,77.38,101.71,49.71,19.67,93.18,90.93,77.75,123.05,112.47,95.93,42.63,116.26,121.56,80.39,84.31,48.56,117.24,112.56,143.16,157.18,217.04,123.23,58.71,51.25,79.08,50.44,57.06,65.11,64.46,35.67,51.75,53.87,38.56,22.34,33.67,28.13,21.04,11.9,6.21,14.83
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0.03,--,5.16,-0.79,--,--,--,0.0,--,-9.96,-8.62,-7.18,0.46,0.35,4.33,--,--,--,--,--,--,--,--,-1.12,--,--
P/L Before Tax,166.56,144.93,153.34,118.65,76.4,86.49,125.46,107.05,70.26,52.12,77.38,101.71,49.71,19.67,93.18,90.93,77.75,123.05,112.47,95.93,42.63,116.26,121.56,80.39,84.33,48.56,122.4,111.77,143.16,157.18,217.04,123.22,58.71,41.28,70.46,43.26,57.52,65.47,68.79,35.67,51.75,53.87,38.56,22.34,33.67,28.13,21.04,10.79,6.21,14.83
Tax,39.45,38.47,38.68,27.05,19.55,20.53,31.81,24.0,18.44,11.89,19.63,26.4,11.59,4.1,22.93,22.16,19.0,31.12,26.54,26.67,11.2,11.05,41.47,24.64,28.59,15.99,42.95,36.31,49.07,54.21,74.63,42.38,19.89,12.18,23.9,13.7,18.35,21.5,23.08,13.39,17.25,19.69,12.94,7.84,11.22,9.56,6.81,4.18,1.47,3.71
P/L After Tax from Ordinary Activities,127.11,106.46,114.67,91.6,56.85,65.96,93.65,83.05,51.82,40.23,57.75,75.32,38.12,15.58,70.25,68.77,58.74,91.94,85.93,69.26,31.42,105.21,80.08,55.75,55.74,32.56,79.44,75.46,94.09,102.97,142.41,80.84,38.82,29.11,46.56,29.57,39.17,43.96,45.71,22.27,34.5,34.18,25.62,14.5,22.44,18.58,14.23,6.61,4.73,11.13
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2.46,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,127.11,106.46,114.67,91.6,56.85,65.96,93.65,83.05,51.82,40.23,57.75,75.32,38.12,15.58,70.25,68.77,58.74,91.94,85.93,69.26,31.42,105.21,80.08,55.75,55.74,32.56,79.44,75.46,94.09,102.97,142.41,80.84,38.82,29.11,46.56,29.57,36.71,43.96,45.71,22.27,34.5,34.18,25.62,14.5,22.44,18.58,14.23,6.61,4.73,11.13
Equity Share Capital,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,13.62,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,9.33,7.81,8.42,6.72,4.17,4.84,6.87,6.1,3.8,2.95,4.24,5.53,2.8,1.14,5.16,5.05,4.31,6.75,6.31,5.08,2.31,7.72,5.88,4.09,4.09,2.39,5.83,16.62,20.61,22.59,31.33,17.8,8.55,6.41,10.25,6.51,8.08,48.4,50.33,24.52,37.99,37.63,28.21,15.96,24.71,20.45,15.66,7.28,5.21,12.25
Diluted EPS,9.33,7.81,8.42,6.72,4.17,4.84,6.87,6.1,3.8,2.95,4.24,5.53,2.8,1.14,5.16,5.05,4.31,6.75,6.31,5.08,2.31,7.72,5.88,4.09,4.09,2.39,5.83,16.62,20.61,22.59,31.33,17.8,8.55,6.41,10.25,6.51,8.08,48.4,50.33,24.52,37.99,37.63,28.21,15.96,24.71,20.45,15.66,7.28,5.21,12.25
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.51,0.51,0.51,0.51,0.51,0.51,0.52,0.53,0.53,0.53,0.53,0.53,0.53
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56.05,55.79,55.84,55.85,55.7,55.64,57.47,58.27,58.27,58.21,58.21,58.21,58.17
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.4,0.33,0.33,0.33,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.28
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,81.65,81.65,81.71,81.73,80.95,80.58,80.58,80.61,80.61,80.61,74.05
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43.95,44.21,36.06,36.05,36.2,36.25,34.43,33.63,33.63,33.69,33.69,33.69,30.98
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
