Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,255.8,246.0,233.1,190.7,184.7,202.4,224.4,163.4,210.0,205.0,286.8,170.1,218.2,207.3,200.4,147.7,172.1,159.6,162.1,115.5,152.7,168.9,174.5,88.0,133.8,188.0,134.5,76.2,108.3,118.8,132.7,74.9,124.6,150.0,148.5,97.3,140.9,158.9,200.2,100.0,138.4,171.1,157.8,98.4,154.1,147.4,132.0,86.6,115.7,121.76
"P/L Before Other Inc. , Int., Excpt. Items & Tax",4.6,169.8,292.5,80.7,112.7,293.3,393.3,178.7,71.1,222.7,372.2,179.3,52.1,207.5,307.7,61.1,91.7,283.8,301.6,39.1,145.4,288.8,187.8,-130.4,38.1,229.6,221.1,-25.1,14.2,279.6,107.6,-66.2,38.4,230.7,181.8,14.2,36.6,208.1,136.1,44.5,66.8,239.2,139.7,57.6,37.0,150.6,109.5,1.5,53.8,137.89
Other Income,32.7,23.7,27.5,29.6,14.6,16.1,20.7,20.7,15.2,13.8,14.2,15.7,9.8,14.3,14.8,15.9,18.3,14.7,14.9,17.8,19.4,10.2,18.6,5.3,11.0,15.2,11.1,6.3,2.9,13.3,16.3,15.4,21.1,14.3,19.3,17.6,12.6,23.6,25.8,22.0,17.3,27.7,20.9,16.5,23.4,27.9,23.1,21.2,11.5,13.81
"P/L Before Int., Excpt. Items & Tax",37.3,193.5,320.0,110.3,127.3,309.4,414.0,199.4,86.3,236.5,386.4,195.0,61.9,221.8,322.5,77.0,110.0,298.5,316.5,56.9,164.8,299.0,206.4,-125.1,49.1,244.8,232.2,-18.8,17.1,292.9,123.9,-50.8,59.5,245.0,201.1,31.8,49.2,231.7,161.9,66.5,84.1,266.9,160.6,74.1,60.4,178.5,132.6,22.7,65.3,151.7
Interest,3.7,3.4,4.2,4.9,3.1,3.7,7.9,7.3,3.4,7.5,4.1,5.5,2.6,2.3,2.5,3.5,3.9,2.5,2.7,2.6,3.6,4.7,2.9,0.3,3.7,3.9,2.3,2.2,5.2,2.2,1.7,1.5,1.9,1.7,1.8,2.9,2.8,1.4,0.8,2.2,0.9,0.8,0.7,2.8,0.7,0.7,0.6,1.2,1.2,0.95
P/L Before Exceptional Items & Tax,33.6,190.1,315.8,105.4,124.2,305.7,406.1,192.1,82.9,229.0,382.3,189.5,59.3,219.5,320.0,73.5,106.1,296.0,313.8,54.3,161.2,294.3,203.5,-125.4,45.4,240.9,229.9,-21.0,11.9,290.7,122.2,-52.3,57.6,243.3,199.3,28.9,46.4,230.3,161.1,64.3,83.2,266.1,159.9,71.3,59.7,177.8,132.0,21.5,64.1,150.75
Exceptional Items,--,--,--,--,--,--,--,3.1,100.7,--,--,--,58.5,--,--,6.3,--,--,-1.2,-28.6,2.9,-78.7,-25.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84.7,1117.9,-6.14
P/L Before Tax,33.6,190.1,315.8,105.4,124.2,305.7,406.1,195.2,183.6,229.0,382.3,189.5,117.8,219.5,320.0,79.8,106.1,296.0,312.6,25.7,164.1,215.6,177.7,-125.4,45.4,240.9,229.9,-21.0,11.9,290.7,122.2,-52.3,57.6,243.3,199.3,28.9,46.4,230.3,161.1,64.3,83.2,266.1,159.9,71.3,59.7,177.8,132.0,106.2,1182.0,144.61
Tax,-0.6,53.8,61.6,9.4,31.1,82.8,77.6,36.7,49.1,66.4,79.7,36.8,33.0,65.4,66.3,17.9,151.2,71.4,60.9,-5.8,26.2,45.8,42.4,-45.6,17.9,74.1,82.7,-8.1,1.2,100.1,10.5,-16.2,20.8,84.2,68.1,9.5,19.0,80.2,54.2,20.9,28.2,90.0,51.4,25.1,20.7,61.3,44.2,34.4,278.6,46.76
P/L After Tax from Ordinary Activities,34.2,136.3,254.2,96.0,93.1,222.9,328.5,158.5,134.5,162.6,302.6,152.7,84.8,154.1,253.7,61.9,-45.1,224.6,251.7,31.5,137.9,169.8,135.3,-79.8,27.5,166.8,147.2,-12.9,10.7,190.6,111.7,-36.1,36.8,159.1,131.2,19.4,27.4,150.1,106.9,43.4,55.0,176.1,108.5,46.2,39.0,116.5,87.8,71.8,903.4,97.85
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,34.2,136.3,254.2,96.0,93.1,222.9,328.5,158.5,134.5,162.6,302.6,152.7,84.8,154.1,253.7,61.9,-45.1,224.6,251.7,31.5,137.9,169.8,135.3,-79.8,27.5,166.8,147.2,-12.9,10.7,190.6,111.7,-36.1,36.8,159.1,131.2,19.4,27.4,150.1,106.9,43.4,55.0,176.1,108.5,46.2,39.0,116.5,87.8,71.8,903.4,97.85
Equity Share Capital,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,35.4,35.4,35.4,35.4,35.4,35.4,35.4,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,39.5,39.5,39.5,39.5,39.5
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,7.61,30.33,56.56,21.36,20.72,49.6,73.09,35.27,29.93,36.21,67.33,33.97,18.87,34.29,56.45,13.77,-10.03,49.97,56.01,7.01,30.68,37.78,30.11,-23.24,8.01,37.11,42.87,-3.76,3.12,54.0,31.59,-10.21,10.41,45.0,37.11,5.49,7.67,40.99,29.19,11.81,15.03,48.11,29.64,12.62,10.14,29.49,22.23,18.17,228.72,24.77
Diluted EPS,7.61,30.33,56.56,21.36,20.72,49.6,73.09,35.27,29.93,36.18,67.33,33.97,18.87,34.29,56.45,13.77,-10.03,49.97,56.01,7.01,30.68,37.78,30.11,-23.24,8.01,37.11,42.87,-3.76,3.12,54.0,31.59,-10.21,10.41,45.0,37.11,5.49,7.67,40.99,29.19,11.81,15.03,48.11,29.64,12.62,10.14,29.49,22.23,18.17,228.72,24.77
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,28.89,28.89,28.89,28.89,28.89
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.81,2.81,2.81,2.81,2.81
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,71.11,71.11,71.11,71.11,71.11
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
