Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,90.53,93.23,86.57,113.3,102.76,109.62,103.05,132.53,112.56,92.98,91.01,79.17,73.28,61.67,58.38,59.47,58.72,56.39,55.57,67.05,69.84,55.31,57.88,78.94,40.74,100.26,82.68,77.82,70.59,63.4,66.9,63.32,59.88,57.94,56.33,68.54,56.69,63.21,62.59,74.83,94.4,90.97,46.67,48.47,37.92,42.68,33.1,35.98,37.49,31.85
"P/L Before Other Inc. , Int., Excpt. Items & Tax",60.27,45.89,120.07,77.24,98.05,73.57,55.98,39.08,50.75,70.51,82.53,84.14,81.75,100.75,66.78,81.19,66.18,67.83,70.31,62.11,44.87,52.76,39.59,28.63,38.28,60.58,66.06,51.0,57.68,34.93,17.26,26.3,43.87,56.74,63.94,62.76,53.91,52.01,61.94,29.27,15.36,87.1,39.07,70.73,61.4,63.75,46.19,35.33,42.56,56.88
Other Income,17.93,23.0,23.71,18.32,21.03,50.17,8.8,-2.68,15.9,-1.65,22.6,23.06,15.27,12.57,23.24,4.21,10.35,2.99,-5.6,15.47,9.33,3.11,7.98,16.0,-3.54,8.58,13.59,15.9,0.73,11.33,14.11,-1.07,1.81,3.6,11.6,3.61,4.76,5.64,12.47,4.82,1.03,5.88,11.02,-11.93,4.39,-22.63,-6.81,-5.1,-3.53,-3.58
"P/L Before Int., Excpt. Items & Tax",78.2,68.9,143.78,95.56,119.09,123.74,64.78,36.41,66.65,68.86,105.13,107.19,97.02,113.32,90.02,85.39,76.53,70.82,64.72,77.59,54.2,55.86,47.57,44.63,34.74,69.16,79.65,66.9,58.41,46.26,31.37,25.23,45.68,60.34,75.53,66.37,58.67,57.65,74.41,34.1,16.39,92.98,50.09,58.8,65.8,41.12,39.39,30.23,39.03,53.3
Interest,2.65,2.53,1.25,1.36,1.64,1.96,1.97,2.3,2.65,2.56,2.34,3.19,2.74,2.36,2.44,2.39,2.49,2.61,2.75,2.72,3.11,3.22,3.3,1.61,1.31,3.73,3.55,1.46,1.09,1.16,1.13,-1.94,5.55,0.42,4.51,1.43,2.57,3.31,3.52,12.7,3.39,2.51,3.55,4.86,5.41,5.17,4.6,2.39,2.32,1.77
P/L Before Exceptional Items & Tax,75.55,66.37,142.53,94.2,117.45,121.78,62.82,34.11,63.99,66.3,102.79,104.01,94.28,110.96,87.58,83.0,74.04,68.21,61.97,74.87,51.09,52.64,44.28,43.02,33.43,65.43,76.1,65.44,57.32,45.1,30.25,27.16,40.13,59.92,71.02,64.94,56.1,54.34,70.89,21.4,13.0,90.47,46.54,53.94,60.39,35.96,34.79,27.84,36.71,51.53
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.56,--,--,--,--,--,--,--,--,--,--,--,--,12.24,--,--,--,--,-9.99,5.47
P/L Before Tax,75.55,66.37,142.53,94.2,117.45,121.78,62.82,34.11,63.99,66.3,102.79,104.01,94.28,110.96,87.58,83.0,74.04,68.21,61.97,74.87,51.09,52.64,44.28,43.02,33.43,65.43,76.1,65.44,57.32,45.1,32.8,27.16,40.13,59.92,71.02,64.94,56.1,54.34,70.89,21.4,13.0,90.47,46.54,66.18,60.39,35.96,34.79,27.84,26.72,57.0
Tax,17.66,14.35,34.16,25.29,31.45,24.95,15.82,8.06,16.76,16.24,25.78,25.93,24.68,28.94,21.24,24.99,24.12,23.29,21.27,30.79,19.84,17.16,14.33,15.43,14.55,10.34,16.94,1.9,8.67,7.58,4.96,-1.23,6.55,10.78,12.85,-2.48,13.96,17.98,14.9,-33.26,11.82,27.76,13.04,20.38,13.09,8.58,6.11,4.35,7.36,12.9
P/L After Tax from Ordinary Activities,57.89,52.02,108.37,68.91,86.0,96.83,46.99,26.06,47.23,50.06,77.01,78.08,69.6,82.02,66.35,58.02,49.93,44.92,40.7,44.08,31.25,35.48,29.95,27.59,18.88,55.08,59.16,63.54,48.65,37.52,27.84,28.39,33.58,49.15,58.17,67.42,42.14,36.36,55.99,54.66,1.17,62.7,33.5,45.8,47.3,27.38,28.68,23.49,19.37,44.1
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,57.89,52.02,108.37,68.91,86.0,96.83,46.99,26.06,47.23,50.06,77.01,78.08,69.6,82.02,66.35,58.02,49.93,44.92,40.7,44.08,31.25,35.48,29.95,27.59,25.8,55.08,59.16,63.54,48.65,37.52,27.84,28.39,33.58,49.15,58.17,67.42,42.14,36.36,55.99,54.66,1.17,62.7,33.5,45.8,47.3,27.38,28.68,23.49,19.37,44.1
Equity Share Capital,55.32,55.26,55.22,55.19,55.15,55.11,55.03,54.97,54.66,54.44,56.0,55.9,55.69,55.53,55.52,55.46,55.42,55.42,55.41,55.34,55.33,55.29,54.94,54.83,38.29,38.13,37.99,37.9,37.8,37.72,37.68,37.64,37.61,37.59,37.58,37.57,37.52,37.45,37.65,37.61,37.49,37.38,37.25,37.1,36.98,36.87,38.62,38.56,38.45,35.68
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.08,1.87,3.9,2.48,3.11,3.5,1.7,0.94,1.72,1.79,2.74,2.8,2.49,2.95,2.36,2.07,1.8,1.62,1.47,1.59,1.13,1.28,1.08,1.01,1.32,2.84,3.06,3.29,2.53,1.95,1.45,1.48,1.75,2.56,3.03,3.52,2.2,1.91,2.93,2.87,0.06,3.31,1.77,2.44,2.57,1.49,1.49,1.22,1.06,2.47
Diluted EPS,2.05,1.84,3.84,2.44,3.06,3.45,1.68,0.93,1.71,1.77,2.71,2.77,2.46,2.88,2.31,2.01,1.76,1.59,1.45,1.58,1.12,1.27,1.07,0.99,1.29,2.76,2.96,3.19,2.45,1.89,1.4,1.42,1.68,2.46,2.91,3.37,2.11,1.82,2.8,2.73,0.06,3.13,1.67,2.37,2.38,1.38,1.45,1.19,1.02,2.39
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.32,15.42,15.4,15.33,15.22,15.16,15.08,14.98,14.91,14.63,14.59,14.55,13.16
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77.69,78.32,78.33,78.22,77.78,77.8,77.72,77.47,77.13,75.75,75.69,75.67,73.78
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.66,3.58,3.85,3.85,3.93,4.0,3.86,3.95,3.94,3.9,3.92,3.96,4.0
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,83.22,83.78,90.44,90.28,90.46,92.37,89.34,90.78,89.05,83.26,83.6,84.64,85.59
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.57,18.16,19.6,19.66,20.1,20.51,19.9,20.45,20.37,20.19,20.32,20.59,22.44
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
