,source,author,title,description,url,urlToImage,publishedAt,content
20,"{'id': None, 'name': 'Quartz India'}",Ece Yildirim,The top 6 gadget reveals of MWC 2025 that got the internet buzzing,"Mobile World Congress ended on Thursday, and the annual Barcelona trade show for the mobile communications industry was yet again host to a number of gadget debuts that generated online hype.Read more...",https://qz.com/mwc-2025-gadget-reveal-samsung-leica-nothing-1851768240,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d48775a02f4d5e3d36ac98eb8f590662.jpg",2025-03-07T19:07:20Z,"Although it was first unveiled in January at Samsungs Galaxy Unpacked event, Samsungs latest Galaxy S25 phones and particularly the Edge model, which Samsung deemed its thinnest yet stole the spotlig… [+603 chars]"
21,"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Apple Stock To Fall 30%?,"However, the outlook may be turning uncertain as President Donald Trump reinforces his protectionist stance by imposing tariffs on the...",https://www.forbes.com/sites/greatspeculations/2025/03/08/apple-stock-to-fall-30/,https://imageio.forbes.com/specials-images/imageserve/67cd1e3a52ec414797a29e29/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-03-09T04:57:15Z,"AAPL Stock
Trefis
Trefis
Apple stock has generally shown steady growth, driven by robust demand for its iDevices, expanding margins, and share buybacks that have boosted per share earnings. Howeve… [+5521 chars]"
22,"{'id': None, 'name': 'Quartz India'}",Josh Fellman,U.S. stocks give up morning gains to close mixed,U.S. stocks gave up their early gains to close mixed on Wednesday as U.S. bond yields fell again amid confusing comments from Donald Trump about tariffs on Canada and Mexico and after more lackluster economic data. Nvidia (NVDA) stock ended up 3.67% ahead of …,https://qz.com/us-stocks-close-lower-on-tariff-confusion-1851766674,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/772cadd110a6b56ef2b1b1487d8e8bb0.jpg",2025-02-26T21:10:00Z,"In This Story
U.S. stocks gave up their early gains to close mixed on Wednesday as U.S. bond yields fell again amid confusing comments from Donald Trump about tariffs on Canada and Mexico and after … [+1210 chars]"
23,"{'id': None, 'name': 'Forbes'}","Dividend Channel, Contributor, 
 Dividend Channel, Contributor
 https://www.forbes.com/sites/dividendchannel/",Apple Is Now Oversold,"shares of Apple entered into oversold territory, hitting an RSI reading of 29.7",https://www.forbes.com/sites/dividendchannel/2025/03/13/apple-is-now-oversold/,https://imageio.forbes.com/specials-images/imageserve/67d3291dff2ea65039c6a0e2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-03-13T18:51:57Z,"Legendary investor Warren Buffett advises to be fearful when others are greedy, and be greedy when others are fearful. One way we can try to measure the level of fear in a given stock is through a te… [+1125 chars]"
24,"{'id': None, 'name': 'Quartz India'}",Josh Fellman and Vinamrata Chaturvedi,Nvidia stock falls 6% into a correction as the Nasdaq bleeds,"Nvidia (NVDA) stock fell 5.7% on Thursday, bringing its decline this year to more than 17% amid concerns about declines in spending on AI, amid a general selloff in that took the tech-centered Nasdaq 100 down 2.8%. The wider Composite index fell 2.6%.Read mor…",https://qz.com/nvidia-falls-correction-nasdaq-bleeds-tariff-war-1851768225,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2382c044e58444ac7c7e3483e90446e7.jpg",2025-03-06T21:56:43Z,"In This Story
Nvidia (NVDA-5.49%
) stock fell 5.7% on Thursday, bringing its decline this year to more than 17% amid concerns about declines in spending on AI, amid a general selloff in that took t… [+1561 chars]"
25,"{'id': None, 'name': 'Quartz India'}",Josh Fellman,"Tesla, Nvidia, Oracle, Delta, Southwest: Stocks to watch today","Futures linked to the S&P 500, Nasdaq 100 and Dow Jones Index were up about 0.1% as of 9 a.m. after yesterday’s bloodbath.Read more...",https://qz.com/stocks-to-watch-march-11-tesla-nvidia-musk-trump-1851769028,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/2966752a68fdc23f7685022d529a9c7b.jpg",2025-03-11T13:23:52Z,"In This Story
Futures linked to the S&amp;P 500, Nasdaq 100 and Dow Jones Index were up about 0.1% as of 9 a.m. after yesterdays bloodbath.
Tesla (TSLA0.00%
) is up about 0.4% in premarket trade a… [+1845 chars]"
26,"{'id': None, 'name': 'Quartz India'}",Josh Fellman,"Intel, Nvidia, Tesla, Palantir, IRobot: Stocks to watch today","Stock advanced in premarket trading ahead of the U.S. CPI report for February, indicating a possible rebound after the selloff on Monday and Tuesday. Futures linked to the Dow Jones Industrial Average gained 0.7%, to the S&P 500 0.85% and to the Nasdaq 100 in…",https://qz.com/intel-nvidia-tsmc-stocks-to-watch-1851769336,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/5d8c732991e69009f991bb09b29c2382.jpg",2025-03-12T12:30:00Z,"In This Story
Stock advanced in premarket trading ahead of the U.S. CPI report for February, indicating a possible rebound after the selloff on Monday and Tuesday. Futures linked to the Dow Jones In… [+1882 chars]"
27,"{'id': None, 'name': 'Quartz India'}",Bruce Gil,Apple is apparently losing $1 billion a year on its TV+ streaming service,"Despite hit shows like Ted Lasso and Severance, and even a Best Picture Oscar for CODA in 2022, Apple’s video-streaming service is apparently still bleeding money.Read more...",https://qz.com/apple-tv-plus-streaming-profitability-1851771246,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/eeedd96b9c53c006643e358d838e04d9.jpg",2025-03-20T15:49:00Z,"In This Story
Despite hit shows like Ted Lasso and Severance, and even a Best Picture Oscar for CODA in 2022, Apples video-streaming service is apparently still bleeding money.
The Information repo… [+1466 chars]"
28,"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Apple blames name-calling glitch on its new AI feature,"Over the past week, the world has learned a lot about the type of people who invest in Apple (AAPL) . 
The tech leader has been in full focus since its shareholders voted against scrapping its diversity, equity and inclusion (DEI) policy, refusing to bow to p…",https://biztoc.com/x/08d93d75d5327416,https://biztoc.com/cdn/08d93d75d5327416_s.webp,2025-02-27T03:21:15Z,"Over the past week, the world has learned a lot about the type of people who invest in Apple (AAPL) . The tech leader has been in full focus since its shareholders voted against scrapping its diversi… [+147 chars]"
29,"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Understanding Apple's Position In Technology Hardware, Storage & Peripherals Industry Compared To Competitors","In today's rapidly changing and fiercely competitive business landscape, it is essential for investors and industry enthusiasts to thoroughly analyze companies. In this article, we will conduct a comprehensive industry comparison, evaluating Apple AAPL agains…",https://biztoc.com/x/d9f063944671edc6,https://biztoc.com/cdn/d9f063944671edc6_s.webp,2025-02-27T15:07:29Z,"In today's rapidly changing and fiercely competitive business landscape, it is essential for investors and industry enthusiasts to thoroughly analyze companies. In this article, we will conduct a com… [+146 chars]"
30,"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Top analyst overhauls Apple stock price target amid key iPhone challenge,"Apple shares edged lower in early Wednesday trading, extending the stock's steady 2025 decline, after a top Wall Street analyst overhauled his price target on the tech giant amid a crucial delay in its AI strategy.
Apple (AAPL) shares have slumped more than 1…",https://biztoc.com/x/1a78d6236e02bff1,https://biztoc.com/cdn/1a78d6236e02bff1_s.webp,2025-03-12T11:30:47Z,"Youve Read the News - Now Find the ExpertClick to discover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witne… [+95 chars]"
31,"{'id': None, 'name': 'Yahoo Entertainment'}",,"Apple (AAPL) Faces AI Siri Delays, Exec Calls It ‘Embarrassing’",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6549f1b0-df0c-4dd9-a2a6-369c5724897b,,2025-03-20T14:30:56Z,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
32,"{'id': None, 'name': 'Yahoo Entertainment'}",Sajjl Nooranne,Apple Inc. (AAPL): Among Bourgeon Capital’s Top Stock Picks,"We recently compiled a list of the Top 12 Stocks to Buy According to Bourgeon Capital. In this article, we are going to take a look at where Apple Inc...",https://finance.yahoo.com/news/apple-inc-aapl-among-bourgeon-184724862.html,https://s.yimg.com/ny/api/res/1.2/e1QwhqQiBt5ecLL5Qx6Rkg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/bd47dc2e86b4a3086f845d200d9daf1f,2025-02-25T18:47:24Z,"We recently compiled a list of the Top 12 Stocks to Buy According to Bourgeon Capital. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other stocks.… [+7369 chars]"
33,"{'id': None, 'name': 'Taisy0.com'}",taisy0,MicrosoftのAIアシスタント｢Copilot｣のMac向け公式アプリが日本のMac App Storeでもダウンロード可能に,先日、米国のMac App Storeで配信が開始されたMicrosoftのAI アシスタント「Copilot」のMac向け公式アプリですが、本日、日本のMac App Storeからもダウンロード可能になりました。 「Copilot」はO,https://taisy0.com/2025/03/05/209341.html,https://taisy0.com/wp-content/uploads/2023/12/MicrosoftCopilot.jpg,2025-03-05T13:03:29Z,"Mac App StoreMicrosoftAI CopilotMacMac App Store
CopilotOpenAIGPTAIChatGPTChatGPTCopilotWeb
ChatGPTCopilot
CopilotAICopilot Pro20
MacCopilotmacOS 14.0 SonomaApple M1Apple Silicon MacMac App Store… [+48 chars]"
34,"{'id': None, 'name': 'Quartz India'}",William Gavin,Warren Buffett on Trump tariffs: 'The Tooth Fairy doesn't pay 'em!',"Legendary investor Warren Buffett criticized planned U.S. tariffs on international trade partners, noting that the duties may hurt consumers.Read more...",https://qz.com/warren-buffett-donald-trump-tariffs-tax-consumers-1851767285,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/831b4db6edd969e7e9daa0aefddfa0d7.jpg",2025-03-03T13:22:00Z,"In This Story
Legendary investor Warren Buffett criticized planned U.S. tariffs on international trade partners, noting that the duties may hurt consumers.
Tariffs are actually, weve had a lot of e… [+2058 chars]"
35,"{'id': None, 'name': 'Quartz India'}",Josh Fellman,The Dow drops 550 points as Trump shrugs off a market rout and says more tariffs are coming,Stocks fell Tuesday after President Donald Trump escalated his trade war with Canada by saying he would double tariffs on the country’s aluminum and steel to 50%. The move was in response to Ontario’s plan to place a levy on products sent to the U.S. Trump al…,https://qz.com/stocks-tumble-trump-tariffs-trade-war-1851769076,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/027a3f0b735bae9fa1f7232ba1cb2daf.jpg",2025-03-11T15:02:00Z,"In This Story
Stocks fell Tuesday after President Donald Trump escalated his trade war with Canada by saying he would double tariffs on the countrys aluminum and steel to 50%. The move was in respon… [+1917 chars]"
36,"{'id': None, 'name': 'Quartz India'}",Kevin Williams,Berkshire Hathaway is having a gangbusters year after Warren Buffett stashed cash just in time,Buffett had plenty of cash to weather a volatile time on Wall Street as markets tumbled,https://qz.com/berkshire-hathaway-stashes-cash-1851770715,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/410ef002fba41eb4c65b01cd6c7fff84.jpg",2025-03-18T15:40:00Z,"In This Story
The Oracle of Omaha still has his mojo. While many S&amp;P 500 stocks have been reeling, Berkshire Hathaway (BRK.A+0.14%
) has been on a tear, hitting record highs this year in its Cl… [+1915 chars]"
37,"{'id': None, 'name': 'Quartz India'}",Britney Nguyen,DeepSeek's founder isn't interested in investors for now,Artificial intelligence startup DeepSeek rattled the industry earlier this year — but its founder is reportedly not interested in bringing in outside capital just yet. Read more...,https://qz.com/deepseek-liang-wenfeng-investors-stakeholders-ai-china-1851769063,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/0b4df7fe76a1846a1c7f82a823f3986c.jpg",2025-03-11T15:14:00Z,"In This Story
Artificial intelligence startup DeepSeek rattled the industry earlier this year but its founder is reportedly not interested in bringing in outside capital just yet. 
DeepSeeks founde… [+2232 chars]"
38,"{'id': None, 'name': 'Quartz India'}",Francisco Velasquez,Will Trump spare restaurants from tariffs?,"The restaurant industry is on edge, urging President Donald Trump to exempt food and beverage imports from a proposed round of tariffs set to take effect on March 4, which could cost the sector $12 billion.Read more...",https://qz.com/trump-tariffs-food-and-drinks-nra-canada-mexico-1851766432,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/5ab50fdc5a12c5a0e8c5790fc6ef150c.jpg",2025-02-25T21:05:00Z,"In This Story
The restaurant industry is on edge, urging President Donald Trump to exempt food and beverage imports from a proposed round of tariffs set to take effect on March 4, which could cost t… [+2123 chars]"
39,"{'id': None, 'name': 'Quartz India'}",Vinamrata Chaturvedi,"Apple, Nvidia, and Berkshire Hathaway: Stocks to watch today",U.S. stocks ticked up in premarket trading on Monday and looked poised to rebound from last week’s decline. Investors are now turning their attention to Nvidia’s upcoming earnings — the first time the AI chipmaker is reporting results since a breakthrough by …,https://qz.com/apple-nvidia-berkshire-hathaway-stock-markets-earnings-1851766080,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/3c0a7336086767d536ae10399cd12b75.jpg",2025-02-24T13:58:00Z,"In This Story
U.S. stocks ticked up in premarket trading on Monday and looked poised to rebound from last weeks decline. Investors are now turning their attention to Nvidias upcoming earnings the fi… [+2519 chars]"
40,"{'id': None, 'name': 'Quartz India'}",William Gavin,Trump says his 'gold cards' will help the U.S. cut down on 'brain waste',President Donald Trump says his “gold cards” will be available for wealthy foreigners — and U.S. companies that want to hire skilled immigrants.Read more...,https://qz.com/donald-trump-gold-card-visa-hire-immigrants-brain-waste-1851766618,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/34df1f6af8543a33000018d2bc2b2880.jpg",2025-02-26T18:40:00Z,"In This Story
President Donald Trump says his gold cards will be available for wealthy foreigners and U.S. companies that want to hire skilled immigrants.
That could help eliminate brain waste, a t… [+2436 chars]"
