Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,580.2,601.8,548.9,533.7,527.4,515.4,475.6,444.15,435.07,451.59,411.97,402.45,468.68,436.79,443.7,413.88,382.87,403.31,373.01,435.29,428.67,426.61,387.45,427.78,427.8,420.19,378.68,378.73,400.69,401.3,364.63,376.94,288.85,277.12,254.81,312.25,236.25,236.5,223.64,174.11,157.15,156.12,143.73,141.41,132.61,133.73,125.03,118.86,108.92,103.54
"P/L Before Other Inc. , Int., Excpt. Items & Tax",403.4,432.0,367.9,335.1,353.1,385.7,324.6,326.51,328.02,361.08,299.19,227.35,327.0,345.13,294.59,234.43,230.14,131.89,-84.99,219.29,253.61,244.1,216.0,188.77,191.29,183.93,154.25,140.44,153.52,154.76,108.99,107.27,132.32,161.61,131.15,133.62,131.93,146.67,129.01,133.87,136.05,133.74,116.37,116.93,124.25,128.39,115.21,103.92,118.84,117.0
Other Income,107.9,120.9,27.3,46.0,51.5,64.6,17.8,42.77,55.31,42.91,10.52,18.66,11.82,8.29,8.74,10.74,0.93,4.79,1.69,-0.77,3.01,3.94,4.74,2.15,8.11,-0.07,2.05,5.84,7.86,2.63,-3.75,9.13,3.08,9.44,5.3,9.48,66.19,0.94,5.27,4.82,25.8,8.2,6.45,7.03,3.81,5.46,6.16,4.56,8.04,14.37
"P/L Before Int., Excpt. Items & Tax",511.3,552.9,395.2,381.1,404.6,450.3,342.4,369.28,383.33,403.99,309.71,246.01,338.82,353.42,303.33,245.17,231.07,136.68,-83.3,218.52,256.62,248.04,220.74,190.92,199.4,183.86,156.3,146.28,161.38,157.39,105.24,116.4,135.4,171.05,136.45,143.1,198.12,147.61,134.28,138.69,161.85,141.94,122.82,123.96,128.06,133.85,121.37,108.48,126.88,131.37
Interest,62.0,65.4,63.5,68.7,60.6,59.6,60.9,60.6,60.21,58.4,59.59,57.57,62.1,64.39,63.76,68.27,75.77,97.15,102.62,107.29,110.98,107.69,99.91,70.93,69.0,66.02,62.07,62.42,63.54,58.75,55.46,57.8,51.33,46.88,44.38,43.83,32.03,30.85,26.86,22.56,21.67,20.14,18.92,20.94,23.11,22.55,20.47,20.79,19.33,18.84
P/L Before Exceptional Items & Tax,449.3,487.5,331.7,312.4,344.0,390.7,281.5,308.68,323.12,345.59,250.12,188.44,276.72,289.03,239.57,176.9,155.3,39.53,-185.92,111.23,145.64,140.35,120.83,119.99,130.4,117.84,94.23,83.86,97.84,98.64,49.78,58.6,84.07,124.17,92.07,99.27,166.09,116.76,107.42,116.13,140.18,121.8,103.9,103.02,104.95,111.3,100.9,87.69,107.55,112.53
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-6.74,-8.0,--,-1.09,--,164.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-25.68,--,--,0.51,-15.2,--,--,--,--,--,--,--,--,--
P/L Before Tax,449.3,487.5,331.7,312.4,344.0,390.7,281.5,308.68,323.12,345.59,250.12,188.44,276.72,289.03,232.83,168.9,155.3,38.44,-185.92,275.58,145.64,140.35,120.83,119.99,130.4,117.84,94.23,83.86,97.84,98.64,49.78,58.6,84.07,124.17,92.07,99.27,140.41,116.76,107.42,116.64,124.98,121.8,103.9,103.02,104.95,111.3,100.9,87.69,107.55,112.53
Tax,107.7,117.9,80.0,73.6,81.2,95.9,67.4,81.82,77.53,66.4,-83.02,39.69,101.31,103.14,82.79,53.38,49.08,5.92,-36.81,69.98,50.89,49.75,41.51,43.31,43.47,38.86,34.07,24.22,30.4,27.74,14.57,10.44,11.24,32.18,19.9,17.96,18.08,27.21,19.91,39.31,29.97,30.3,21.16,21.68,21.51,24.3,21.96,16.71,26.91,29.29
P/L After Tax from Ordinary Activities,341.6,369.6,251.7,238.8,262.8,294.8,214.1,226.86,245.59,279.19,333.14,148.75,175.41,185.89,150.04,115.52,106.22,32.52,-149.11,205.6,94.75,90.6,79.32,76.68,86.93,78.98,60.16,59.64,67.44,70.9,35.21,48.16,72.83,91.99,72.17,81.31,122.33,89.55,87.51,77.33,95.01,91.5,82.74,81.34,83.44,87.0,78.94,70.98,80.64,83.24
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,4.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.54,--,--
Net Profit/(Loss) For the Period,341.6,369.6,251.7,238.8,262.8,294.8,214.1,226.86,245.59,279.19,333.14,153.67,175.41,185.89,150.04,115.52,106.22,32.52,-149.11,205.6,94.75,90.6,79.32,76.68,86.93,78.98,60.16,59.64,67.44,70.9,35.21,48.16,72.83,91.99,72.17,81.31,122.33,89.55,87.51,77.33,95.01,91.5,82.74,81.34,83.44,87.0,78.94,75.52,80.64,83.24
Equity Share Capital,71.9,71.9,71.9,71.9,71.9,71.9,71.9,71.89,71.89,71.89,71.89,71.89,71.89,71.89,71.89,71.89,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56,69.56
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,23.76,25.71,17.51,16.61,18.28,20.5,14.89,15.78,17.08,19.42,23.17,10.69,12.2,12.93,10.44,8.1,7.64,2.34,-10.72,14.78,6.81,6.51,5.7,5.51,6.25,5.68,4.32,4.29,4.85,5.1,2.53,3.46,5.23,6.61,5.19,5.84,8.79,6.44,6.29,5.56,6.83,6.58,5.95,5.85,6.0,6.25,5.67,5.43,5.8,6.02
Diluted EPS,23.76,25.71,17.51,16.61,18.28,20.5,14.89,15.78,17.08,19.42,23.17,10.69,12.2,12.93,10.44,8.1,7.64,2.34,-10.72,14.78,6.81,6.51,5.7,5.51,6.25,5.68,4.32,4.29,4.85,5.1,2.53,3.46,5.23,6.61,5.19,5.84,8.79,6.44,6.29,5.56,6.83,6.58,5.95,5.85,6.0,6.25,5.67,5.43,5.8,5.98
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.05,9.03,9.03,9.03,9.03,9.03,9.02,9.02,9.03,9.06,8.62,8.6
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65.03,64.9,64.9,64.9,64.9,64.89,64.87,64.86,64.93,65.1,61.93,61.85
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.73,1.73,1.68,1.72,1.76,1.76,2.71,2.12,2.16,2.83,2.83,2.81
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36.23,36.23,35.18,35.92,36.83,36.83,56.79,44.41,45.13,59.28,59.28,58.74
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.45,12.44,12.09,12.34,12.65,12.65,19.51,15.25,15.5,20.36,20.36,20.18
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
