Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,0.12,0.01,0.46,--,--,--,--,--,--,--,--,--,--,--,0.57,0.03,0.36,0.14,0.3,--,0.24,0.26,--,--,--,--,--,0.38,0.16,0.18,0.33,--,--,0.04,0.42,--,0.25,0.04,0.6,0.15,0.05
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,21.24,26.55,19.8,22.99,18.77,19.04,24.47,24.84,20.95,16.96,14.97,20.8,19.5,16.0,14.82,22.35,17.49,18.52,9.05,20.69,22.19,20.64,14.18,15.73,13.25,13.12,9.42,12.57,5.62,6.97,6.58,9.42,8.28,8.89,7.1,13.38,6.23,6.41,6.87,8.44,7.33,7.4,6.82,9.27,9.56,8.93,7.97,14.2,11.39,10.93
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1.53,6.5,2.54,4.62,7.51,7.97,12.3,7.91,5.59,11.78,6.2,5.15,3.62,3.98,9.94,8.62,4.81,4.01,2.83,4.78,5.57,3.15,4.58,3.4,5.8,2.42,3.42,2.5,3.99,2.1,0.91,1.78,2.69,2.8,2.22,1.89,2.54,1.49,1.56,3.0,3.4,2.67,3.01,4.16,4.04,2.83,3.76,5.36,4.84,4.08
Other Income,10.26,9.02,4.32,4.84,2.91,2.97,3.66,2.39,4.2,2.63,1.45,2.29,1.7,1.97,0.95,3.2,0.28,0.88,0.84,2.56,0.96,2.56,1.12,0.53,0.03,2.91,0.75,0.74,0.2,0.79,1.15,0.13,0.45,0.35,0.6,1.17,0.06,0.86,0.1,0.24,0.62,0.3,0.48,1.32,0.07,0.36,0.8,0.24,-0.43,-0.16
"P/L Before Int., Excpt. Items & Tax",11.79,15.52,6.86,9.46,10.42,10.95,15.96,10.3,9.79,14.41,7.65,7.44,5.31,5.96,10.89,11.82,5.09,4.89,3.67,7.35,6.53,5.71,5.7,3.93,5.83,5.33,4.17,3.24,4.19,2.89,2.06,1.9,3.14,3.14,2.81,3.06,2.6,2.35,1.66,3.24,4.03,2.97,3.5,5.48,4.11,3.18,4.56,5.6,4.41,3.93
Interest,0.82,3.33,3.1,3.33,4.25,3.66,3.55,3.16,3.95,4.51,3.78,4.04,3.59,3.59,3.84,3.56,3.43,3.17,3.27,3.15,2.61,2.79,2.84,0.8,3.62,3.51,1.28,1.24,0.99,0.85,0.94,0.62,1.16,0.84,0.81,0.63,0.58,0.69,0.67,0.73,0.45,0.66,0.72,1.37,0.9,1.01,2.02,1.5,1.76,1.55
P/L Before Exceptional Items & Tax,10.96,12.19,3.76,6.13,6.17,7.29,12.42,7.15,5.85,9.9,3.88,3.4,1.72,2.37,7.04,8.26,1.66,1.71,0.4,4.2,3.92,2.92,2.86,3.13,2.21,1.82,2.88,2.0,3.2,2.04,1.13,1.28,1.98,2.3,2.01,2.43,2.02,1.66,1.0,2.51,3.58,2.31,2.77,4.11,3.21,2.18,2.54,4.1,2.66,2.38
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,-1.57,--,--,--,--,--,--,--,--,--,--,--,--,-0.62,--,--,--,--,--,--,--,--,--,--,--,--,1.05,-1.54,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,10.96,12.19,3.76,6.13,6.17,7.29,12.42,7.15,5.85,9.9,3.88,3.4,0.16,2.37,7.04,8.26,1.66,1.71,0.4,4.2,3.92,2.92,2.86,3.13,2.21,1.2,2.88,2.0,3.2,2.04,1.13,1.28,1.98,2.3,2.01,2.43,2.02,1.66,2.05,0.97,3.58,2.31,2.77,4.11,3.21,2.18,2.54,4.1,2.66,2.38
Tax,2.84,3.14,0.98,1.6,1.6,1.81,3.16,1.55,1.44,2.53,1.15,0.96,0.13,0.57,1.81,6.77,0.47,0.54,0.08,0.98,1.04,0.7,0.67,0.24,0.67,-3.24,0.84,-0.51,0.81,0.43,0.42,0.45,0.22,0.64,0.4,0.24,0.53,0.49,0.74,0.15,0.82,0.45,0.9,1.22,0.16,0.33,0.72,-0.62,0.65,-1.11
P/L After Tax from Ordinary Activities,8.13,9.06,2.78,4.53,4.57,5.48,9.26,5.59,4.41,7.37,2.73,2.44,0.02,1.8,5.24,1.49,1.19,1.17,0.33,3.21,2.88,2.23,2.19,2.89,1.54,4.44,2.05,2.51,2.39,1.6,0.71,0.83,1.76,1.66,1.61,2.2,1.48,1.17,1.3,0.82,2.76,1.86,1.88,2.88,3.05,1.85,1.82,4.72,2.01,3.49
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.48,-0.34,--,-2.95,-0.62,0.0,--,--,--,0.0
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,8.13,9.06,2.78,4.53,4.57,5.48,9.26,5.59,4.41,7.37,2.73,2.44,0.02,1.8,5.24,1.49,1.19,1.17,0.33,3.21,2.88,2.23,2.19,2.89,1.54,4.44,2.05,2.51,2.39,1.6,0.71,0.83,1.76,1.66,1.61,2.2,1.48,1.17,1.3,0.82,2.28,1.52,1.88,-0.07,2.43,1.85,1.82,4.72,2.01,3.49
Equity Share Capital,14.98,14.97,14.44,14.44,13.58,13.56,13.38,13.38,13.38,13.1,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,4.56,4.56,4.19,4.19,4.19,4.19,4.19,4.19,4.19
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64.88,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.43,6.2,1.92,3.1,3.37,4.05,6.92,4.18,3.34,5.64,5.22,4.66,0.04,3.44,9.99,2.84,2.27,2.23,0.62,6.13,5.49,4.25,4.18,4.79,2.93,8.47,3.91,4.79,4.56,3.06,1.35,1.59,3.36,3.16,3.07,4.19,2.83,2.24,2.49,1.7,4.59,3.38,4.2,--,5.81,4.4,4.33,11.27,4.8,--
Diluted EPS,5.42,6.19,1.92,3.09,3.3,3.96,6.86,4.15,3.33,5.63,5.21,4.65,0.04,3.44,9.99,2.84,2.27,2.23,0.62,6.13,5.49,4.25,4.18,4.79,2.93,8.47,3.91,4.79,4.56,3.06,1.35,1.59,3.36,3.16,3.07,4.19,2.83,2.24,2.49,1.56,4.34,2.91,3.64,--,4.65,3.52,3.46,11.27,4.8,--
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.19,0.19,0.19,0.19,0.12,0.15,0.11,0.11,0.11,0.11,0.11,0.12,--
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36.61,36.61,36.61,36.65,27.15,32.0,26.09,26.09,25.18,25.18,25.18,27.86,--
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.33,0.33,0.33,0.33,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.3,--
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,--
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.39,63.39,63.39,63.35,72.85,68.0,73.91,73.91,74.82,74.82,74.82,72.14,--
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
