Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Other Inc. , Int., Excpt. Items & Tax",114.7,198.31,173.73,174.21,120.36,197.42,198.03,84.51,53.64,-1.31,9.84,78.4,82.81,191.33,262.11,194.42,265.27,206.72,85.86,78.6,184.02,208.84,244.31,52.57,91.95,101.03,136.42,110.52,96.61,88.46,130.74,236.5,174.44,238.81,253.36,232.18,209.48,207.9,266.35,184.1,205.38,207.52,174.97,155.52,144.95,-315.29,84.02,55.92,83.07,83.45
Other Income,30.47,68.58,47.8,42.22,31.29,41.48,25.81,44.84,41.85,28.02,26.19,24.83,24.55,19.64,17.04,25.15,19.69,20.41,17.97,11.27,13.04,9.95,8.88,44.27,16.85,8.67,13.25,13.43,19.3,11.1,11.72,9.54,20.25,22.89,19.25,45.6,17.21,19.79,27.23,28.89,14.12,19.46,31.95,33.56,41.29,29.78,14.72,14.3,6.44,11.53
"P/L Before Int., Excpt. Items & Tax",145.17,266.89,221.53,216.43,151.65,238.9,223.84,129.35,95.49,26.71,36.03,103.23,107.36,210.97,279.15,219.57,284.96,227.13,103.83,89.87,197.06,218.79,253.19,96.84,108.8,109.7,149.67,123.95,115.91,99.56,142.46,246.04,194.69,261.7,272.61,277.78,226.69,227.69,293.58,212.98,219.5,226.99,206.91,189.08,186.24,-285.5,98.74,70.22,89.51,94.98
Interest,38.14,30.99,26.65,33.7,18.5,15.61,15.22,16.71,16.31,14.68,13.45,11.54,25.65,14.84,29.3,37.33,19.96,21.11,23.02,31.58,24.82,18.55,19.87,27.43,23.1,20.43,21.54,23.27,21.29,19.76,23.69,23.65,30.5,14.69,18.35,44.93,39.63,32.55,36.81,28.7,57.97,47.47,46.5,39.4,34.09,35.76,34.66,35.52,33.27,33.34
P/L Before Exceptional Items & Tax,107.03,235.9,194.88,182.73,133.15,223.29,208.62,112.64,79.18,12.03,22.58,91.69,81.71,196.13,249.85,182.24,265.0,206.02,80.81,58.29,172.24,200.24,233.32,69.41,85.7,89.27,128.13,100.68,94.62,79.8,118.77,222.39,164.19,247.01,254.26,232.85,187.06,195.14,256.77,184.28,161.53,179.52,160.42,149.68,152.14,-321.26,64.08,34.7,56.24,61.64
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-51.53,--,--,-167.33,-29.35,--,--,--,--,--,--,--,--,-460.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,107.03,235.9,194.88,182.73,133.15,223.29,208.62,112.64,79.18,12.03,22.58,91.69,81.71,196.13,249.85,182.24,265.0,206.02,80.81,58.29,120.71,200.24,233.32,-97.92,56.35,89.27,128.13,100.68,94.62,79.8,118.77,222.39,164.19,-213.55,254.26,232.85,187.06,195.14,256.77,184.28,161.53,179.52,160.42,149.68,152.14,-321.26,64.08,34.7,56.24,61.64
Tax,19.21,60.21,49.73,36.17,38.7,55.44,53.14,35.48,27.2,4.19,7.88,50.58,25.66,69.21,81.8,45.61,80.06,55.67,26.06,-1.53,23.85,36.85,78.51,-54.22,18.29,29.65,40.34,27.9,9.85,21.09,30.93,65.25,44.5,-61.21,72.21,56.14,56.88,58.54,77.03,49.64,29.49,43.48,53.01,51.02,51.08,-109.16,21.86,-17.63,18.28,22.04
P/L After Tax from Ordinary Activities,87.82,175.69,145.15,146.56,94.45,167.85,155.48,77.16,51.98,7.84,14.7,41.11,56.05,126.92,168.05,136.63,184.94,150.35,54.75,59.82,96.86,163.39,154.81,-43.7,38.06,59.62,87.79,72.78,84.77,58.71,87.84,157.14,119.69,-152.34,182.05,176.71,130.18,136.6,179.74,134.65,132.04,136.04,107.41,98.66,101.07,-212.11,42.22,52.33,37.96,39.6
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.5,-5.13,6.62
Net Profit/(Loss) For the Period,87.82,175.69,145.15,146.56,94.45,167.85,155.48,77.16,51.98,7.84,14.7,41.11,56.05,126.92,168.05,136.63,184.94,150.35,54.75,59.82,96.86,163.39,154.81,-43.7,38.06,59.62,87.79,72.78,84.77,58.71,87.84,157.14,119.69,-152.34,182.05,176.71,130.18,136.6,179.74,134.65,132.04,136.04,107.41,98.66,101.07,-212.11,42.22,53.83,32.83,46.22
Equity Share Capital,95.91,95.91,97.18,97.18,97.18,97.18,97.18,98.81,98.81,98.81,98.81,98.81,98.81,98.81,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.46,100.46,100.44,100.43,100.38,100.35,100.28,100.2,100.03,100.03,89.4,89.17
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.92,1.83,1.51,1.52,0.99,1.74,1.6,0.78,0.53,0.08,0.15,0.42,0.57,1.29,1.67,1.36,1.84,1.5,0.54,0.6,0.96,1.63,1.54,-0.43,0.38,0.6,0.87,0.72,0.84,0.59,0.87,1.56,1.19,-1.52,1.81,1.76,12.96,13.6,17.89,13.4,13.15,13.55,10.7,9.83,10.08,-21.19,4.22,5.4,3.3,5.18
Diluted EPS,0.92,1.82,1.51,1.52,0.99,1.74,1.6,0.78,0.53,0.08,0.15,0.42,0.57,1.29,1.67,1.36,1.84,1.5,0.54,0.6,0.96,1.63,1.54,-0.43,0.38,0.6,0.87,0.72,0.84,0.59,0.87,1.56,1.19,-1.52,1.81,1.76,12.96,13.6,17.89,13.4,13.15,13.54,10.7,9.84,10.08,-21.19,4.21,5.38,3.29,5.16
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.66,2.66,2.66,2.68,2.68,2.67,2.7,3.13,3.12,3.16,3.17,2.9,2.87
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26.52,26.51,26.51,27.0,27.0,27.0,27.0,31.0,31.0,32.0,32.0,32.0,32.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.38,7.38,7.38,7.36,7.36,7.36,7.34,6.9,6.9,6.84,6.83,6.04,6.04
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73.4,73.49,73.49,73.0,73.0,73.0,73.0,69.0,69.0,68.0,68.0,68.0,68.0
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
