Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,92.92,108.88,87.17,106.72,81.84,81.63,76.81,114.46,73.13,65.96,55.07,64.16,50.6,50.06,41.18,44.79,42.91,38.74,20.17,58.41,52.5,55.64,46.06,56.68,53.99,35.87,25.19,30.67,29.22,26.49,23.2,42.33,19.51,20.89,16.1,23.26,24.52,19.36,15.63,23.1,18.51,19.73,17.95,21.69,21.96,21.39,22.81,32.88,28.06,24.28
"P/L Before Other Inc. , Int., Excpt. Items & Tax",93.72,121.76,94.69,113.09,103.87,108.4,99.47,89.11,67.25,49.77,32.77,37.2,39.61,30.68,32.92,28.43,32.29,33.25,9.58,29.13,24.13,20.64,25.76,19.69,11.33,7.86,2.51,-16.41,3.82,-3.02,0.19,-0.07,1.17,3.25,2.03,1.56,-7.13,-2.3,-1.95,9.68,12.56,-0.73,0.76,-1.88,-7.43,-1.37,0.16,5.87,17.62,12.94
Other Income,22.48,10.72,12.29,14.74,14.47,6.77,9.68,8.31,10.44,16.22,10.68,5.62,2.7,8.04,6.53,3.22,4.59,1.97,1.6,5.46,3.28,5.21,3.35,9.77,3.66,4.33,4.33,7.04,4.12,7.14,4.97,9.66,4.73,5.08,4.84,7.45,5.62,5.79,7.33,4.69,3.25,4.07,4.15,6.06,2.83,6.45,7.12,3.13,--,--
"P/L Before Int., Excpt. Items & Tax",116.2,132.48,106.98,127.83,118.35,115.17,109.15,97.42,77.69,65.99,43.45,42.82,42.31,38.72,39.45,31.65,36.88,35.22,11.18,34.59,27.41,25.85,29.11,29.47,15.0,12.19,6.84,-9.36,7.94,4.13,5.16,9.6,5.9,8.33,6.87,9.01,-1.51,3.49,5.38,14.37,15.82,3.35,4.92,4.18,-4.6,5.08,7.29,9.0,17.62,12.94
Interest,21.1,17.47,12.52,15.83,18.23,20.28,19.1,22.25,23.04,19.9,15.08,15.52,16.22,12.87,11.21,11.09,12.15,15.91,15.64,19.65,10.33,9.57,10.08,8.13,6.91,5.15,3.72,3.25,2.24,2.15,1.01,1.54,1.44,0.73,0.67,1.64,1.14,1.3,1.27,1.08,1.94,1.71,1.59,1.86,1.39,1.45,1.27,1.4,3.57,4.92
P/L Before Exceptional Items & Tax,95.1,115.01,94.46,112.0,100.11,94.89,90.05,75.17,54.65,46.1,28.37,27.3,26.09,25.85,28.24,20.56,24.73,19.31,-4.46,14.94,17.08,16.28,19.03,21.34,8.09,7.04,3.13,-12.61,5.69,1.98,4.15,8.05,4.46,7.61,6.2,7.36,-2.65,2.19,4.11,13.29,13.88,1.64,3.33,2.31,-5.99,3.64,6.01,7.6,14.05,8.02
Exceptional Items,--,--,--,--,--,--,--,--,--,-46.28,--,--,--,--,--,--,4.35,--,--,-161.35,--,--,--,-126.95,--,--,--,--,--,--,--,--,--,--,--,--,1.73,-1.73,--,--,--,-17.1,--,--,--,--,--,--,--,--
P/L Before Tax,95.1,115.01,94.46,112.0,100.11,94.89,90.05,75.17,54.65,-0.18,28.37,27.3,26.09,25.85,28.24,20.56,29.08,19.31,-4.46,-146.42,17.08,16.28,19.03,-105.62,8.09,7.04,3.13,-12.61,5.69,1.98,4.15,8.05,4.46,7.61,6.2,7.36,-0.92,0.46,4.11,13.29,13.88,-15.46,3.33,2.31,-5.99,3.64,6.01,7.6,14.05,8.02
Tax,26.16,29.89,23.15,28.58,25.09,23.99,22.48,22.16,15.42,11.71,5.73,6.25,7.22,7.0,7.6,3.4,6.88,5.36,-1.44,-29.19,4.0,3.94,5.34,-9.46,2.19,1.83,0.95,-7.28,1.77,0.92,0.88,1.04,1.17,2.36,2.46,3.03,-0.15,0.28,1.55,4.51,4.7,-5.22,1.18,0.55,-2.25,1.86,2.05,2.89,5.07,2.59
P/L After Tax from Ordinary Activities,68.94,85.12,71.31,83.41,75.03,70.89,67.57,53.01,39.23,-11.89,22.63,21.05,18.87,18.85,20.64,17.16,22.2,13.95,-3.02,-117.23,13.08,12.34,13.69,-96.16,5.9,5.21,2.18,-5.33,3.93,1.05,3.27,7.01,3.28,5.25,3.74,4.33,-0.77,0.19,2.56,8.78,9.17,-10.25,2.15,1.76,-3.74,1.77,3.96,4.71,8.97,5.43
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.01,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,68.94,85.12,71.31,83.41,75.03,70.89,67.57,53.01,39.23,-11.89,22.63,21.05,18.87,18.85,20.64,17.16,22.2,13.95,-3.02,-117.23,13.08,12.34,13.69,-96.16,5.9,5.21,2.18,-5.33,3.93,1.05,3.27,7.01,3.28,5.25,3.74,4.33,-0.77,0.19,2.56,8.78,9.17,-10.25,2.15,1.76,-3.74,1.77,3.96,4.69,8.97,5.43
Equity Share Capital,26.93,26.93,26.93,26.93,26.93,25.43,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.9,23.88,23.88,23.87,23.12,23.12,23.12,23.12,23.12,23.12,23.11,23.11,23.11,23.1,23.1,23.09,23.09,23.09,23.08,23.08,23.08,23.08,23.08,23.08,23.08,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.12,6.32,5.3,6.55,5.83,5.6,5.65,4.43,3.28,-0.99,1.89,1.75,1.58,1.58,1.73,1.43,1.87,1.17,-0.26,-9.85,1.13,1.07,1.18,-8.33,0.51,0.45,0.19,-0.46,0.34,0.09,0.28,0.61,0.28,0.45,0.32,0.36,-0.06,0.01,0.26,4.38,4.57,-5.11,1.07,0.88,-1.86,0.88,1.97,2.34,4.47,2.71
Diluted EPS,5.12,6.32,5.3,6.55,5.83,5.6,5.65,4.43,3.28,-0.99,1.89,1.75,1.58,1.58,1.73,1.43,1.87,1.17,-0.26,-9.85,1.13,1.07,1.18,-8.33,0.51,0.45,0.19,-0.46,0.34,0.09,0.27,0.6,0.28,0.45,0.32,0.36,-0.06,0.01,0.26,4.38,4.57,-5.11,1.07,0.88,-1.86,0.88,1.97,2.34,4.47,2.71
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.22,4.71,0.94,0.94,0.94,0.94,0.94,0.94,0.74,0.94,0.94,0.94,0.94
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.89,46.95,46.95,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.87,46.89,46.89
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.32,5.32,1.06,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.11,53.05,53.05,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.13,53.11,53.11
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
