Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Other Inc. , Int., Excpt. Items & Tax",112.84,77.62,77.73,201.53,101.83,88.22,47.31,89.36,77.87,83.73,48.17,62.73,55.46,34.44,1.96,56.96,41.06,8.15,-27.75,17.78,11.23,-18.68,1.18,178.03,72.84,58.47,62.26,180.85,68.02,83.64,64.19,209.09,74.96,71.48,44.26,178.24,60.91,65.89,38.89,165.01,47.66,50.08,33.62,103.02,45.25,57.17,16.82,97.9,17.07,35.28
Other Income,58.42,78.41,38.52,37.2,46.36,80.27,37.36,45.08,45.89,46.42,46.88,59.31,39.73,51.68,36.87,47.4,45.29,39.82,40.11,46.19,39.51,111.73,37.66,46.48,38.71,64.42,37.85,39.09,26.3,20.99,19.75,22.67,36.56,31.93,34.71,31.89,34.2,31.77,31.19,35.32,22.04,27.66,24.75,35.76,35.54,35.3,28.07,39.74,36.2,39.16
"P/L Before Int., Excpt. Items & Tax",171.27,156.03,116.25,238.73,148.19,168.49,84.67,134.43,123.76,130.15,95.04,122.04,95.19,86.12,38.83,104.37,86.35,47.97,12.36,63.97,50.74,93.05,38.84,224.52,111.54,122.89,100.11,219.94,94.32,104.63,83.94,231.76,111.52,103.41,78.97,210.13,95.11,97.66,70.08,200.33,69.69,77.73,58.37,138.78,80.79,92.47,44.9,137.65,53.27,74.44
Interest,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,1.43,1.43,1.42,1.41,1.4,2.51,1.38,1.36,1.35,1.34,1.33,--,2.65,0.38,0.17,--,0.05,-0.14,0.17,0.16,0.02,0.16,17.79,10.41,9.65,13.97,9.9,5.29,7.61,8.69,--,--,--,--,--,--,--,--,--,--
P/L Before Exceptional Items & Tax,171.26,156.02,116.25,238.73,148.19,168.48,84.67,134.43,123.76,130.14,93.61,120.61,93.78,84.71,37.43,101.85,84.97,46.61,11.01,62.64,49.41,93.05,36.2,224.13,111.38,122.89,100.06,220.08,94.15,104.47,83.92,231.6,93.73,93.0,69.32,196.16,85.21,92.38,62.47,191.64,69.69,77.73,58.37,138.78,80.79,92.47,44.9,137.65,53.27,74.44
Exceptional Items,--,--,--,-95.65,-22.53,-65.39,--,-4.77,-54.36,-0.02,-110.5,-99.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-6.43,-18.98,-0.26,-0.24,-2.9,-3.43,-1.15,-0.11
P/L Before Tax,171.26,156.02,116.25,143.08,125.66,103.09,84.67,129.65,69.4,130.12,-16.89,20.81,93.78,84.71,37.43,101.85,84.97,46.61,11.01,62.64,49.41,93.05,36.2,224.13,111.38,122.89,100.06,220.08,94.15,104.47,83.92,231.6,93.73,93.0,69.32,196.16,85.21,92.38,62.47,191.64,69.69,77.73,51.94,119.8,80.53,92.23,41.99,134.22,52.12,74.33
Tax,42.67,32.32,29.62,40.79,31.99,17.82,21.54,33.28,20.88,30.68,-3.69,0.17,24.43,19.07,10.21,24.05,3.08,12.4,3.17,14.11,14.43,121.97,10.9,71.38,33.64,36.93,32.4,78.43,32.26,30.35,27.98,73.29,30.02,25.8,23.9,57.46,25.63,25.13,19.2,57.68,18.91,17.64,19.47,12.86,24.67,32.18,16.66,37.71,16.92,25.04
P/L After Tax from Ordinary Activities,128.6,123.7,86.63,102.29,93.67,85.27,63.13,96.38,48.52,99.44,-13.2,20.65,69.35,65.64,27.22,77.8,81.89,34.22,7.84,48.52,34.97,-28.93,25.3,152.75,77.73,85.96,67.66,141.65,61.89,74.12,55.94,158.32,63.71,67.2,45.41,138.7,59.58,67.25,43.27,133.96,50.78,60.09,32.46,106.93,55.86,60.05,25.33,96.52,35.19,49.29
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.54,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,128.6,123.7,86.63,102.29,93.67,85.27,63.13,96.38,48.52,99.44,-13.2,20.65,69.35,65.64,27.22,77.8,81.89,34.22,7.84,48.52,34.97,-28.93,25.3,152.75,77.73,85.96,67.66,141.65,61.89,74.12,55.94,174.77,63.71,67.2,45.41,138.7,59.58,67.25,43.27,133.96,50.78,60.09,32.46,106.93,55.86,60.05,25.33,95.97,35.19,49.29
Equity Share Capital,270.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.48,0.46,0.48,0.57,0.52,0.47,0.35,0.54,0.27,0.55,-0.07,0.11,0.39,0.36,0.15,0.43,0.45,0.19,0.04,0.27,0.19,-0.16,0.14,0.85,0.43,0.48,0.38,0.79,0.69,0.82,0.62,1.94,1.06,1.12,0.76,2.31,4.97,5.6,3.61,11.16,4.23,5.01,2.71,8.91,4.65,5.0,2.11,8.0,2.93,4.11
Diluted EPS,0.48,0.46,0.48,0.57,0.52,0.47,0.35,0.54,0.27,0.55,-0.07,0.11,0.39,0.36,0.15,0.43,0.45,0.19,0.04,0.27,0.19,-0.16,0.14,0.85,0.43,0.48,0.38,0.79,0.69,0.82,0.62,1.94,1.06,1.12,0.76,2.31,4.97,5.6,3.61,11.16,4.23,5.01,2.71,8.91,4.65,5.0,2.11,8.0,2.93,4.11
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,1.08
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
