Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1426.05,2415.47,2139.67,1107.99,1954.03,1918.21,1929.61,1080.85,2277.29,2166.33,2126.2,1029.91,1866.96,1356.2,1158.85,644.09,1057.96,406.32,350.36,667.05,626.64,583.22,613.74,645.47,565.19,522.91,513.68,643.7,517.67,477.33,333.42,375.92,313.41,262.39,225.11,386.42,237.63,210.46,197.59,193.95,133.33,118.89,118.65,182.17,141.09,128.37,103.74,160.02,106.87,97.48
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-150.5,-80.54,-23.47,187.57,226.05,301.74,385.62,125.59,201.49,690.42,1065.1,469.64,700.37,593.7,538.45,596.38,445.44,182.69,-357.6,171.39,201.1,450.82,640.49,701.14,859.86,883.07,871.42,659.38,707.71,618.8,445.08,412.12,432.2,446.64,428.04,257.24,337.14,259.84,193.55,44.8,118.21,151.49,87.92,95.13,154.16,224.21,168.1,188.73,191.62,270.05
Other Income,101.5,1293.56,93.13,260.26,120.16,760.32,115.86,116.42,102.71,755.51,43.7,87.4,40.55,702.44,64.92,69.15,63.77,282.41,98.66,73.29,81.27,286.2,84.68,101.27,58.49,281.8,121.7,101.98,46.34,268.78,65.81,30.44,55.3,330.22,47.6,57.38,35.38,230.66,35.05,50.73,30.78,211.44,55.12,62.97,34.84,205.35,81.75,98.37,79.35,191.7
"P/L Before Int., Excpt. Items & Tax",-49.0,1213.02,69.66,447.83,346.21,1062.06,501.48,242.01,304.2,1445.93,1108.8,557.04,740.92,1296.14,603.37,665.53,509.21,465.1,-258.94,244.68,282.37,737.02,725.17,802.41,918.35,1164.87,993.12,761.36,754.05,887.58,510.89,442.56,487.5,776.86,475.64,314.62,372.52,490.5,228.6,95.53,148.99,362.93,143.04,158.1,189.0,429.56,249.85,287.1,270.97,461.75
Interest,181.41,161.47,139.88,120.7,107.14,106.89,105.69,106.73,89.2,85.07,86.67,80.61,53.44,55.08,58.11,53.64,50.74,75.73,78.43,72.41,67.34,86.06,78.04,46.75,41.34,52.15,58.81,48.56,29.51,42.73,7.33,8.27,10.67,15.62,23.06,26.79,39.55,40.12,40.94,13.08,11.62,9.01,5.62,10.9,13.35,9.45,7.82,14.52,10.68,7.79
P/L Before Exceptional Items & Tax,-230.41,1051.55,-70.22,327.13,239.07,955.17,395.79,135.28,215.0,1360.86,1022.13,476.43,687.48,1241.06,545.26,611.89,458.47,389.37,-337.37,172.27,215.03,650.96,647.13,755.66,877.01,1112.72,934.31,712.8,724.54,844.85,503.56,434.29,476.83,761.24,452.58,287.83,332.97,450.38,187.66,82.45,137.37,353.92,137.42,147.2,175.65,420.11,242.03,272.58,260.29,453.96
Exceptional Items,--,-49.98,--,-715.6,--,--,--,--,--,-88.03,--,-69.11,--,--,--,-23.26,--,--,-57.73,6.29,-10.2,--,-290.17,-84.66,--,-2283.35,--,-218.65,--,-53.96,--,--,--,--,--,-29.19,--,--,--,-26.24,--,--,--,--,--,--,--,204.43,--,--
P/L Before Tax,-230.41,1001.57,-70.22,-388.47,239.07,955.17,395.79,135.28,215.0,1272.83,1022.13,407.32,687.48,1241.06,545.26,588.63,458.47,389.37,-395.1,178.56,204.83,650.96,356.96,671.0,877.01,-1170.63,934.31,494.15,724.54,790.89,503.56,434.29,476.83,761.24,452.58,258.64,332.97,450.38,187.66,56.21,137.37,353.92,137.42,147.2,175.65,420.11,242.03,477.01,260.29,453.96
Tax,-61.76,280.71,-18.1,52.46,2.76,160.43,40.52,41.77,-42.36,308.53,213.57,-406.29,198.5,294.17,99.32,125.59,126.21,29.15,-126.01,-178.54,20.16,124.47,155.26,219.76,268.86,16.03,291.76,121.03,250.69,216.39,156.37,118.8,145.48,168.97,131.69,75.94,61.09,68.84,53.14,25.24,43.69,54.51,31.58,16.94,49.56,6.6,15.9,104.64,62.34,71.23
P/L After Tax from Ordinary Activities,-168.65,720.86,-52.12,-440.93,236.31,794.74,355.27,93.51,257.36,964.3,808.56,813.61,488.98,946.89,445.94,463.04,332.26,360.22,-269.09,357.1,184.67,526.49,201.7,451.24,608.15,-1186.66,642.55,373.12,473.85,574.5,347.19,315.49,331.35,592.27,320.89,182.7,271.88,381.54,134.52,30.97,93.68,299.41,105.84,130.26,126.09,413.51,226.13,372.37,197.95,382.73
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,254.42,33.49,32.25,35.65,17.15,27.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,-168.65,720.86,-52.12,-440.93,236.31,794.74,355.27,93.51,257.36,964.3,808.56,1068.03,522.47,979.14,481.59,480.19,359.37,360.22,-269.09,357.1,184.67,526.49,201.7,451.24,608.15,-1186.66,642.55,373.12,473.85,574.5,347.19,315.49,331.35,592.27,320.89,182.7,271.88,381.54,134.52,30.97,93.68,299.41,105.84,130.26,126.09,413.51,226.13,372.37,197.95,382.73
Equity Share Capital,133.91,133.9,132.8,132.8,131.7,131.7,131.69,131.69,131.69,131.68,131.67,131.67,131.66,131.64,131.62,131.62,131.6,131.59,131.57,131.57,131.57,131.54,131.53,131.53,131.52,131.52,131.52,131.48,131.47,131.47,93.38,93.37,93.37,93.37,93.36,93.36,91.88,93.34,93.33,91.87,91.86,91.86,91.85,91.84,91.84,91.82,91.81,91.79,91.77,91.76
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,-2.53,10.84,-0.79,-6.66,3.61,12.1,5.41,1.42,3.93,14.68,12.31,16.26,7.96,14.91,7.33,7.31,5.47,5.49,-4.1,5.44,2.81,8.02,3.07,6.88,9.25,-18.05,9.77,5.68,7.21,8.97,7.44,6.76,7.1,12.69,34.37,3.91,5.83,8.18,14.41,3.37,10.2,32.6,11.52,14.18,13.73,45.04,24.63,40.57,21.57,41.72
Diluted EPS,-2.53,10.79,-0.78,-6.65,3.6,12.09,5.41,1.42,3.9,14.68,12.29,16.24,7.95,14.89,7.32,7.3,5.47,5.49,-4.1,5.44,2.81,8.02,3.07,6.88,9.25,-18.05,9.77,5.67,7.2,8.95,7.43,6.75,7.09,12.67,34.34,3.91,5.82,8.17,14.4,3.37,10.19,32.57,11.52,14.18,13.73,45.01,24.62,40.54,21.55,41.68
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.55,5.51,5.54,5.54,5.51,5.51,5.5,5.53,5.52,5.54,5.66,5.72
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60.44,60.02,60.35,60.3,60.01,60.05,59.91,60.22,60.09,60.31,61.73,62.3
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.51,25.51,25.51,25.51,25.51,25.51,25.52,25.52,25.52,25.53,25.53,25.54
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
