Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,44.36,39.33,38.45,63.9,29.84,30.8,29.79,36.79,32.41,29.99,22.74,33.55,23.7,22.08,21.39,65.68,34.71,34.13,61.63,66.22,64.42,173.62,20.48,31.26,28.76,31.86,22.28,25.87,24.56,19.75,21.78,18.83,22.17,19.86,21.03,22.23,20.6,21.93,21.94,18.64,19.0,18.18,16.45,17.44,15.37,15.52,14.98,14.52,13.64,17.98
"P/L Before Other Inc. , Int., Excpt. Items & Tax",59.14,62.43,69.88,100.1,78.2,75.96,69.09,82.67,86.09,70.13,80.83,64.34,78.08,77.5,61.09,42.33,44.52,32.01,-3.94,12.33,15.77,-109.84,41.31,27.49,41.85,30.55,28.11,15.27,24.59,26.66,22.38,21.29,21.22,25.9,20.38,14.7,17.83,22.21,21.17,20.23,13.63,10.64,7.09,5.72,9.4,9.06,9.93,6.26,9.33,8.38
Other Income,36.24,35.41,152.77,61.68,59.66,56.69,31.89,116.77,25.39,52.18,534.02,46.35,203.68,6.78,5.72,63.72,8.7,6.7,3.34,28.21,2.0,16.29,20.04,1.26,0.79,17.37,0.88,12.06,1.95,11.98,1.69,13.22,0.82,1.6,1.0,1.85,1.08,1.76,1.86,2.09,1.8,50.81,3.78,2.5,2.02,2.38,2.13,7.76,3.18,3.77
"P/L Before Int., Excpt. Items & Tax",95.38,97.84,222.65,161.78,137.86,132.65,100.98,199.44,111.48,122.31,614.85,110.69,281.76,84.28,66.81,106.05,53.22,38.71,-0.6,40.54,17.77,-93.55,61.35,28.75,42.64,47.92,28.99,27.33,26.54,38.64,24.07,34.51,22.04,27.5,21.38,16.55,18.91,23.97,23.03,22.32,15.43,61.45,10.87,8.22,11.42,11.44,12.06,14.02,12.51,12.15
Interest,2.38,1.86,2.31,1.77,3.29,2.55,2.43,3.88,3.09,2.76,6.89,8.1,3.85,3.18,3.63,4.22,3.55,3.64,4.07,5.18,6.08,5.37,6.06,5.04,4.66,6.47,5.18,1.96,2.11,1.81,1.55,2.19,1.7,1.8,1.85,1.98,2.07,2.18,2.33,2.47,3.38,3.47,3.96,3.69,3.22,2.68,2.7,3.04,2.2,2.03
P/L Before Exceptional Items & Tax,93.0,95.98,220.34,160.01,134.57,130.1,98.55,195.56,108.39,119.55,607.96,102.59,277.91,81.1,63.18,101.83,49.67,35.07,-4.67,35.36,11.69,-98.92,55.29,23.71,37.98,41.45,23.81,25.37,24.43,36.83,22.52,32.32,20.34,25.7,19.53,14.57,16.84,21.79,20.7,19.85,12.05,57.98,6.91,4.53,8.2,8.76,9.36,10.98,10.31,10.12
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35.75,--,--,--,--,--,--,--,--,--
P/L Before Tax,93.0,95.98,220.34,160.01,134.57,130.1,98.55,195.56,108.39,119.55,607.96,102.59,277.91,81.1,63.18,101.83,49.67,35.07,-4.67,35.36,11.69,-98.92,55.29,23.71,37.98,41.45,23.81,25.37,24.43,36.83,22.52,32.32,20.34,25.7,19.53,14.57,16.84,21.79,20.7,19.85,47.8,57.98,6.91,4.53,8.2,8.76,9.36,10.98,10.31,10.12
Tax,27.21,23.82,54.93,34.13,26.81,26.16,24.3,40.16,21.68,18.79,133.51,17.74,20.0,19.85,15.29,7.81,11.48,7.63,-0.99,0.91,4.05,-39.8,13.57,11.58,8.29,11.29,7.17,2.55,1.08,3.31,1.29,11.87,7.87,8.59,6.65,4.8,1.12,7.24,6.87,7.91,12.24,2.66,1.9,1.35,2.64,2.56,3.6,1.59,3.96,3.62
P/L After Tax from Ordinary Activities,65.79,72.16,165.41,125.88,107.76,103.94,74.25,155.4,86.71,100.76,474.45,84.85,257.91,61.25,47.89,94.02,38.19,27.44,-3.68,34.45,7.64,-59.12,41.72,12.13,29.69,30.16,16.64,22.82,23.35,33.52,21.23,20.45,12.47,17.11,12.88,9.77,15.72,14.55,13.83,11.94,35.56,55.32,5.01,3.18,5.56,6.2,5.76,9.39,6.35,6.5
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1.05,-0.24,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,65.79,72.16,165.41,125.88,107.76,103.94,74.25,155.4,86.71,100.76,474.45,84.85,257.91,61.25,47.89,94.02,38.19,27.44,-3.68,34.45,7.64,-59.12,41.72,12.13,29.69,30.16,16.64,22.82,23.35,33.52,21.23,20.45,12.47,17.11,12.88,9.77,15.72,14.55,13.83,11.94,35.56,55.32,5.01,2.13,5.32,6.2,5.76,9.39,6.35,6.5
Equity Share Capital,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,35.1,34.54,34.54,33.97,33.97,33.97,33.97,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,97.79,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.87,2.06,4.71,3.59,3.07,2.96,2.12,4.43,2.47,2.87,13.52,2.42,7.35,1.75,1.36,2.69,1.11,0.8,-0.11,1.01,0.22,-1.74,1.25,0.37,0.88,0.9,0.5,0.68,0.7,1.0,0.64,0.61,0.37,0.51,0.39,0.29,0.47,0.44,4.14,3.57,10.65,16.56,1.5,0.64,--,1.86,1.72,2.81,1.9,1.95
Diluted EPS,1.87,2.06,4.71,3.59,3.07,2.96,2.12,4.43,2.47,2.87,13.52,2.42,7.35,1.75,1.36,2.68,1.09,0.78,-0.11,0.98,0.22,-1.74,1.25,0.37,0.88,0.9,0.5,0.68,0.7,1.0,0.64,0.61,0.37,0.51,0.39,0.29,0.47,0.44,4.14,3.57,10.65,16.56,1.5,0.64,--,1.86,1.72,2.81,1.9,1.95
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.38,1.24,1.24,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.26,1.25,1.25
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.02,2.1,2.1,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
