Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,66.32,67.96,69.68,66.07,61.99,67.48,67.91,73.29,75.1,81.71,81.74,92.87,78.42,76.42,61.33,67.28,59.99,48.57,36.96,46.52,44.61,45.1,42.27,48.95,45.6,45.1,47.68,52.59,38.52,37.39,49.81,50.87,50.87,43.92,30.99,32.06,32.24,32.06,29.3,32.62,30.68,31.43,32.6,34.95,27.14,32.53,22.73,31.01,20.89,24.73
"P/L Before Other Inc. , Int., Excpt. Items & Tax",41.81,57.27,49.8,79.52,50.4,39.49,43.49,47.55,46.81,80.67,122.53,120.86,99.43,90.26,107.5,103.62,91.02,63.19,45.45,45.78,37.82,39.85,32.12,41.95,37.88,40.06,53.97,40.7,46.2,47.15,36.18,33.43,32.1,35.18,35.83,36.15,26.7,23.56,24.59,25.12,15.35,23.24,20.06,16.72,14.94,23.97,18.93,14.42,13.35,19.9
Other Income,5.45,6.3,5.23,5.78,5.82,5.0,4.29,3.93,2.49,1.05,2.62,2.89,2.42,4.21,2.62,5.04,2.11,2.42,2.45,2.76,2.29,2.9,2.31,1.76,1.15,1.33,0.98,1.26,0.57,1.27,0.94,0.85,0.59,1.06,0.55,0.67,0.15,0.76,0.68,1.24,0.52,0.85,0.78,0.54,0.54,0.72,0.81,0.58,0.31,1.54
"P/L Before Int., Excpt. Items & Tax",47.26,63.57,55.03,85.31,56.21,44.5,47.78,51.48,49.29,81.71,125.15,123.75,101.85,94.46,110.12,108.66,93.13,65.61,47.9,48.54,40.12,42.76,34.43,43.71,39.03,41.39,54.94,41.96,46.77,48.42,37.13,34.28,32.69,36.23,36.38,36.81,26.85,24.31,25.27,26.36,15.87,24.09,20.84,17.26,15.48,24.69,19.74,15.0,13.65,21.45
Interest,0.41,9.09,0.42,0.6,0.61,0.54,0.43,0.49,0.12,0.64,1.01,2.75,2.19,1.48,0.62,0.88,1.61,1.54,1.32,2.79,2.9,3.76,2.68,3.27,3.52,3.02,3.21,2.58,1.78,1.95,2.73,2.48,2.71,3.01,3.48,3.98,5.19,5.19,5.73,7.46,7.66,7.94,8.36,8.33,8.7,7.13,7.36,5.96,6.14,6.75
P/L Before Exceptional Items & Tax,46.85,54.48,54.61,84.71,55.61,43.95,47.35,51.0,49.17,81.07,124.14,120.99,99.66,92.98,109.5,107.78,91.52,64.08,46.59,45.75,37.22,38.99,31.75,40.43,35.5,38.37,51.73,39.38,44.99,46.47,34.4,31.8,29.98,33.22,32.9,32.83,21.66,19.13,19.54,18.9,8.21,16.15,12.48,8.93,6.78,17.56,12.39,9.03,7.52,14.69
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.56,--,--,0.6,--,--,0.72,0.24,--,1.63,--,--,--,--,--,--,--,--,--,--,--,--,--,2.11,--
P/L Before Tax,46.85,54.48,54.61,84.71,55.61,43.95,47.35,51.0,49.17,81.07,124.14,120.99,99.66,92.98,109.5,107.78,91.52,64.08,46.59,45.75,37.22,38.99,31.75,40.43,35.5,41.93,51.73,39.38,45.59,46.47,34.4,32.52,30.22,33.22,34.53,32.83,21.66,19.13,19.54,18.9,8.21,16.15,12.48,8.93,6.78,17.56,12.39,9.03,9.63,14.69
Tax,11.16,14.08,14.08,22.11,14.05,11.26,12.89,13.27,12.76,20.34,31.47,39.31,24.81,23.39,27.69,28.55,21.36,16.41,11.94,13.4,10.49,4.28,11.78,13.44,9.23,10.95,17.91,6.21,17.5,17.3,11.65,14.65,10.59,11.49,8.19,9.5,8.35,7.31,6.72,7.13,2.02,5.81,3.17,-0.16,2.58,5.83,3.88,3.34,2.4,5.8
P/L After Tax from Ordinary Activities,35.69,40.4,40.52,62.6,41.55,32.69,34.47,37.73,36.41,60.73,92.67,81.68,74.85,69.59,81.81,79.23,70.16,47.66,34.65,32.35,26.73,34.71,19.96,27.0,26.27,30.98,33.82,33.18,28.09,29.16,22.75,17.87,19.63,21.73,26.34,23.34,13.31,11.81,12.82,11.77,6.19,10.34,9.31,9.09,4.2,11.74,8.51,5.7,7.23,8.89
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1.25,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,35.69,40.4,40.52,62.6,41.55,32.69,34.47,37.73,36.41,60.73,92.67,81.68,74.85,69.59,81.81,79.23,70.16,47.66,34.65,32.35,26.73,34.71,19.96,27.0,26.27,30.98,33.82,33.18,28.09,29.16,22.75,17.87,19.63,21.73,26.34,23.34,13.31,11.81,12.82,11.77,6.19,9.09,9.31,9.09,4.2,11.74,8.51,5.7,7.23,8.89
Equity Share Capital,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,661.16,661.16,661.16,661.16,661.16,568.52,568.52,568.52,568.52,460.58,460.58,460.58,460.58,--,--,--,--,285.21,285.21,285.21,285.21,231.25,231.25,231.25,231.24,231.24,195.76,195.76,195.76,166.0,205.82,205.82,205.82,176.32,176.32,176.32
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,11.01,12.47,12.51,19.33,12.82,10.09,10.64,11.59,11.24,18.74,28.6,25.21,23.1,21.48,25.25,24.45,21.66,14.71,10.7,9.98,8.25,10.71,6.16,8.33,8.11,9.56,10.44,10.24,8.67,9.0,7.02,5.52,6.05,6.71,8.13,7.2,4.11,3.64,3.96,3.63,1.91,2.81,2.87,2.81,1.3,3.62,2.63,1.76,2.23,2.74
Diluted EPS,11.01,12.47,12.51,19.32,12.82,10.09,10.64,11.59,11.24,18.74,28.6,25.21,23.1,21.48,25.25,24.45,21.66,14.71,10.7,9.98,8.25,10.71,6.16,8.33,8.11,9.56,10.44,10.24,8.67,9.0,7.02,5.52,6.05,6.71,8.13,7.2,4.11,3.64,3.96,3.63,1.91,2.81,2.87,2.81,1.3,3.62,2.63,1.76,2.23,2.74
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.49,1.49,1.49,1.49
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.6,45.6,45.57,45.56,45.66,45.66,45.66,45.66,45.66,45.76,46.01,46.07,46.13,46.13
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.12,1.12,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.08,1.08,1.04,1.07,1.07
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.5,63.5,61.8,61.8,61.76,61.76,61.76,61.76,61.76,61.7,61.52,60.66,61.43,61.43
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34.55,34.55,33.62,33.61,33.56,33.56,33.56,33.56,33.56,33.46,33.58,32.4,33.09,33.09
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
