Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,15075.49,14688.71,16724.52,18014.73,17396.24,17464.03,14123.36,22321.44,17291.92,21759.73,16420.85,16801.52,12097.05,10410.31,10589.33,11992.83,9507.58,8905.07,7446.81,14239.21,11998.64,11477.92,12539.14,16572.92,12515.96,12462.55,12633.66,14470.62,11140.4,9148.29,9370.57,15615.7,10094.55,8587.8,8606.97,10789.13,9317.32,10762.64,11480.35,13624.21,11139.95,10601.94,12652.28,11233.96,9760.73,11819.63,11720.51,14962.56,11296.17,11046.54
"P/L Before Other Inc. , Int., Excpt. Items & Tax",10264.21,11427.08,11077.44,10215.26,9756.78,12402.3,12756.43,7035.52,13950.2,13496.91,20220.86,10950.36,10513.12,8584.58,6836.21,3750.78,2080.57,3309.91,958.53,550.87,5222.43,7034.73,8955.75,3862.65,10419.1,10939.93,9705.48,5100.92,6663.34,5630.26,5360.31,1337.71,5666.11,6194.53,5690.78,2582.45,4959.18,5934.27,7664.31,4523.84,3790.12,6574.87,6301.96,5605.52,7919.44,7606.35,4587.75,3607.46,6930.57,6641.37
Other Income,1811.0,4765.64,2060.89,3679.97,3400.69,2085.68,1611.85,1928.11,1411.34,3529.43,757.67,1343.74,1491.64,3146.53,533.67,3132.39,1218.41,2235.5,436.82,1325.64,1402.5,2685.33,747.5,2250.28,2224.62,2394.23,649.88,3733.71,1126.54,1931.47,854.39,4519.54,892.51,1183.64,952.43,4060.66,899.37,1186.4,862.92,1733.58,1377.57,1360.89,895.18,1371.83,2662.33,1482.97,1196.1,1245.45,1281.17,1901.13
"P/L Before Int., Excpt. Items & Tax",12075.21,16192.72,13138.33,13895.23,13157.47,14487.98,14368.28,8963.63,15361.54,17026.34,20978.53,12294.1,12004.76,11731.11,7369.88,6883.17,3298.98,5545.41,1395.35,1876.51,6624.93,9720.06,9703.25,6112.93,12643.72,13334.16,10355.36,8834.63,7789.88,7561.73,6214.7,5857.25,6558.62,7378.17,6643.21,6643.11,5858.55,7120.67,8527.23,6257.42,5167.69,7935.76,7197.14,6977.35,10581.77,9089.32,5783.85,4852.91,8211.74,8542.5
Interest,1074.95,1156.72,1182.21,1034.85,1022.73,1016.03,1007.7,707.69,689.5,666.85,635.56,579.8,581.6,578.75,619.71,568.79,477.74,317.21,491.84,869.48,626.36,681.76,646.08,533.68,580.73,629.12,748.61,594.17,309.93,327.44,276.93,320.15,306.2,303.36,292.03,367.43,312.18,327.98,316.54,1.27,1.25,0.14,0.13,0.04,0.02,0.09,0.21,0.05,1.21,3.06
P/L Before Exceptional Items & Tax,11000.26,15036.0,11956.12,12860.38,12134.74,13471.95,13360.58,8255.94,14672.04,16359.49,20342.97,11714.3,11423.16,11152.36,6750.17,6314.38,2821.24,5228.2,903.51,1007.03,5998.57,9038.3,9057.17,5579.25,12062.99,12705.04,9606.75,8240.46,7479.95,7234.29,5937.77,5537.1,6252.42,7074.81,6351.18,6275.68,5546.37,6792.69,8210.69,6256.15,5166.44,7935.62,7197.01,6977.31,10581.75,9089.23,5783.64,4852.86,8210.53,8539.44
Exceptional Items,--,--,--,--,--,--,--,-9235.11,--,--,--,--,--,--,--,2613.21,--,-1238.18,--,-4899.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,389.82,-3616.41,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,11000.26,15036.0,11956.12,12860.38,12134.74,13471.95,13360.58,-979.17,14672.04,16359.49,20342.97,11714.3,11423.16,11152.36,6750.17,8927.59,2821.24,3990.02,903.51,-3892.02,5998.57,9038.3,9057.17,5579.25,12062.99,12705.04,9606.75,8240.46,7479.95,7234.29,5937.77,5537.1,6252.42,7074.81,6351.18,6665.5,1929.96,6792.69,8210.69,6256.15,5166.44,7935.62,7197.01,6977.31,10581.75,9089.23,5783.64,4852.86,8210.53,8539.44
Tax,2760.34,3051.98,3018.02,2991.01,2599.07,3255.63,3345.54,-731.47,3627.31,3533.5,5137.12,2854.76,2659.44,-7195.37,2415.42,2193.62,1443.01,1112.18,407.54,-793.76,1846.94,2775.17,3152.92,1534.65,3800.29,4440.43,3462.87,2325.34,2465.28,2103.55,2053.04,1196.92,1900.09,2099.89,2118.64,2041.2,464.08,2111.3,2842.33,2305.91,1595.24,2490.73,2415.22,2088.08,3241.42,3025.37,1767.66,2044.5,2647.81,2764.0
P/L After Tax from Ordinary Activities,8239.92,11984.02,8938.1,9869.37,9535.67,10216.32,10015.04,-247.7,11044.73,12825.99,15205.85,8859.54,8763.72,18347.73,4334.75,6733.97,1378.23,2877.84,495.97,-3098.26,4151.63,6263.13,5904.25,4044.6,8262.7,8264.61,6143.88,5915.12,5014.67,5130.74,3884.73,4340.18,4352.33,4974.92,4232.54,4624.3,1465.88,4681.39,5368.36,3950.24,3571.2,5444.89,4781.79,4889.23,7340.33,6063.86,4015.98,2808.36,5562.72,5775.44
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-15.17,--,--,--,-0.23,-214.36,--,--,580.35,--,121.13
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,8239.92,11984.02,8938.1,9869.37,9535.67,10216.32,10015.04,-247.7,11044.73,12825.99,15205.85,8859.54,8763.72,18347.73,4334.75,6733.97,1378.23,2877.84,495.97,-3098.26,4151.63,6263.13,5904.25,4044.6,8262.7,8264.61,6143.88,5915.12,5014.67,5130.74,3884.73,4340.18,4352.33,4974.92,4232.54,4624.3,1465.88,4681.39,5368.36,3935.07,3571.2,5444.89,4781.79,4889.0,7125.97,6063.86,4015.98,3388.71,5562.72,5896.57
Equity Share Capital,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.14,6290.15,6290.15,6290.15,6290.15,6290.15,6290.15,6290.15,6416.63,6416.63,6416.63,6416.63,6416.63,6416.63,6416.63,6416.63,6416.63,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76,4277.76
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,6.55,9.53,7.1,7.85,7.58,8.12,7.96,-0.2,8.78,10.2,12.09,7.04,6.97,14.58,3.45,5.35,1.1,2.29,0.39,-2.46,3.3,4.98,4.69,3.18,6.44,6.44,4.79,4.61,3.91,4.0,3.03,3.38,3.39,5.81,4.95,3.6,1.14,5.47,6.27,4.6,4.17,6.36,5.59,5.71,8.33,7.09,4.69,3.96,6.5,6.89
Diluted EPS,6.55,9.53,7.1,7.85,7.58,8.12,7.96,-0.2,8.78,10.2,12.09,7.04,6.97,14.58,3.45,5.35,1.1,2.29,0.39,-2.46,3.3,4.98,4.69,3.18,6.44,6.44,4.79,4.61,3.91,4.0,3.03,3.38,3.39,5.81,4.95,3.6,1.14,5.47,6.27,4.6,4.17,6.36,5.59,5.71,8.33,7.09,4.69,3.96,6.5,6.89
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,265.77,265.77,265.77,265.77,265.77,263.29,263.29,263.29,263.29,263.29,263.29
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31.06,31.06,31.06,31.06,31.08,30.77,30.77,30.77,30.77,30.77,30.77
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,589.78,589.78,589.78,589.78,689.78,592.25,592.25,592.25,592.25,592.25,592.25
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68.94,68.94,68.94,68.94,68.94,69.23,69.23,69.23,69.23,69.23,69.23
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
