Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1581.31,1478.87,1517.88,1703.48,1622.2,941.6,1622.35,877.06,1504.78,780.11,793.85,848.53,1158.66,1056.88,869.96,1160.9,610.83,523.31,306.27,556.36,518.99,687.47,483.07,560.59,484.77,430.91,451.07,540.78,456.54,424.91,407.96,393.21,361.22,368.06,346.56,372.37,355.55,332.85,332.71,348.76,329.95,332.82,329.52,306.63,290.77,279.2,280.06,307.79,267.2,273.54
"P/L Before Other Inc. , Int., Excpt. Items & Tax",364.93,146.48,354.53,416.85,490.62,327.02,284.66,270.18,172.52,206.99,310.18,306.97,298.9,260.29,333.89,374.21,386.69,351.04,157.27,288.6,222.17,202.27,254.11,229.81,161.9,121.11,102.94,134.95,125.17,157.99,152.7,182.14,126.65,115.2,134.22,154.07,86.8,70.55,50.87,126.19,59.8,60.76,71.89,128.71,42.78,7.47,61.98,101.87,103.1,99.8
Other Income,44.07,36.81,43.8,43.09,35.19,27.75,29.29,34.03,21.82,22.81,22.22,41.16,26.38,47.98,27.27,34.04,30.3,28.69,20.33,27.06,23.66,17.96,17.2,34.95,11.8,17.99,15.78,53.31,24.91,34.37,18.64,6.79,21.01,6.09,17.3,11.69,11.99,12.47,14.28,19.01,13.93,13.2,13.79,14.43,12.93,10.91,9.67,8.58,15.46,12.24
"P/L Before Int., Excpt. Items & Tax",409.0,183.29,398.33,459.94,525.81,354.77,313.96,304.2,194.34,229.8,332.41,348.13,325.29,308.27,361.17,408.26,416.99,379.73,177.6,315.66,245.83,220.24,271.31,264.76,173.7,139.1,118.72,188.26,150.08,192.36,171.34,188.93,147.65,121.29,151.52,165.76,98.78,83.02,65.15,145.2,73.73,73.96,85.68,143.13,55.71,18.38,71.65,110.44,118.56,112.04
Interest,114.16,119.64,106.56,111.16,110.9,109.07,105.46,70.53,65.76,62.5,61.71,68.88,65.33,59.12,55.99,52.93,59.35,53.71,57.17,57.16,56.14,56.14,53.43,53.34,56.39,58.26,54.71,56.21,57.77,63.34,68.04,62.84,66.17,69.13,67.51,68.33,65.97,69.03,66.26,68.63,64.28,46.17,40.35,37.42,39.37,41.52,34.28,32.34,41.0,29.03
P/L Before Exceptional Items & Tax,294.84,63.65,291.77,348.78,414.91,245.69,208.5,233.67,128.59,167.3,270.7,279.24,259.96,249.16,305.18,355.33,357.64,326.01,120.43,258.49,189.69,164.1,217.88,211.41,117.31,80.84,64.01,132.05,92.32,129.02,103.3,126.09,81.48,52.16,84.02,97.43,32.82,13.99,-1.11,76.57,9.45,27.8,45.33,105.71,16.33,-23.14,37.37,78.1,77.56,83.02
Exceptional Items,--,--,--,9.5,--,--,-15.0,--,--,--,--,-130.0,--,--,--,-166.87,--,--,--,-178.15,--,--,--,--,--,--,--,-9.07,-0.13,-7.77,--,-8.93,0.73,--,-11.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,294.84,63.65,291.77,358.28,414.91,245.69,193.5,233.67,128.59,167.3,270.7,149.24,259.96,249.16,305.18,188.46,357.64,326.01,120.43,80.34,189.69,164.1,217.88,211.41,117.31,80.84,64.01,122.98,92.19,121.26,103.3,117.16,82.21,52.16,72.9,97.43,32.82,13.99,-1.11,76.57,9.45,27.8,45.33,105.71,16.33,-23.14,37.37,78.1,77.56,83.02
Tax,90.03,18.45,89.09,122.33,125.44,66.77,67.2,73.7,32.01,42.45,89.56,62.98,92.62,80.35,96.91,125.12,119.37,102.49,42.74,80.12,52.14,55.3,64.08,61.44,56.41,16.14,14.69,26.53,19.26,28.11,23.95,25.79,15.77,11.24,12.05,26.87,15.72,0.27,-1.27,6.73,-7.28,-4.52,7.3,29.33,5.12,-1.69,6.49,21.9,23.18,28.92
P/L After Tax from Ordinary Activities,204.81,45.2,202.68,235.95,289.46,178.93,126.3,159.97,96.57,124.85,181.14,86.26,167.34,168.81,208.26,63.34,238.27,223.52,77.68,0.23,137.55,108.79,153.8,149.97,60.91,64.69,49.32,96.45,72.93,93.15,79.34,91.37,66.44,40.92,60.85,70.56,17.09,13.73,0.16,69.84,16.73,32.32,38.03,76.38,11.22,-21.45,30.88,56.2,54.38,54.09
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,204.81,45.2,202.68,235.95,289.46,178.93,126.3,159.97,96.57,124.85,181.14,86.26,167.34,168.81,208.26,63.34,238.27,223.52,77.68,0.23,137.55,108.79,153.8,149.97,60.91,64.69,49.32,96.45,72.93,93.15,79.34,91.37,66.44,40.92,60.85,70.56,17.09,13.73,0.16,69.84,16.73,32.32,38.03,76.38,11.22,-21.45,30.88,56.2,54.38,54.09
Equity Share Capital,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,77.27,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,26.51,5.85,26.23,30.54,37.46,23.16,16.35,20.7,12.5,16.16,23.44,11.16,21.66,21.85,26.95,8.2,30.84,28.93,10.05,0.03,17.8,14.08,19.91,19.41,8.7,9.25,7.05,13.79,10.43,13.32,11.35,13.07,9.5,5.85,8.7,10.09,2.44,1.96,0.02,9.99,2.39,4.62,5.44,10.92,1.6,-3.07,4.42,8.04,7.78,7.74
Diluted EPS,26.51,5.85,26.23,30.54,37.46,23.16,16.35,20.7,12.5,16.16,23.44,11.16,21.66,21.85,26.95,8.2,30.84,28.93,10.05,0.03,17.8,14.08,19.91,19.41,8.7,9.25,7.05,13.79,10.43,13.32,11.35,13.07,9.5,5.85,8.7,10.09,2.44,1.96,0.02,9.99,2.39,4.62,5.44,10.92,1.6,-3.07,4.42,8.04,7.78,7.74
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.33,2.33,2.33,2.34
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.03,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.26,33.29,33.29,33.43
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.67,4.66,4.66,4.65
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66.97,66.93,66.93,66.93,66.93,66.93,66.93,66.93,66.93,66.74,66.71,66.71,66.57
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
