Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Other Inc. , Int., Excpt. Items & Tax",70.83,111.33,74.79,56.87,32.92,71.81,92.06,83.92,41.3,60.38,121.62,80.74,61.92,36.23,68.2,72.01,53.59,51.68,135.78,5.21,11.38,19.02,3.85,-5.11,13.37,28.81,30.66,25.89,48.9,29.65,25.1,85.64,102.98,56.76,77.37,63.95,57.67,63.21,63.98,50.98,20.15,33.53,74.58,139.11,112.36,80.5,68.85,45.25,44.55,55.28
Other Income,34.32,33.59,31.65,88.46,32.0,33.63,45.2,31.34,32.24,41.6,28.86,25.15,28.86,18.41,15.75,13.42,12.74,15.28,4.46,11.62,38.48,14.45,3.17,8.28,7.23,4.22,3.86,49.69,4.89,6.72,5.12,8.32,3.2,4.38,4.65,10.97,3.65,3.35,33.17,11.81,11.33,9.13,7.17,7.16,9.25,11.97,19.29,17.76,14.86,15.27
"P/L Before Int., Excpt. Items & Tax",105.15,144.92,106.44,145.33,64.92,105.44,137.26,115.26,73.54,101.98,150.48,105.89,90.78,54.64,83.95,85.43,66.33,66.96,140.24,16.83,49.86,33.47,7.02,3.17,20.6,33.03,34.52,75.58,53.79,36.37,30.22,93.96,106.18,61.14,82.02,74.92,61.32,66.56,97.15,62.79,31.48,42.66,81.75,146.27,121.61,92.47,88.14,63.01,59.41,70.55
Interest,10.01,10.84,9.6,7.72,8.41,11.74,11.65,11.12,10.95,12.86,16.19,16.62,13.04,17.28,22.12,25.95,20.6,18.8,21.25,23.16,22.39,21.49,18.21,16.23,22.93,19.6,21.42,25.63,16.62,15.91,12.52,28.22,30.5,26.52,34.76,39.48,27.56,31.7,31.81,24.5,29.91,29.96,25.74,23.45,19.96,28.88,28.46,22.12,17.62,15.81
P/L Before Exceptional Items & Tax,95.14,134.08,96.84,137.61,56.51,93.7,125.61,104.14,62.59,89.12,134.29,89.27,77.74,37.36,61.83,59.48,45.73,48.16,118.99,-6.33,27.47,11.98,-11.19,-13.06,-2.33,13.43,13.1,49.95,37.17,20.46,17.7,65.74,75.68,34.62,47.26,35.44,33.76,34.86,65.34,38.29,1.57,12.7,56.01,122.82,101.65,63.59,59.68,40.89,41.79,54.74
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.35,--,--,--,-0.23,-11.12,--,--,--,--,--
P/L Before Tax,95.14,134.08,96.84,137.61,56.51,93.7,125.61,104.14,62.59,89.12,134.29,89.27,77.74,37.36,61.83,59.48,45.73,48.16,118.99,-6.33,27.47,11.98,-11.19,-13.06,-2.33,13.43,13.1,49.95,37.17,20.46,17.7,65.74,75.68,34.62,47.26,35.44,33.76,34.86,65.34,37.94,1.57,12.7,56.01,122.59,90.53,63.59,59.68,40.89,41.79,54.74
Tax,28.22,33.93,25.5,25.27,13.94,29.17,31.68,27.74,16.47,21.03,33.56,24.35,19.06,9.48,15.53,9.94,12.36,11.16,29.91,-11.05,2.01,4.83,-4.57,-2.64,-3.57,4.79,4.64,-4.12,10.98,6.12,5.06,13.88,29.06,7.66,12.54,9.52,10.29,8.45,20.01,10.71,0.32,2.68,16.16,31.15,26.26,18.15,16.95,11.77,10.14,14.1
P/L After Tax from Ordinary Activities,66.92,100.15,71.34,112.34,42.57,64.53,93.93,76.4,46.12,68.09,100.73,64.92,58.68,27.88,46.3,49.54,33.37,37.0,89.08,4.72,25.46,7.15,-6.62,-10.42,1.24,8.64,8.46,54.07,26.19,14.34,12.64,51.86,46.62,26.96,34.72,25.92,23.47,26.41,45.33,27.23,1.25,10.02,39.85,91.44,64.27,45.44,42.73,29.12,31.65,40.64
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,66.92,100.15,71.34,112.34,42.57,64.53,93.93,76.4,46.12,68.09,100.73,64.92,58.68,27.88,46.3,49.54,33.37,37.0,89.08,4.72,25.46,7.15,-6.62,-10.42,1.24,8.64,8.46,54.07,26.19,14.34,12.64,51.86,46.62,26.96,34.72,25.92,23.47,26.41,45.33,27.23,1.25,10.02,39.85,91.44,64.27,45.44,42.73,29.12,31.65,40.64
Equity Share Capital,126.24,126.24,126.24,126.24,126.24,126.24,126.24,126.24,126.24,126.24,120.59,120.59,120.59,108.15,102.68,102.68,102.68,89.28,89.28,89.28,89.29,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1077.78,283.33,283.33
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.3,7.93,5.65,8.9,3.37,5.11,7.44,6.05,3.65,5.56,8.35,5.38,4.99,2.58,4.51,4.82,3.33,4.14,9.98,0.53,2.85,0.81,-0.75,-1.18,0.14,0.98,0.96,6.13,2.97,1.63,1.43,5.88,5.29,3.06,3.94,2.94,2.66,2.99,5.14,3.09,0.14,1.14,4.52,10.37,7.29,5.15,4.84,3.3,3.59,4.61
Diluted EPS,5.3,7.93,5.65,8.9,3.37,5.11,7.44,6.05,3.65,5.56,8.19,5.29,4.94,2.58,4.46,4.65,3.33,4.05,9.72,0.53,2.85,0.81,-0.75,-1.18,0.14,0.98,0.96,6.13,2.97,1.63,1.43,5.88,5.29,3.06,3.94,2.94,2.66,2.99,5.14,3.09,0.14,1.14,4.52,10.37,7.29,5.15,4.84,3.3,3.59,4.61
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.34,4.34,4.34,4.41,4.81,4.81,4.81,4.81,4.81,4.89,5.0,5.0,5.0,5.0
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.25,49.25,49.25,50.05,54.54,54.54,54.54,54.54,54.54,55.45,56.68,56.68,56.68,56.68
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.48,4.48,4.48,4.41,4.01,4.01,4.01,4.01,4.01,3.93,3.82,3.82,3.82,3.82
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50.75,50.75,50.75,49.95,45.46,45.46,45.46,45.46,45.46,44.55,43.32,43.32,43.32,43.32
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
