Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,190.17,224.2,135.95,223.29,280.29,255.58,215.77,309.98,123.67,123.05,114.07,93.39,91.41,92.73,102.92,-83.42,68.71,90.27,66.03,-384.45,76.05,196.3,91.42,-19.24,92.77,88.49,100.35,88.42,38.77,33.98,37.25,39.15,43.65,38.82,23.9,38.29,4.95,4.26,-8.34,30.14,35.03,34.91,22.48,28.39,20.99,20.16,27.58,16.23,28.4,43.33
Equity Share Capital,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,34.14,34.33,34.81,35.17,35.27,35.27,35.27
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,14.19,16.73,10.15,16.66,20.92,19.07,16.1,23.13,9.23,18.37,17.03,13.94,13.64,13.84,15.36,-12.45,10.26,13.47,9.86,-57.38,11.35,29.3,13.64,-2.87,13.85,13.21,14.98,13.2,5.79,5.07,5.56,5.84,6.51,5.79,3.57,5.71,0.74,0.64,-1.24,4.5,5.05,5.03,3.24,4.09,3.06,2.9,3.92,2.3,4.03,6.14
Diluted EPS,14.19,16.73,10.15,16.66,20.92,19.07,16.1,23.13,9.23,18.37,17.03,13.94,13.64,13.84,15.36,-12.45,10.26,13.47,9.86,-57.38,11.35,29.3,13.64,-2.87,13.85,13.21,14.98,13.2,5.79,5.07,5.56,5.84,6.51,5.79,3.57,5.71,0.74,0.64,-1.24,4.5,5.05,5.03,3.24,4.09,3.06,2.9,3.92,2.3,4.03,6.14
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.76,2.76,2.78,2.78,2.78,2.78,2.91,2.95,3.04,3.12,3.14,3.14,3.14
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.16,41.16,41.53,41.53,41.52,41.52,42.61,42.93,43.72,44.3,44.45,44.53,44.57
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.94,3.94,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.91,3.91
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58.84,58.84,58.47,58.48,58.48,58.48,57.39,57.07,56.28,55.7,55.55,55.47,55.43
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
