Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,120.65,123.62,112.27,118.69,109.11,106.67,95.48,101.63,96.78,98.23,86.41,89.61,71.56,79.62,68.1,81.23,78.44,73.77,33.16,73.96,64.52,62.85,66.51,43.28,42.48,42.72,38.57,38.24,33.79,32.98,32.1,31.24,28.18,28.78,25.74,28.89,25.05,24.12,21.51,21.67,23.86,23.54,25.56,26.18,24.86,24.89,22.85,22.94,21.06,21.35
"P/L Before Other Inc. , Int., Excpt. Items & Tax",80.1,81.22,70.4,85.83,78.72,77.21,59.14,58.17,62.85,66.67,59.16,59.93,50.74,49.12,2.35,63.13,54.4,40.55,-39.11,21.71,48.12,43.07,43.9,30.41,25.11,40.43,21.82,21.34,24.51,25.85,9.6,10.74,18.43,15.3,13.0,14.32,15.58,21.42,13.39,12.29,12.75,16.35,10.61,11.44,11.64,10.63,4.27,11.52,10.76,7.99
Other Income,10.49,13.0,8.71,8.67,1.9,1.84,1.83,29.08,3.31,6.49,3.06,22.47,3.71,12.96,7.15,5.86,8.02,7.44,9.02,14.24,15.18,10.5,7.99,4.87,8.37,27.16,5.51,3.81,1.45,15.16,2.63,1.0,4.9,7.66,1.25,0.94,0.73,0.87,1.79,1.57,0.88,1.1,1.14,1.32,1.73,1.99,1.86,4.23,2.03,2.51
"P/L Before Int., Excpt. Items & Tax",90.59,94.22,79.11,94.5,80.62,79.05,60.97,87.25,66.16,73.16,62.22,82.4,54.45,62.08,9.5,68.99,62.42,47.99,-30.09,35.95,63.3,53.57,51.89,35.28,33.48,67.59,27.33,25.15,25.96,41.01,12.23,11.74,23.33,22.96,14.25,15.26,16.31,22.29,15.18,13.86,13.63,17.45,11.75,12.76,13.37,12.62,6.13,15.75,12.79,10.5
Interest,11.75,10.93,9.58,11.92,13.92,14.83,14.19,11.58,10.36,9.12,7.71,6.99,8.49,7.52,7.45,7.61,9.59,10.95,7.66,11.02,8.3,9.56,10.05,7.63,5.69,5.41,5.06,3.71,4.23,3.72,2.97,2.74,1.78,1.96,1.23,0.6,0.89,1.03,1.44,1.75,1.89,2.05,2.09,2.72,2.8,3.12,2.86,3.23,3.67,3.22
P/L Before Exceptional Items & Tax,78.84,83.29,69.53,82.58,66.7,64.22,46.78,75.67,55.8,64.04,54.51,75.41,45.96,54.56,2.05,61.38,52.83,37.04,-37.75,24.93,55.0,44.01,41.84,27.65,27.79,62.18,22.27,21.44,21.73,37.29,9.26,9.0,21.55,21.0,13.02,14.66,15.42,21.26,13.74,12.11,11.74,15.4,9.66,10.04,10.57,9.5,3.27,12.52,9.12,7.28
Exceptional Items,--,--,--,--,--,--,--,-25.0,--,--,--,--,--,--,--,--,--,--,--,-366.55,--,--,--,--,4.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.26,--,-0.45,-1.54,--,-0.79,-0.75
P/L Before Tax,78.84,83.29,69.53,82.58,66.7,64.22,46.78,50.67,55.8,64.04,54.51,75.41,45.96,54.56,2.05,61.38,52.83,37.04,-37.75,-341.62,55.0,44.01,41.84,27.65,32.06,62.18,22.27,21.44,21.73,37.29,9.26,9.0,21.55,21.0,13.02,14.66,15.42,21.26,13.74,12.11,11.74,15.4,9.66,9.78,10.57,9.05,1.73,12.52,8.33,6.53
Tax,20.99,20.62,17.93,21.04,22.38,16.45,11.94,-60.11,15.02,15.62,13.88,-7.42,11.84,12.8,0.56,15.47,13.26,10.13,-9.03,9.39,13.09,4.2,13.59,8.92,7.28,17.0,5.38,4.93,5.4,8.43,0.88,0.15,3.93,4.66,2.62,4.08,4.22,5.94,4.37,2.42,3.7,4.82,3.1,3.2,3.45,2.29,0.42,2.51,2.67,1.5
P/L After Tax from Ordinary Activities,57.85,62.67,51.6,61.54,44.32,47.77,34.84,110.78,40.78,48.42,40.63,82.83,34.12,41.76,1.49,45.91,39.57,26.91,-28.72,-351.01,41.91,39.81,28.25,18.73,24.78,45.18,16.89,16.51,16.33,28.86,8.38,8.85,17.62,16.34,10.4,10.58,11.2,15.32,9.37,9.69,8.04,10.58,6.56,6.58,7.12,6.76,1.31,10.01,5.66,5.03
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,57.85,62.67,51.6,61.54,44.32,47.77,34.84,110.78,40.78,48.42,40.63,82.83,34.12,41.76,1.49,45.91,39.57,26.91,-28.72,-351.01,41.91,39.81,28.25,18.73,24.78,45.18,16.89,16.51,16.33,28.86,8.38,8.85,17.62,16.34,10.4,10.58,11.2,15.32,9.37,9.69,8.04,10.58,6.56,6.58,7.12,6.76,1.31,10.01,5.66,5.03
Equity Share Capital,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.82,47.81,45.44,45.44,45.44,45.44,45.44,45.44,45.44,45.44,45.44,45.44,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,41.86,20.93,20.93,20.93,20.93,20.93,20.4,20.4,20.4,20.4,20.4
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.42,2.62,2.16,2.57,1.85,2.0,1.46,4.63,1.71,2.03,1.7,3.46,1.43,1.75,0.06,1.92,1.72,1.18,-1.26,-15.45,1.84,1.75,1.24,0.82,1.09,1.99,0.78,0.79,0.78,1.38,0.4,0.42,0.84,0.78,0.5,0.51,0.54,0.73,0.45,0.46,0.38,5.06,3.13,3.14,3.4,3.23,0.63,4.78,2.77,2.47
Diluted EPS,2.42,2.62,2.16,2.57,1.85,2.0,1.46,4.63,1.71,2.03,1.7,3.46,1.43,1.75,0.06,1.92,1.72,1.18,-1.26,-15.45,1.84,1.75,1.24,0.82,1.09,1.97,0.77,0.78,0.77,1.38,0.39,0.42,0.84,0.78,0.5,0.51,0.54,0.73,0.45,0.46,0.38,5.06,3.13,3.14,3.4,3.23,0.63,4.78,2.77,2.47
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.71,7.71,7.71,0.77,0.85,0.85,0.85,0.85,0.96,0.96,0.96,0.96,0.96
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36.85,36.85,36.85,36.85,40.77,40.77,40.77,40.77,46.06,46.06,46.06,46.06,46.06
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.22,13.22,13.22,1.32,1.24,1.24,1.24,1.24,1.13,1.13,1.13,1.13,1.13
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.15,63.15,63.15,63.15,59.23,58.23,59.23,53.23,53.94,53.94,53.94,53.94,53.94
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
