Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,44.59,30.77,23.14,65.04,42.62,32.33,27.13,50.19,30.69,27.85,30.22,36.01,15.88,26.7,16.06,35.44,12.69,30.36,32.42,44.71,14.09,22.31,16.32,7.24,13.42,98.23,67.62,26.28,16.1,15.33,27.3,56.91,16.34,15.55,13.85,12.99,18.4,14.87,13.35,17.9,15.11,15.05,14.4,44.17,17.57,15.66,15.61,33.7,16.34,15.63
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-23.18,-22.31,-26.5,-187.99,-57.09,-66.11,-60.98,-19.65,-46.91,-60.66,-75.85,184.23,-49.59,-21.17,-54.86,170.18,-1.42,-88.97,-70.37,59.97,53.15,33.18,-38.5,69.4,-28.15,-85.19,-93.51,57.0,7.35,17.22,-43.05,23.97,-28.24,-40.03,-37.79,-26.73,-49.84,-29.51,-79.18,-15.28,-54.35,-82.25,-73.79,-6.2,-72.72,-75.99,-104.38,-58.29,-78.54,-78.75
Other Income,20.16,14.67,15.04,9.27,12.64,9.61,13.0,9.93,10.19,10.46,21.98,225.54,6.7,10.34,12.0,64.74,10.16,77.66,8.82,12.43,150.87,10.77,9.65,13.85,72.57,124.62,125.44,90.29,106.08,66.03,83.05,171.92,-1.19,173.38,31.02,306.3,96.2,36.69,45.28,61.37,8.32,9.93,5.3,18.67,5.5,5.75,7.14,20.93,3.98,4.98
"P/L Before Int., Excpt. Items & Tax",-3.02,-7.64,-11.46,-178.72,-44.45,-56.51,-47.98,-9.72,-36.73,-50.21,-53.87,409.77,-42.89,-10.83,-42.86,234.92,8.74,-11.31,-61.55,72.4,204.02,43.95,-28.85,83.25,44.42,39.43,31.93,147.29,113.43,83.25,40.0,195.89,-29.43,133.35,-6.77,279.57,46.36,7.18,-33.9,46.09,-46.03,-72.32,-68.49,12.47,-67.22,-70.24,-97.24,-37.36,-74.56,-73.77
Interest,64.1,61.56,53.15,60.22,57.25,69.3,54.62,63.17,50.68,50.13,45.6,52.39,49.7,44.95,45.09,33.63,40.5,44.73,40.74,35.94,35.77,36.76,32.19,14.52,30.84,31.87,29.24,39.45,37.19,37.14,39.63,43.9,34.97,36.72,37.03,38.99,39.25,41.04,37.87,44.66,39.52,37.91,35.16,37.47,33.51,28.82,24.28,30.89,14.22,23.8
P/L Before Exceptional Items & Tax,-67.12,-69.2,-64.61,-238.94,-101.7,-125.8,-102.6,-72.89,-87.4,-100.34,-99.47,357.38,-92.59,-55.78,-87.94,201.29,-31.76,-56.04,-102.29,36.46,168.25,7.19,-61.04,68.73,13.58,7.56,2.69,107.84,76.24,46.11,0.37,151.99,-64.4,96.63,-43.8,240.58,7.11,-33.86,-71.77,1.43,-85.55,-110.23,-103.65,-25.0,-100.73,-99.06,-121.52,-68.25,-88.78,-97.57
Exceptional Items,--,-0.91,-26.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.05,--,--,--,47.85,-0.1,--
P/L Before Tax,-67.12,-70.11,-91.08,-238.94,-101.7,-125.8,-102.6,-72.89,-87.4,-100.34,-99.47,357.38,-92.59,-55.78,-87.94,201.29,-31.76,-56.04,-102.29,36.46,168.25,7.19,-61.04,68.73,13.58,7.56,2.69,107.84,76.24,46.11,0.37,151.99,-64.4,96.63,-43.8,240.58,7.11,-33.86,-71.77,1.43,-85.55,-110.23,-103.65,-22.95,-100.73,-99.06,-121.52,-20.4,-88.88,-97.57
Tax,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L After Tax from Ordinary Activities,-67.12,-70.11,-91.08,-238.94,-101.7,-125.8,-102.6,-72.89,-87.4,-100.34,-99.47,357.38,-92.59,-55.78,-87.94,201.29,-31.76,-56.04,-102.29,36.46,168.25,7.19,-61.04,68.73,13.58,7.56,2.69,107.84,76.24,46.11,0.37,151.99,-64.4,96.63,-43.8,240.58,7.11,-33.86,-71.77,1.43,-85.55,-110.23,-103.65,-22.95,-100.73,-99.06,-121.52,-20.4,-88.88,-97.57
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.0,-1.24,--,--,-3.36,--,--,--,0.87,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.71,--,93.96,55.04,--,--,--,112.5,--,--,--,--,--,--,--,--,130.0,--,--
Net Profit/(Loss) For the Period,-67.12,-70.11,-91.08,-238.94,-101.7,-125.8,-102.6,-72.89,-87.4,-100.34,-99.47,357.38,-92.59,-55.78,-87.94,201.29,-31.76,-56.04,-102.29,36.46,168.25,7.19,-61.04,68.73,13.58,7.56,2.69,107.84,76.24,46.11,0.37,168.7,-65.64,190.59,11.24,237.22,7.11,-33.86,40.73,2.3,-85.55,-110.23,-103.65,-22.95,-100.73,-99.06,-121.52,109.6,-88.88,-97.57
Equity Share Capital,960.89,960.89,960.89,960.89,960.89,960.89,960.89,944.49,949.58,949.58,941.84,933.52,933.52,933.52,933.52,933.52,925.12,925.12,925.12,925.12,897.0,897.0,897.0,897.0,897.0,897.0,897.0,760.0,660.0,660.0,560.0,560.0,480.0,480.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,-0.7,-0.73,-0.95,-2.49,-1.06,-1.32,-1.08,-0.77,-0.93,-1.07,-1.06,3.83,-0.99,-0.6,-0.94,2.17,-0.34,-0.61,-1.11,0.41,1.79,0.13,-0.71,0.45,0.22,0.29,0.04,1.01,1.2,0.68,0.12,3.11,-1.51,5.22,0.15,8.0,0.01,-1.41,1.18,0.16,-3.21,-4.06,-3.83,-1.03,-3.73,-3.67,-4.45,3.81,-3.09,-3.39
Diluted EPS,-0.7,-0.73,-0.95,-2.49,-1.06,-1.32,-1.08,-0.77,-0.93,-1.07,-1.06,3.83,-0.99,-0.6,-0.94,2.17,-0.34,-0.61,-1.11,0.41,1.79,0.13,-0.71,0.45,0.22,0.29,0.04,1.01,1.2,0.68,0.12,3.11,-1.51,5.22,0.15,8.0,0.01,-1.41,1.18,0.16,-3.21,-4.06,-3.83,-1.03,-3.73,-3.67,-4.45,3.81,-3.09,-3.39
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.02,2.02,2.02,2.02
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.02,7.02,7.02,7.02
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.92,25.92,25.92,25.92,25.92,25.92,25.92,25.92,25.92,25.92,26.78,26.78,26.78,26.78
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.98,92.98,92.98,92.98
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
