Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,239.63,218.34,221.17,100.92,191.55,165.89,189.51,147.89,164.05,169.79,159.34,128.51,146.27,154.13,123.97,112.42,141.32,155.15,87.63,161.45,150.17,163.89,167.91,152.27,162.03,167.56,153.78,139.1,171.66,132.57,150.71,136.79,146.19,139.0,145.68,129.0,126.21,141.62,159.11,141.92,124.39,146.67,141.7,123.51,124.25,132.13,136.32,144.35,113.8,125.92
"P/L Before Other Inc. , Int., Excpt. Items & Tax",551.92,435.83,423.45,501.84,496.03,300.71,304.76,288.82,377.88,255.27,180.18,171.92,235.64,225.64,117.89,136.89,209.77,134.73,-27.41,35.93,186.2,123.16,122.33,143.83,198.81,223.54,187.6,145.77,173.02,145.44,174.43,149.17,204.01,178.12,185.74,158.25,152.57,181.89,201.39,156.83,167.71,169.53,161.26,156.35,184.25,139.52,163.86,181.48,196.84,188.21
Other Income,120.89,161.11,132.22,204.47,113.61,132.23,117.48,130.62,103.77,85.49,100.11,76.6,86.58,69.44,54.88,111.59,98.42,57.97,102.17,89.78,72.28,92.58,76.9,69.21,75.53,78.46,69.57,66.4,50.1,53.64,58.33,51.07,46.11,69.21,41.59,49.78,56.45,60.12,59.51,66.09,41.14,72.64,106.71,31.45,23.63,55.84,66.79,82.37,66.13,33.82
"P/L Before Int., Excpt. Items & Tax",672.81,596.94,555.67,706.31,609.64,432.94,422.24,419.44,481.65,340.76,280.29,248.52,322.22,295.08,172.77,248.48,308.19,192.7,74.76,125.71,258.48,215.74,199.23,213.04,274.34,302.0,257.17,212.17,223.12,199.08,232.76,200.24,250.12,247.33,227.33,208.03,209.02,242.01,260.9,222.92,208.85,242.17,267.97,187.8,207.88,195.36,230.65,263.85,262.97,222.03
Interest,2.65,2.56,4.76,6.16,6.29,6.65,7.68,6.55,2.68,4.61,1.94,4.83,2.7,2.22,1.75,3.26,4.58,4.02,4.31,4.89,4.65,5.52,5.19,4.52,4.14,3.98,3.56,3.42,3.43,3.78,4.2,4.85,5.48,4.31,2.14,2.4,2.39,2.39,2.4,0.95,1.34,0.98,1.25,1.06,0.97,0.93,1.22,1.12,0.85,1.29
P/L Before Exceptional Items & Tax,670.16,594.38,550.91,700.15,603.35,426.29,414.56,412.89,478.97,336.15,278.35,243.69,319.52,292.86,171.02,245.22,303.61,188.68,70.45,120.82,253.83,210.22,194.04,208.52,270.2,298.02,253.61,208.75,219.69,195.3,228.56,195.39,244.64,243.02,225.19,205.63,206.63,239.62,258.5,221.97,207.51,241.19,266.72,186.74,206.91,194.43,229.43,262.73,262.12,220.74
Exceptional Items,--,--,--,--,-1.7,--,--,--,--,--,-14.3,--,--,--,132.36,--,--,--,--,-3.8,-16.05,--,--,--,--,--,--,--,--,--,56.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47.5,--
P/L Before Tax,670.16,594.38,550.91,700.15,601.65,426.29,414.56,412.89,478.97,336.15,264.05,243.69,319.52,292.86,303.38,245.22,303.61,188.68,70.45,117.02,237.78,210.22,194.04,208.52,270.2,298.02,253.61,208.75,219.69,195.3,284.68,195.39,244.64,243.02,225.19,205.63,206.63,239.62,258.5,221.97,207.51,241.19,266.72,186.74,206.91,194.43,229.43,262.73,309.62,220.74
Tax,156.16,143.77,131.11,139.03,146.73,97.78,98.89,94.39,118.83,83.77,65.25,54.54,78.55,72.95,66.76,59.53,69.54,43.13,17.89,-1.29,51.54,26.94,52.53,67.6,83.11,86.46,70.61,47.53,47.5,42.4,62.52,36.93,46.55,46.12,44.01,38.62,28.64,41.67,47.15,31.53,25.49,38.79,54.73,44.95,59.68,49.62,63.24,74.19,75.54,59.8
P/L After Tax from Ordinary Activities,514.0,450.61,419.8,561.12,454.92,328.51,315.67,318.5,360.14,252.38,198.8,189.15,240.97,219.91,236.62,185.69,234.07,145.55,52.56,118.31,186.24,183.28,141.51,140.92,187.09,211.56,183.0,161.22,172.19,152.9,222.16,158.46,198.09,196.9,181.18,167.01,177.99,197.95,211.35,190.44,182.02,202.4,211.99,141.79,147.23,144.81,166.19,188.54,234.08,160.94
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,514.0,450.61,419.8,561.12,454.92,328.51,315.67,318.5,360.14,252.38,198.8,189.15,240.97,219.91,236.62,185.69,234.07,145.55,52.56,118.31,186.24,183.28,141.51,140.92,187.09,211.56,183.0,161.22,172.19,152.9,222.16,158.46,198.09,196.9,181.18,167.01,177.99,197.95,211.35,190.44,182.02,202.4,211.99,141.79,147.23,144.81,166.19,188.54,234.08,160.94
Equity Share Capital,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44,55.44
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,18.54,16.26,15.14,20.26,16.41,11.85,11.39,11.49,12.99,9.1,7.17,6.82,8.69,7.93,8.54,6.7,8.44,5.25,1.9,4.27,6.72,6.62,5.1,5.08,6.75,7.63,6.6,5.82,6.21,5.52,8.01,5.72,7.15,7.1,6.54,6.02,6.42,7.14,7.62,6.87,6.53,7.3,7.65,5.12,5.31,5.22,6.0,6.8,8.44,5.81
Diluted EPS,18.54,16.26,15.14,20.26,16.41,11.85,11.39,11.49,12.99,9.1,7.17,6.82,8.69,7.93,8.54,6.7,8.44,5.25,1.9,4.27,6.72,6.62,5.1,5.08,6.75,7.63,6.6,5.82,6.21,5.52,8.01,5.72,7.15,7.1,6.54,6.02,6.42,7.14,7.62,6.87,6.53,7.3,7.65,5.12,5.31,5.22,6.0,6.8,8.44,5.81
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
