,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Conspiracy Theorists Think Mark Zuckerberg Started Myrtle Beach Wildfires,The dumbest people online believe the Meta CEO is using directed energy weapons to start fires from space.,https://gizmodo.com/conspiracy-theorists-think-mark-zuckerberg-started-myrtle-beach-wildfires-2000570780,https://gizmodo.com/app/uploads/2024/09/Screenshot-2024-09-20-095240-e1726840413642.jpg,2025-03-03T18:25:13Z,"At least 175 wildfires have been burning in the Carolinas since this past weekend, with one fire near Myrtle Beach, South Carolina, burning about 1,600 acres and forcing residents to evacuate, accord… [+4402 chars]"
11,"{'id': None, 'name': 'Gizmodo.com'}",Thomas Maxwell,Why Did Instagram Reels Start Recommending a Ton of Violent and Graphic Content?,"Meta only said an ""error"" caused Reels to recommend violent and graphic videos, including videos depicting real shootings.",https://gizmodo.com/why-did-instagram-reels-start-recommending-a-ton-of-violent-and-graphic-content-2000569304,https://gizmodo.com/app/uploads/2020/01/hhbroy49kjuqzoizspsj.jpg,2025-02-27T18:30:08Z,Meta says that a flood of violent and graphic Reels content recommended to Instagram users was an error that has now been resolved. Reels is Instagram’s take on short-form video that is hoping to bec… [+5158 chars]
12,"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Threads finally lets you set the following feed as default,"Meta is finally allowing Threads users to set the following feed or any custom feeds as the default. The change is part of a number of new Threads features, including the ability to now limit post replies to followers only, a better video player, and the opti…",https://www.theverge.com/news/633135/threads-limit-replies-followers-custom-feed-default,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/24774110/STK156_Instagram_threads_1.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-20T15:49:49Z,"Threads will also let you limit replies to just followers and add topics to your bio.
Threads will also let you limit replies to just followers and add topics to your bio.
Meta is finally allowing … [+1463 chars]"
13,"{'id': None, 'name': 'BBC News'}",,Meta stops ex-director from promoting critical memoir,Social media company wins US emergency ruling preventing ex-director from publicising her book.,https://www.bbc.com/news/articles/cq5zyq0250wo,https://ichef.bbci.co.uk/news/1024/branded_news/355c/live/da2d5260-fda1-11ef-8c03-7dfdbeeb2526.jpg,2025-03-13T15:11:53Z,"Sarah Wynn-Williams says she watched Facebook grow from ""a front row seat""
Meta has won an emergency ruling in the US to temporarily stop a former director of Facebook from promoting or further dist… [+3175 chars]"
14,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,"The VR Hype Cycle Is Over, and Just in Time for the AR Hype Cycle to Begin","Say goodbye to the 'metaverse' as even a cheap Meta Quest hasn't turned things around. Instead, say hello to the return of 'glassholes.'",https://gizmodo.com/the-vr-hype-cycle-is-over-and-just-in-time-for-the-ar-hype-cycle-to-begin-2000578035,https://gizmodo.com/app/uploads/2024/10/Meta-Quest-7-e1742394570642.jpg,2025-03-19T21:10:21Z,"VR headsets are out, and AR glasses are in. Research from analysis firm Counterpoint shows that the global VR shipments trended down through 2024 despite proliferation cheap headsets like the Meta Qu… [+4401 chars]"
15,"{'id': 'the-verge', 'name': 'The Verge'}",Emma Roth,Bigscreen’s super light Beyond 2 headset adds optional eye-tracking,"Bigscreen has just revealed the Beyond 2, a custom-fit virtual-reality headset with a 116-degree field of view it claims is wider than the Meta Quest 3 and Valve Index. The wired headset weighs just 107 grams (~3.8 ounces) and starts at $1,019, but you’ll hav…",https://www.theverge.com/news/633820/bigscreen-beyond-2-lightweight-eye-tracking-vr-headset,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/bigscreen_beyond_2.png?quality=90&strip=all&crop=0%2C3.4613147178592%2C100%2C93.077370564282&w=1200,2025-03-21T14:46:19Z,"At just 107 grams, the Beyond 2 comes with big upgrades to field of view and clarity.
At just 107 grams, the Beyond 2 comes with big upgrades to field of view and clarity.
Bigscreen has just reveal… [+1375 chars]"
16,"{'id': 'the-verge', 'name': 'The Verge'}",Lauren Feiner,Utah becomes the first state to pass an app store age verification bill,Utah became the first state in the country to pass legislation requiring app store operators to verify users’ ages and require parental consent for minors to download apps. The App Store Accountability Act is the latest kids online safety bill to head to head…,https://www.theverge.com/news/624981/utah-app-store-age-verification-bill,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/25345068/STK468_APPLE_ANTITRUST_CVIRGINIA_C.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-05T22:21:13Z,"And Meta, Snap, and X are applauding it.
And Meta, Snap, and X are applauding it.
Utah became the first state in the country to pass legislation requiring app store operators to verify users ages a… [+2781 chars]"
17,"{'id': 'the-verge', 'name': 'The Verge'}",Jay Peters,Apple will let parents share their kids’ ages to limit app access,"Apple announced in a whitepaper that it plans to introduce a bunch of new child safety features, including letting parents share their kids’ age ranges with apps, refreshing the App Store’s age ratings system, and making it easier for parents to set up Child …",https://www.theverge.com/news/621195/apple-parents-kids-accounts-share-age-ranges,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/STK071_APPLE_K.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-02-27T21:15:38Z,"Meta and other companies have called for Apple to be responsible for verifying the age of users.
Meta and other companies have called for Apple to be responsible for verifying the age of users.
App… [+2754 chars]"
18,"{'id': None, 'name': 'Gizmodo.com'}",AJ Dellinger,"Meta, Now Fact-Check Free, Is Testing X-Style Community Notes","The crowdsourced notes will appear on Facebook, Instagram, and Threads starting March 18.",https://gizmodo.com/meta-now-fact-check-free-is-testing-x-style-community-notes-2000575643,https://gizmodo.com/app/uploads/2025/03/04_In-Feed.jpg,2025-03-13T18:28:51Z,"Earlier this year, Mark Zuckerberg said that, effectively, Meta was getting out of the ‘caring about the truth’ business and ditching third-party fact-checkers. Now it’s handing over the keys to its … [+2885 chars]"
19,"{'id': None, 'name': 'Gizmodo.com'}",Thomas Maxwell,Meta Is Ready to Rock Nvidia’s Boat With Its In-House AI Chip,"Gradually, then suddenly, the big tech companies are replacing Nvidia's pricey AI chips.",https://gizmodo.com/meta-is-ready-to-rock-nvidias-boat-with-its-in-house-ai-chip-2000574428,https://gizmodo.com/app/uploads/2025/03/GettyImages-1693798374.jpg,2025-03-11T17:00:59Z,"The adage goes, “your arbitrage is my opportunity,” and could be used to sum up Meta’s push into building an in-house chip for AI training tasks. Reutersreports the company recently began a small dep… [+3250 chars]"
20,"{'id': None, 'name': 'Gizmodo.com'}",Germain Lussier,"Somehow, David Arquette Will Return for the Increasingly Meta Scream 7","Deputy Dewey, who was killed by recent Oscar winner Mikey Madison in Scream 5, will appear in the new movie.",https://gizmodo.com/somehow-david-arquette-will-return-for-the-increasingly-meta-scream-7-2000571685,https://gizmodo.com/app/uploads/2025/03/David-Arquette-Scream-5.jpg,2025-03-04T22:59:47Z,"Just when you thought Kevin Williamson couldn’t out-Kevin Williamson himself, he’s doing just that. The original Scream writer, who’s returning to helm its upcoming seventh installment, has added the… [+1878 chars]"
21,"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),Meta Aria Gen 2 smart glasses look like serious upgrade on Ray-Ban Meta,"Meta's new research-focused smart glasses track heart rate, distinguish the wearer's voice from others, and last 6–8 hours per charge.",https://www.androidcentral.com/gaming/virtual-reality/meta-aria-gen-2-smart-glasses-look-like-serious-upgrade-on-ray-ban-meta,https://cdn.mos.cms.futurecdn.net/8TGVh8V6VFfoCWdxMWvGMN-1200-80.jpg,2025-02-27T20:22:02Z,"What you need to know
<ul><li>Meta announced Aria Gen 2 glasses on Thursday, a research-focused design for ""machine perception, egocentric and contextual AI, and robotics.""</li><li>These glasses hav… [+3622 chars]"
22,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,Samsung Android XR Headset Could Cost as Much as the Apple Vision Pro,"Rumors suggest Samsung’s ‘Project Moohan’ has even better displays than the Vision Pro, but that hints at a pricey VR headset.",https://gizmodo.com/samsung-android-xr-headset-could-cost-as-much-as-the-apple-vision-pro-2000573128,https://gizmodo.com/app/uploads/2025/01/Samsung-Project-Moohan-Image-Hero.jpg,2025-03-07T16:53:48Z,"Samsungs upcoming Android XR project is turning heads, not just because it has a variety of Vision Pro-like features, but because it may have even better displays than Apples $3,500 headset. Thats no… [+4541 chars]"
23,"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),"Meta is letting its engineers brag openly about its AR glasses, and I love it","We've learned in-depth info on Meta AR glasses' silicon carbon waveguides, computing puck, and custom silicon chips on the Meta blog.",https://www.androidcentral.com/gaming/virtual-reality/meta-lets-engineers-talk-openly-about-ar-glasses-hardware-and-challenges,https://cdn.mos.cms.futurecdn.net/RJXx7Z8zkgLDK8jWRJKxcK-1200-80.jpg,2025-03-08T13:00:00Z,"Over the last three days, Meta has published three in-depth explainers about how its upcoming Meta Orion glasses work, focused on its custom silicon chips, holographic waveguides, and wireless comput… [+7120 chars]"
24,"{'id': None, 'name': 'MacRumors'}",Juli Clover,Meta to Release Standalone AI App to Compete With ChatGPT,"Facebook parent company Meta is planning to release a standalone AI app that would compete with products like OpenAI's ChatGPT, Google's Gemini, and Microsoft's Copilot, reports CNBC.





The upcoming AI app will join Meta's other apps, including Facebook, I…",https://www.macrumors.com/2025/02/27/meta-standalone-ai-app/,https://images.macrumors.com/t/A1B4aW248cXlls58AjTKuZPDmaI=/1600x/article-new/2025/02/meta-ai.jpg,2025-02-28T00:44:00Z,"Facebook parent company Meta is planning to release a standalone AI app that would compete with products like OpenAI's ChatGPT, Google's Gemini, and Microsoft's Copilot, reports CNBC.
The upcoming A… [+773 chars]"
25,"{'id': None, 'name': 'BBC News'}",,Facebook to stop targeting ads at UK woman after legal fight,"Tanya O'Carroll says her case opens a ""gateway"" for others wanting to stop personalised adverts.",https://www.bbc.com/news/articles/c1en1yjv4dpo,https://ichef.bbci.co.uk/news/1024/branded_news/d1fc/live/8ccc8580-072a-11f0-97d3-37df2b293ed1.jpg,2025-03-22T15:07:01Z,"Facebook has agreed to stop targeting adverts at Tanya O'Carroll after she filed a lawsuit against its parent company
Facebook has agreed to stop targeting adverts at an individual user using person… [+3916 chars]"
26,"{'id': None, 'name': 'Android Central'}",techkritiko@gmail.com (Jay Bonggolto),"Ray-Ban and Meta unveil new smart glasses, but good luck snagging a pair","These limited-edition Ray-Ban Meta smart glasses bring runway style, and their price tag is just as bold.",https://www.androidcentral.com/wearables/ray-ban-and-meta-unveil-new-smart-glasses-but-good-luck-snagging-a-pair,https://cdn.mos.cms.futurecdn.net/oRufZP8LFJViqLb3euPpTd-1200-80.jpg,2025-03-10T17:00:12Z,"What you need to know
<ul><li>Ray-Ban, Meta, and Coperni teamed up for a limited-edition smart glasses model.</li><li>The Ray-Ban Meta x Coperni smart glasses have a classic Wayfarer style with a tr… [+2337 chars]"
27,"{'id': 'the-verge', 'name': 'The Verge'}",Alex Heath,Inside the high-wire business of MrBeast,"The biggest YouTuber in the world is looking beyond videos to build a multibillion-dollar empire.  For the last several months, Jimmy Donaldson, aka MrBeast, has been talking with investors about raising $200 million in a funding round that would value his ho…",https://www.theverge.com/command-line-newsletter/626330/mrbeast-business-youtube-feastables-fundraising,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/MrBest-CL-site-wide.png?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-07T22:56:04Z,"Leaked plans reveal the ambitions and risk appetite of the biggest YouTuber on earth.
Leaked plans reveal the ambitions and risk appetite of the biggest YouTuber on earth.
The biggest YouTuber in t… [+6207 chars]"
28,"{'id': 'wired', 'name': 'Wired'}","Leah Feiger, Louise Matsakis, Jake Lahut",People Are Paying Millions to Dine With Donald Trump at Mar-a-Lago,"Business leaders are paying as much as $5,000,000 to meet one-on-one with the president at his Florida compound, sources tell WIRED, while others are paying $1,000,000 apiece to dine with him in a group setting.",https://www.wired.com/story/people-paying-millions-donald-trump-mar-a-lago/,"https://media.wired.com/photos/67c7052b740da90b2e8bbbde/191:100/w_1280,c_limit/GettyImages-2062120626%20(1).jpg",2025-03-04T16:00:23Z,"Guests are paying millions of dollars to dine and meet with President Donald Trump at special events held at his Mar-a-Lago estate in Palm Beach, Florida.
Business leaders can secure a one-on-one me… [+2931 chars]"
29,"{'id': 'business-insider', 'name': 'Business Insider'}",Katie Notopoulos,Meta didn't want people to read this book. Now it's a No. 1 bestseller.,Meta tried to prevent the author from promoting her book. It backfired.,https://www.businessinsider.com/meta-employee-book-careless-people-sarah-wynn-williams-bestseller-2025-3,https://i.insider.com/67db8278b8b41a9673fb2d28?width=1200&format=jpeg,2025-03-20T14:08:16Z,"Sarah Wynn-Williams, an ex-Meta employee whose book debuted at the top of the New York Times Bestseller list,Flatiron Books
<ul><li>""Careless People,"" the book by a former Meta employee, debuted at … [+3875 chars]"
30,"{'id': None, 'name': 'Slashdot.org'}",EditorDavid,Meet the Journalists Training AI Models for Meta and OpenAI,"After completing a journalism graduate degree, Carla McCanna took a job ""training AI models to optimize accuracy and efficiency,"" according an article by Nieman Journalism Lab:


Staff jobs are scarce... and the competition for them is daunting. (In 2024, the…",https://news.slashdot.org/story/25/02/23/2111201/meet-the-journalists-training-ai-models-for-meta-and-openai,https://a.fsdn.com/sd/topics/ai_64.png,2025-02-24T08:34:00Z,"Staff jobs are scarce... and the competition for them is daunting. (In 2024, the already beleaguered U.S. news industry cut nearly 5,000 jobs, up 59% from the previous year, according to an annual re… [+2384 chars]"
31,"{'id': None, 'name': 'Slashdot.org'}",EditorDavid,"Zuckerberg's Meta Considered Sharing User Data with China, Whistleblower Alleges","The Washington Post reports:

Meta was willing to go to extreme lengths to censor content and shut down political dissent in a failed attempt to win the approval of the Chinese Communist Party and bring Facebook to millions of internet users in China, accordi…",https://tech.slashdot.org/story/25/03/10/0532235/zuckerbergs-meta-considered-sharing-user-data-with-china-whistleblower-alleges,https://a.fsdn.com/sd/topics/facebook_64.png,2025-03-10T07:54:00Z,"The Washington Post reports:
Meta was willing to go to extreme lengths to censor content and shut down political dissent in a failed attempt to win the approval of the Chinese Communist Party and br… [+3232 chars]"
32,"{'id': None, 'name': 'Slashdot.org'}",msmash,"Amazon, Google and Meta Support Tripling Nuclear Power By 2050","Amazon, Alphabet's Google and Meta Platforms on Wednesday said they support efforts to at least triple nuclear energy worldwide by 2050. From a report: The tech companies signed a pledge first adopted in December 2023 by more than 20 countries, including the …",https://hardware.slashdot.org/story/25/03/12/1350256/amazon-google-and-meta-support-tripling-nuclear-power-by-2050,https://a.fsdn.com/sd/topics/facebook_64.png,2025-03-12T14:00:00Z,"Triple capacity in the next 25 years? Good luck, even with the $trillions those companies could in theory throw at it.
A quick look at OurWorldInData [ourworldindata.org] indicates that total capaci… [+1188 chars]"
33,"{'id': None, 'name': 'Android Central'}",nandika.iyerravi@futurenet.com (Nandika Ravi),"'We want to do it right this time,' Meta says as it starts testing Community Notes",Meta is testing its new Community Notes feature that is said to replace 2016's fact-checking capability on its platform.,https://www.androidcentral.com/apps-software/meta-starts-testing-community-notes,https://cdn.mos.cms.futurecdn.net/PmNVwScjKJoNPHxsC8pzUi-1200-80.jpg,2025-03-13T23:45:46Z,"What you need to know
<ul><li>Meta seems to be testing out Community Notes for Facebook, Instagram, and Threads.</li><li>With this, it looks to create a more unbiased space for people to share varie… [+2893 chars]"
34,"{'id': None, 'name': 'Android Central'}",Nicholas Sutrich,You don't have to wait til Civ VII VR to play great strategy games on the Meta Quest 3,"Civilization VII VR is coming soon to Meta Quest headsets, but did you know there are already a ton of great strategy games to play in VR?",https://www.androidcentral.com/gaming/virtual-reality/meta-quest-strategy-games-to-play-until-civilization-vii-vr,https://cdn.mos.cms.futurecdn.net/AZzaZMDnEDmTRMXtBbrQRa-1200-80.jpg,2025-03-06T20:08:25Z,"In his weekly column, Android Central Senior Content Producer Nick Sutrich delves into all things VR, from new hardware to new games, upcoming technologies, and so much more.
Civilization VII is on … [+6001 chars]"
35,"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),Quest developers are joining forces to solve the 'VR visibility crisis',"VR devs are seeing their games buried under Gorilla Tag clones. With Meta and Sony not helping, they're finding new ways to make VR profitable again.",https://www.androidcentral.com/gaming/virtual-reality/quest-developers-are-joining-forces-to-solve-the-vr-visibility-crisis,https://cdn.mos.cms.futurecdn.net/vpkm3VccWyfbVj7pr4J6gR-1200-80.jpg,2025-03-23T08:00:00Z,The GDC 2025 show floor had a much smaller crowd of VR developers than last year. The Meta booth was crowded with hopeful indie devs aiming to join Oculus Publishing or get some of that $50 million H… [+6357 chars]
36,"{'id': None, 'name': 'Android Central'}",Nicholas Sutrich,This new Meta Quest v74 feature is set to revolutionize immersive experiences,"Meta Quest update v74 brings a ton of new features, but none are more revolutionary than the new camera access API.",https://www.androidcentral.com/gaming/virtual-reality/meta-quest-v74-feature-is-set-to-revolutionize-immersive-experiences,https://cdn.mos.cms.futurecdn.net/439QWMncRCakhzFtvrsuwg-1200-80.jpg,2025-03-20T20:04:51Z,"In his weekly column, Android Central Senior Content Producer Nick Sutrich delves into all things VR, from new hardware to new games, upcoming technologies, and so much more.
The first two-hour sess… [+7148 chars]"
37,"{'id': None, 'name': 'Android Central'}",Nicholas Sutrich,These smart glasses have given me a new reason to record video again,Ray-Ban Meta Smart Glasses have a camera in the best place — your face — making video capture so much more fun than with a phone.,https://www.androidcentral.com/wearables/these-smart-glasses-have-given-me-a-new-reason-to-record-video-again,https://cdn.mos.cms.futurecdn.net/NHAHqfcXCMDC3BUkrWJs96-1200-80.jpg,2025-03-04T20:59:50Z,"In the mid-2000s, GoPro changed the world of amateur action video capture. Since then, millions of videos taken from GoPro cameras — and the myriad of similar wearable cameras it spawned — are litter… [+8027 chars]"
38,"{'id': 'business-insider', 'name': 'Business Insider'}",Shubhangi Goel,Meta apologizes for the sudden influx of graphic content on Instagram reels,"Meta apologized for an ""error"" after Instagram users reported a flood of graphic and disturbing content recommended on their feeds.",https://www.businessinsider.com/meta-apologizes-for-influx-of-graphic-content-on-instagram-reels-2025-2,https://i.insider.com/67c005a0b1834fe311659cfa?width=1200&format=jpeg,2025-02-27T06:26:50Z,"Meta apologized for an influx of graphic content on Instagram Reels on Wednesday.Matthias Balk/picture alliance via Getty Images
<ul><li>Meta apologized for graphic and violent content recommended o… [+2207 chars]"
39,"{'id': 'business-insider', 'name': 'Business Insider'}",Rob Price,Elon Musk hates OpenAI's for-profit transformation plan. He's not the only one.,"Meta, AI entrepreneurs, academics, and other charities and activists are criticizing the startup's plan to shed its ties to its non-profit parent.",https://www.businessinsider.com/openai-elon-musk-sam-altman-for-profit-conversion-2025-2,https://i.insider.com/67acfed3eb4be2fff9a4727a?width=1200&format=jpeg,2025-02-25T10:00:02Z,"OpenAI CEO Sam Altman.JOEL SAGET / AFP
<ul><li>OpenAI, which is owned by a non-profit, wants to adopt a more traditional corporate structure.</li><li>Elon Musk, Meta, charities, academics, and AI en… [+11810 chars]"
40,"{'id': 'business-insider', 'name': 'Business Insider'}",Tess Martinelli,I only had positive performance reviews during 2 years at Meta. I still got laid off as a 'low performer.',"Being labeled a ""low performer"" took this former Meta employee completely by surprise. They'd only had positive reviews prior to being laid off.",https://www.businessinsider.com/former-meta-employee-laid-off-low-performer-2025-2,https://i.insider.com/67bc315dc832c3638fa4fcc4?width=1200&format=jpeg,2025-02-24T11:57:18Z,"A former Meta employee said they felt the company had betrayed them and destroyed their confidence. Artur Widak/NurPhoto via Getty Images
<ul><li>A former Meta employee was hired in 2022 and had pos… [+5369 chars]"
41,"{'id': 'business-insider', 'name': 'Business Insider'}",Katie Notopoulos,Are Meta's protests about a former employee's explosive book causing a Streisand effect — drawing even more attention?,Mark Zuckerberg's Meta doesn't want its former employee Sarah Wynn-Williams publicizing the allegations in her book. That might draw more attention.,https://www.businessinsider.com/meta-book-mark-zuckerberg-defense-drawing-more-attention-2025-3,https://i.insider.com/67d45f08585f1dff88b23256?width=1200&format=jpeg,2025-03-14T20:00:47Z,"Mark Zuckerberg's Meta is fighting allegations in a former employee's tell-all book.Andrej Sokolow/picture alliance via Getty Images
<ul><li>Former Meta employee Sarah Wynn-Williams published a book… [+6384 chars]"
