Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Other Expenses,2175.16,1684.66,1867.56,1854.24,1646.65,1725.23,1483.38,1738.94,1613.52,1472.93,1302.78,1135.15,1185.21,1343.65,910.64,832.31,843.79,875.88,722.88,1007.92,778.61,888.3,874.96,603.68,714.1,989.92,912.8,806.67,556.36,614.41,730.23,605.26,686.94,787.42,740.79,1024.96,689.83,1084.06,911.68,1167.13,296.98,417.52,232.93,275.58,292.32,256.56,177.27,284.36,315.14,262.34
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1412.5,1053.09,391.26,1500.49,959.4,993.61,533.49,1948.67,568.94,1279.22,1075.16,645.7,301.15,530.63,480.57,528.49,599.35,642.12,579.23,86.1,561.41,695.77,806.81,426.32,40.55,-62.72,364.91,84.75,72.27,-188.61,-281.58,72.6,-123.45,-99.39,-173.05,-232.49,9.19,-426.07,-233.55,-1140.37,-65.24,-262.17,-16.48,116.95,46.55,51.7,100.72,47.54,70.96,304.88
Other Income,68.39,86.3,82.74,118.88,76.8,106.54,163.54,120.3,68.03,41.71,48.99,300.41,305.23,284.27,57.8,34.87,20.98,73.18,21.19,1218.65,15.36,258.33,18.58,679.23,27.76,532.97,31.48,176.89,33.47,891.82,25.79,16.45,77.55,294.0,126.41,361.29,17.84,11.03,54.93,214.6,-23.02,-56.91,84.21,103.24,69.48,-34.6,-35.1,57.06,33.65,114.59
"P/L Before Int., Excpt. Items & Tax",1480.89,1139.39,474.0,1619.37,1036.2,1100.15,697.03,2068.97,636.97,1320.93,1124.15,946.11,606.38,814.9,538.37,563.36,620.33,715.3,600.42,1304.75,576.77,954.1,825.39,1105.55,68.31,470.25,396.39,261.64,105.74,703.21,-255.79,89.05,-45.9,194.61,-46.64,128.8,27.03,-415.04,-178.62,-925.77,-88.26,-319.08,67.73,220.19,116.03,17.1,65.62,104.6,104.61,419.47
Interest,215.96,243.75,216.08,217.59,214.92,193.63,157.94,161.45,130.89,92.77,87.07,91.19,85.47,103.98,105.72,102.73,71.93,13.42,68.9,137.53,98.76,114.47,57.25,119.37,133.38,151.38,136.79,110.59,64.7,129.58,83.44,0.89,114.11,7.19,101.37,81.82,166.51,182.11,143.66,111.02,0.08,4.02,8.09,2.24,0.15,0.09,0.08,0.1,0.12,0.2
P/L Before Exceptional Items & Tax,1264.93,895.64,257.92,1401.78,821.28,906.52,539.09,1907.52,506.08,1228.16,1037.08,854.92,520.91,710.92,432.65,460.63,548.4,701.88,531.52,1167.22,478.01,839.63,768.14,986.18,-65.07,318.87,259.6,151.05,41.04,573.63,-339.23,88.16,-160.01,187.42,-148.01,46.98,-139.48,-597.15,-322.28,-1036.79,-88.34,-323.1,59.64,217.95,115.88,17.01,65.54,104.5,104.49,419.27
Exceptional Items,--,--,--,--,-69.81,--,-149.21,-2937.79,--,--,--,-1654.96,--,--,--,-89.56,--,--,--,--,--,--,--,--,--,-1214.38,--,--,--,--,-950.5,--,--,--,--,--,--,--,-70.13,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,1264.93,895.64,257.92,1401.78,751.47,906.52,389.88,-1030.27,506.08,1228.16,1037.08,-800.04,520.91,710.92,432.65,371.07,548.4,701.88,531.52,1167.22,478.01,839.63,768.14,986.18,-65.07,-895.51,259.6,151.05,41.04,573.63,-1289.73,88.16,-160.01,187.42,-148.01,46.98,-139.48,-597.15,-392.41,-1036.79,-88.34,-323.1,59.64,217.95,115.88,17.01,65.54,104.5,104.49,419.27
Tax,83.88,32.35,20.1,534.18,30.16,17.89,9.24,-9.45,19.35,15.15,25.28,486.17,5.48,-98.15,13.35,43.68,-7.15,-22.93,-0.43,11.37,9.25,16.47,4.77,-81.88,-26.39,10.91,0.21,-25.21,0.54,-3.42,1.26,-6.47,2.65,2.88,3.45,-4.36,2.79,3.08,3.94,-958.78,2.76,-5.48,12.08,54.99,30.0,10.71,19.84,45.47,30.27,48.65
P/L After Tax from Ordinary Activities,1181.05,863.29,237.82,867.6,721.31,888.63,380.64,-1020.82,486.73,1213.01,1011.8,-1286.21,515.43,809.07,419.3,327.39,555.55,724.81,531.95,1155.85,468.76,823.16,763.37,1068.06,-38.68,-906.42,259.39,176.26,40.5,577.05,-1290.99,94.63,-162.66,184.54,-151.46,51.34,-142.27,-600.23,-396.35,-78.01,-91.1,-317.62,47.56,162.96,85.88,6.3,45.7,59.03,74.22,370.62
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,1181.05,863.29,237.82,867.6,721.31,888.63,380.64,-1020.82,486.73,1213.01,1011.8,-1286.21,515.43,809.07,419.3,327.39,555.55,724.81,531.95,1155.85,468.76,823.16,763.37,1068.06,-38.68,-906.42,259.39,176.26,40.5,577.05,-1290.99,94.63,-162.66,184.54,-151.46,51.34,-142.27,-600.23,-396.35,-78.01,-91.1,-317.62,47.56,162.96,85.88,6.3,45.7,59.03,74.22,370.62
Equity Share Capital,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.93,239.92,240.67,240.67,240.66,240.64,240.64,240.62,207.12,207.12,207.12,207.12,207.12,207.12,207.12,103.56,103.56,103.56,103.56
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,4.9,3.6,1.0,3.6,3.0,3.7,1.6,-4.3,2.0,5.1,4.2,-5.4,2.1,3.4,1.75,1.36,2.32,3.02,2.22,4.82,1.95,3.43,3.18,4.45,-0.16,-3.78,1.08,0.7,0.2,2.4,-5.4,0.4,-0.7,0.8,-0.6,0.2,-0.6,-2.5,-1.7,-0.32,-0.44,-1.53,0.23,0.79,0.41,0.03,0.2,0.6,0.7,3.6
Diluted EPS,4.9,3.6,1.0,3.6,3.0,3.7,1.6,-4.3,2.0,5.1,4.2,-5.4,2.1,3.4,1.75,1.36,2.32,3.02,2.22,4.82,1.95,3.43,3.18,4.45,-0.16,-3.78,1.08,0.7,0.2,2.4,-5.4,0.4,-0.7,0.8,-0.6,0.2,-0.6,-2.5,-1.7,-0.32,-0.44,-1.53,0.23,0.79,0.41,0.03,0.2,0.6,0.7,3.6
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,108.99,75.47,75.28,75.28,75.28,75.28,75.28,75.28,37.61,37.61,37.61,37.61
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.29,36.44,36.35,36.35,36.35,36.35,36.35,36.35,36.32,36.32,36.32,36.31
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129.65,130.16,131.13,131.09,131.4,131.5,131.5,131.55,65.66,65.76,65.7,65.71
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98.48,98.87,99.47,99.44,99.67,99.75,99.75,99.78,99.57,99.71,99.63,99.64
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.88,62.84,63.31,63.29,63.44,63.49,63.49,63.51,63.41,63.49,63.45,63.46
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
