Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,184.3,213.3,208.1,281.2,172.4,200.5,248.4,151.0,135.9,101.1,162.9,182.1,236.1,89.3,102.6,90.9,79.5,90.3,95.2,111.0,133.8,104.7,109.6,128.4,124.0,112.8,125.3,127.9,117.9,106.3,110.2,126.0,148.98,117.46,100.81,136.09,67.88,60.37,46.93,49.85,44.32,55.86,50.08,47.76,55.31,46.01,41.72,46.88,38.22,34.55
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-14.3,748.5,722.6,401.1,197.9,402.3,463.8,290.1,29.4,31.8,342.5,-73.3,52.2,15.2,80.5,46.6,48.8,62.0,145.0,88.8,101.6,115.4,174.1,128.9,189.9,210.8,206.8,358.5,269.2,109.4,125.7,228.1,248.47,94.21,67.67,80.19,53.46,49.54,49.35,47.96,37.13,50.65,50.37,29.68,51.37,40.07,38.68,28.66,41.89,42.66
Other Income,168.0,51.4,39.8,35.9,29.5,24.7,14.6,17.5,18.6,16.2,33.2,10.4,31.6,40.3,12.3,29.1,24.9,27.2,19.9,38.6,30.9,33.9,20.4,30.7,23.7,39.7,35.7,20.6,11.2,4.9,2.7,-0.8,6.14,2.97,4.85,1.62,6.4,3.08,2.83,2.55,7.12,3.0,0.88,9.39,1.05,1.77,3.5,2.03,5.7,0.57
"P/L Before Int., Excpt. Items & Tax",153.7,799.9,762.4,437.0,227.4,427.0,478.4,307.6,48.0,48.0,375.7,-62.9,83.8,55.5,92.8,75.7,73.7,89.2,164.9,127.4,132.5,149.3,194.5,159.6,213.6,250.5,242.5,379.1,280.4,114.3,128.4,227.3,254.61,97.18,72.52,81.81,59.86,52.62,52.18,50.51,44.25,53.65,51.25,39.07,52.42,41.84,42.18,30.69,47.59,43.23
Interest,3.4,3.0,4.4,4.5,3.8,3.0,3.2,1.2,3.0,1.7,2.7,4.2,4.1,3.2,1.8,2.3,3.0,2.7,3.3,3.5,5.2,5.7,6.2,5.2,7.2,3.7,2.7,2.7,4.1,4.1,3.8,5.9,4.4,4.16,3.02,3.31,3.32,7.54,7.77,8.67,8.11,6.99,6.36,6.14,8.77,9.57,9.58,7.69,7.31,5.67
P/L Before Exceptional Items & Tax,150.3,796.9,758.0,432.5,223.6,424.0,475.2,306.4,45.0,46.3,373.0,-67.1,79.7,52.3,91.0,73.4,70.7,86.5,161.6,123.9,127.3,143.6,188.3,154.4,206.4,246.8,239.8,376.4,276.3,110.2,124.6,221.4,250.21,93.02,69.5,78.5,56.54,45.08,44.41,41.84,36.14,46.66,44.89,32.93,43.65,32.27,32.6,23.0,40.28,37.56
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-15.13,--,--,--,--,--,--,--,-5.41,-6.18
P/L Before Tax,150.3,796.9,758.0,432.5,223.6,424.0,475.2,306.4,45.0,46.3,373.0,-67.1,79.7,52.3,91.0,73.4,70.7,86.5,161.6,123.9,127.3,143.6,188.3,154.4,206.4,246.8,239.8,376.4,276.3,110.2,124.6,221.4,250.21,93.02,69.5,78.5,56.54,45.08,44.41,41.84,21.01,46.66,44.89,32.93,43.65,32.27,32.6,23.0,34.87,31.38
Tax,25.4,135.8,121.7,83.4,31.6,63.8,69.9,52.3,7.7,8.6,65.0,-5.8,8.1,-1.3,15.8,16.2,16.0,15.6,34.9,22.9,23.7,21.4,40.6,31.0,44.4,53.7,51.2,80.3,59.0,22.8,27.2,44.1,53.14,23.47,18.63,11.19,13.0,10.48,10.34,-23.26,4.4,11.86,8.48,6.59,11.23,3.58,9.86,11.28,10.5,7.51
P/L After Tax from Ordinary Activities,124.9,661.1,636.3,349.1,192.0,360.2,405.3,254.1,37.3,37.7,308.0,-61.3,71.6,53.6,75.2,57.2,54.7,70.9,126.7,101.0,103.6,122.2,147.7,123.4,162.0,193.1,188.6,296.1,217.3,87.4,97.4,177.3,197.07,69.55,50.87,67.31,43.54,34.6,34.07,65.1,16.61,34.8,36.41,26.34,32.42,28.69,22.74,11.72,24.37,23.87
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,124.9,661.1,636.3,349.1,192.0,360.2,405.3,254.1,37.3,37.7,308.0,-61.3,71.6,53.6,75.2,57.2,54.7,70.9,126.7,101.0,103.6,122.2,147.7,123.4,162.0,193.1,188.6,296.1,217.3,87.4,97.4,177.3,197.07,69.55,50.87,67.31,43.54,34.6,34.07,65.1,16.61,34.8,36.41,26.34,32.42,28.69,22.74,11.72,24.37,23.87
Equity Share Capital,35.8,35.8,35.8,35.8,35.8,35.8,35.8,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.5,36.8,36.9,36.9,36.9,36.9,34.9,34.9,34.9,34.86,34.83,34.83,34.83,34.83,34.83,33.23,33.23,33.23,33.07,33.07,33.07,33.07,31.37,31.37,31.37,31.37,31.15
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1827.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,6.97,36.91,35.53,19.49,10.72,20.11,22.43,13.92,2.04,2.07,16.87,-3.36,3.93,2.94,4.12,3.14,3.0,3.89,6.96,5.55,5.7,6.72,8.11,6.73,8.78,10.47,10.22,16.05,12.33,4.98,5.58,10.13,11.29,3.96,2.92,3.86,2.5,10.35,10.25,19.63,5.02,10.52,11.01,7.96,10.14,9.15,7.25,3.74,7.79,7.66
Diluted EPS,6.97,36.91,35.53,19.49,10.72,20.11,22.43,13.92,2.04,2.07,16.87,-3.36,3.92,2.94,4.12,3.13,3.0,3.88,6.94,5.54,5.68,6.7,8.09,6.72,8.76,10.43,10.19,16.01,12.29,4.97,5.56,10.11,11.28,3.95,2.91,3.85,2.49,10.35,10.25,19.63,5.02,10.52,11.01,7.96,10.14,9.15,7.25,3.74,7.79,7.61
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.7,1.54,1.54,1.54,1.54,1.54,1.54,1.53,1.36,1.36,1.36,1.36,1.34
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48.71,46.24,46.26,46.26,46.48,46.48,46.46,46.3,43.39,43.37,43.33,43.36,42.95
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.79,1.79,1.79,1.79,1.77,1.77,1.77,1.78,1.78,1.78,1.78,1.78,1.78
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51.29,53.76,53.74,53.74,53.52,53.52,53.54,53.7,56.61,56.63,56.67,56.64,57.05
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
