Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2017-12-31,268.13,0.0,268.13,141.47,15.69,0.29,36.5,9.32,41.8,23.06,2.09,25.15,0.38,24.77,0.0,24.77,5.38,19.39,19.39,15.83,1.22,1.22,0.0,0.0,0.0,0.0,0.0
2018-03-31,301.63,0.0,301.63,131.32,32.64,16.06,35.15,9.15,43.38,33.95,4.28,38.23,0.69,37.53,0.0,37.53,14.01,23.53,23.53,15.83,1.49,1.49,0.0,0.0,0.0,0.0,0.0
2018-06-30,260.91,0.0,260.91,131.48,26.9,-6.91,39.21,8.33,41.05,20.86,10.48,31.34,0.49,30.85,0.0,30.85,9.22,21.63,21.63,15.83,1.37,1.37,0.0,0.0,0.0,0.0,0.0
2018-09-30,282.39,0.0,282.39,121.53,36.39,6.2,38.17,8.63,50.89,20.59,4.54,25.12,0.72,24.4,0.0,24.4,7.13,17.27,17.27,15.83,1.09,1.09,0.0,0.0,0.0,0.0,0.0
2018-12-31,295.89,0.0,295.89,151.71,22.72,-0.38,39.23,8.78,48.07,25.77,2.16,27.93,0.59,27.34,0.0,27.34,8.28,19.06,19.06,15.83,1.2,1.2,0.0,0.0,0.0,0.0,0.0
2019-03-31,337.89,0.0,337.89,162.19,35.81,3.87,39.83,8.63,51.42,36.14,2.44,38.58,0.58,38.0,0.0,38.0,11.22,26.78,26.78,15.83,1.69,1.69,0.0,0.0,0.0,0.0,0.0
2019-06-30,277.71,0.0,277.71,135.83,26.63,-1.52,45.47,8.68,44.72,17.91,2.59,20.5,0.8,19.7,0.0,19.7,5.77,13.93,13.93,15.83,0.88,0.88,0.0,0.0,0.0,0.0,0.0
2019-09-30,271.27,0.0,271.27,129.02,26.71,1.8,38.61,9.16,44.67,21.29,10.16,31.46,1.08,30.37,0.0,30.37,5.66,24.71,24.71,15.83,1.56,1.56,0.0,0.0,0.0,0.0,0.0
2019-12-31,282.88,0.0,282.88,138.13,25.42,1.62,42.48,9.37,44.82,21.04,6.28,27.32,1.32,26.0,0.0,26.0,6.22,19.78,19.78,15.83,1.25,1.25,0.0,0.0,0.0,0.0,0.0
2020-03-31,249.29,0.0,249.29,133.38,27.99,-20.94,36.57,9.44,40.63,22.22,30.61,52.83,1.1,51.73,0.0,51.73,9.72,42.01,42.01,15.83,2.65,2.65,0.0,0.0,0.0,0.0,0.0
2020-06-30,119.27,0.0,119.27,49.71,9.7,11.33,34.23,8.89,19.41,-14.01,5.7,-8.31,1.19,-9.5,0.0,-9.5,-2.44,-7.06,-7.06,15.83,-0.45,-0.45,0.0,0.0,0.0,0.0,0.0
2020-09-30,265.25,0.0,265.25,107.35,36.29,4.29,39.14,8.87,35.28,34.02,6.53,40.55,0.91,39.64,0.0,39.64,9.81,29.83,29.83,31.69,0.94,0.94,0.0,0.0,0.0,0.0,0.0
2020-12-31,323.02,0.0,323.02,174.2,21.03,-6.61,39.74,8.9,45.11,40.65,5.14,45.79,0.85,44.94,0.0,44.94,11.47,33.47,33.47,31.69,1.06,1.06,0.0,0.0,0.0,0.0,0.0
2021-03-31,392.64,0.0,392.64,201.78,27.4,2.39,43.2,8.67,50.05,59.15,6.69,65.84,0.73,65.12,0.0,65.12,16.27,48.85,48.85,31.69,1.54,1.54,0.0,0.0,0.0,0.0,0.0
2021-06-30,301.42,0.0,301.42,163.88,29.38,-10.65,42.8,8.69,41.84,25.49,9.83,35.31,0.53,34.78,0.0,34.78,8.77,26.01,26.01,31.69,0.82,0.82,0.0,0.0,0.0,0.0,0.0
2021-09-30,416.52,0.0,416.52,223.45,34.23,-5.09,41.75,9.13,54.66,58.39,16.67,75.05,0.5,74.55,0.0,74.55,17.63,56.92,56.92,31.69,1.8,1.8,0.0,0.0,0.0,0.0,0.0
2021-12-31,408.55,0.0,408.55,223.85,30.82,-9.56,41.83,8.94,59.28,53.38,8.99,62.37,0.65,61.73,0.0,61.73,15.95,45.78,45.78,31.69,1.45,1.45,0.0,0.0,0.0,0.0,0.0
2022-03-31,456.11,0.0,456.11,231.85,36.7,0.41,43.25,10.02,63.85,70.05,10.2,80.25,-0.03,80.28,0.0,80.28,19.64,60.64,60.64,31.69,1.92,1.92,0.0,0.0,0.0,0.0,0.0
2022-06-30,414.15,0.0,414.15,216.48,41.13,-11.26,48.72,9.24,65.38,44.46,15.21,59.67,0.39,59.28,0.0,59.28,14.73,44.55,44.55,31.69,1.41,1.41,0.0,0.0,0.0,0.0,0.0
2022-09-30,448.47,0.0,448.47,207.51,37.15,6.88,47.73,9.67,68.62,70.91,26.24,97.16,1.62,95.54,0.0,95.54,22.8,72.74,72.74,31.69,2.3,2.3,0.0,0.0,0.0,0.0,0.0
2022-12-31,437.94,0.0,437.94,202.73,36.41,4.99,47.74,9.67,62.34,74.06,21.12,95.19,1.97,93.22,0.0,93.22,18.65,74.56,74.56,31.69,2.36,2.36,0.0,0.0,0.0,0.0,0.0
2023-03-31,456.07,0.0,456.07,193.38,38.21,14.21,49.3,9.78,64.56,86.63,20.79,107.42,1.47,105.94,0.0,105.94,25.31,80.63,80.63,31.69,2.55,2.55,0.0,0.0,0.0,0.0,0.0
2023-06-30,399.18,0.0,399.18,185.26,38.88,-19.22,53.17,8.53,60.38,72.19,17.85,90.04,0.71,89.33,0.0,89.33,22.27,67.06,67.06,31.69,2.12,2.12,0.0,0.0,0.0,0.0,0.0
2023-09-30,439.23,0.0,439.23,187.73,38.51,5.41,51.33,8.86,57.26,90.14,21.81,111.95,0.97,110.98,0.0,110.98,27.67,83.32,83.32,31.69,2.63,2.63,0.0,0.0,0.0,0.0,0.0
2023-12-31,465.04,0.0,465.04,209.01,43.41,-2.15,53.0,9.19,60.16,92.42,14.46,106.87,1.88,104.99,0.0,104.99,25.75,79.24,79.24,31.69,2.5,2.5,0.0,0.0,0.0,0.0,0.0
2024-03-31,539.93,0.0,539.93,232.08,50.39,8.5,54.87,9.36,74.58,110.14,14.34,124.49,1.83,122.66,0.0,122.66,30.08,92.58,92.58,31.69,2.93,2.93,0.0,0.0,0.0,0.0,0.0
2024-06-30,472.04,0.0,472.04,219.05,49.15,-21.75,58.1,9.13,73.07,85.29,13.2,98.49,1.17,97.32,0.0,97.32,24.49,72.83,72.83,31.69,2.3,2.3,0.0,0.0,0.0,0.0,0.0
2024-09-30,530.81,0.0,530.81,229.62,54.01,-6.43,58.47,9.02,80.81,105.3,25.99,131.3,0.76,130.54,0.0,130.54,32.66,97.89,97.89,31.69,3.09,3.09,0.0,0.0,0.0,0.0,0.0
2024-12-31,497.8,0.0,497.8,223.05,46.75,-11.12,57.52,8.87,79.16,93.57,13.26,106.83,0.03,106.8,0.0,106.8,26.71,80.1,80.1,31.69,2.53,2.53,0.0,0.0,0.0,0.0,0.0
