Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,100.29,73.26,75.67,74.66,90.33,82.11,89.14,88.25,90.05,87.02,74.91,74.23,60.64,68.56,53.65,61.06,69.63,64.43,47.23,47.38,65.13,58.86,60.69,65.59,61.48,58.41,69.72,58.8,54.94,55.89,52.32,48.06,53.57,61.13,54.1,54.37,52.46,58.88,73.08,63.12,72.13,62.86,56.25,51.51,51.9,53.64,56.16,57.35,52.46,51.61
"P/L Before Other Inc. , Int., Excpt. Items & Tax",108.04,103.43,120.49,128.34,130.12,121.85,77.15,102.38,112.08,92.08,83.18,98.23,54.89,75.65,54.52,82.09,76.75,69.32,62.37,66.57,83.78,93.99,70.83,68.49,71.2,70.21,64.37,66.27,69.57,57.46,77.22,88.73,76.85,70.6,75.13,74.45,75.18,53.71,74.58,96.44,84.25,79.54,81.8,74.16,66.7,46.49,39.85,43.0,42.97,19.96
Other Income,18.75,21.46,21.59,19.49,18.98,21.62,18.61,16.0,11.81,10.61,8.85,7.08,7.08,7.11,7.31,9.43,8.43,13.4,11.08,11.77,11.37,11.6,16.14,11.1,10.33,14.94,10.64,8.24,7.4,12.21,9.19,6.68,10.87,11.95,6.62,6.48,6.42,7.14,5.87,5.12,5.12,19.19,7.02,5.48,2.66,7.37,4.87,1.86,2.77,5.87
"P/L Before Int., Excpt. Items & Tax",126.79,124.89,142.08,147.82,149.1,143.47,95.75,118.38,123.89,102.69,92.03,105.31,61.97,82.77,61.83,91.52,85.18,82.72,73.45,78.34,95.15,105.58,86.96,79.59,81.53,85.15,75.01,74.51,76.97,69.66,86.41,95.41,87.72,82.55,81.75,80.93,81.6,60.85,80.44,101.56,89.37,98.72,88.82,79.64,69.37,53.86,44.73,44.86,45.74,25.83
Interest,1.01,1.6,1.69,2.6,2.02,2.17,2.53,1.91,1.91,2.0,2.14,1.26,1.04,1.13,1.33,1.51,1.46,1.65,1.7,1.96,1.91,1.81,1.7,0.12,0.05,0.07,0.12,0.1,0.12,0.09,0.05,0.05,0.07,0.24,0.04,0.05,0.05,0.04,0.03,0.09,0.06,9.2,8.29,8.39,8.69,9.77,9.49,9.48,9.75,17.66
P/L Before Exceptional Items & Tax,125.78,123.29,140.39,145.22,147.08,141.3,93.22,116.47,121.99,100.69,89.9,104.05,60.93,81.64,60.49,90.02,83.72,81.07,71.76,76.38,93.24,103.78,85.26,79.46,81.48,85.08,74.89,74.41,76.85,69.58,86.36,95.36,87.65,82.3,81.71,80.88,81.55,60.81,80.42,101.47,89.32,89.53,80.53,71.24,60.68,44.09,35.24,35.38,35.99,8.17
Exceptional Items,--,--,--,-51.86,-0.1,3.56,-4.63,-4.98,-14.4,-5.28,-12.51,5.25,9.81,-8.76,-10.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60.41,--,-34.58,--,--,--,-10.22,16.38,--,--,--,--,--
P/L Before Tax,125.78,123.29,140.39,93.37,146.98,144.86,88.59,111.49,107.59,95.4,77.39,109.3,70.74,72.87,49.59,90.02,83.72,81.07,71.76,76.38,93.24,103.78,85.26,79.46,81.48,85.08,74.89,74.41,76.85,69.58,86.36,95.36,87.65,82.3,81.71,80.88,81.55,121.22,80.42,66.89,89.32,89.53,80.53,61.02,77.06,44.09,35.24,35.38,35.99,8.17
Tax,31.8,31.79,35.75,23.43,36.71,37.19,22.68,27.45,28.24,24.53,19.86,37.57,26.97,27.3,17.43,24.8,29.39,28.63,25.34,28.48,-27.12,36.07,28.81,28.54,29.24,29.74,27.77,25.83,26.86,25.4,30.67,29.16,23.11,22.89,21.96,31.05,28.25,68.11,--,--,--,--,--,--,--,--,--,--,--,--
P/L After Tax from Ordinary Activities,93.99,91.5,104.64,69.94,110.28,107.68,65.91,84.04,79.35,70.87,57.53,71.73,43.76,45.58,32.16,65.21,54.33,52.44,46.42,47.9,120.35,67.71,56.45,50.93,52.24,55.34,47.12,48.59,50.0,44.18,55.7,66.2,64.54,59.42,59.75,49.83,53.3,53.11,80.42,66.89,89.32,89.53,80.53,61.02,77.06,44.09,35.24,35.38,35.99,8.17
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,93.99,91.5,104.64,69.94,110.28,107.68,65.91,84.04,79.35,70.87,57.53,71.73,43.76,45.58,32.16,65.21,54.33,52.44,46.42,47.9,120.35,67.71,56.45,50.93,52.24,55.34,47.12,48.59,50.0,44.18,55.7,66.2,64.54,59.42,59.75,49.83,53.3,53.11,80.42,66.89,89.32,89.53,80.53,61.02,77.06,44.09,35.24,35.38,35.99,8.17
Equity Share Capital,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44,483.44
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.94,1.89,2.16,1.45,2.28,2.23,1.36,1.74,1.64,1.47,1.19,1.49,0.91,0.94,0.67,1.35,1.12,1.08,0.96,0.99,2.49,1.4,1.17,1.05,1.08,1.14,0.97,1.0,1.03,0.91,1.15,1.37,1.34,1.23,1.24,1.03,1.1,1.1,1.66,2.1,1.85,1.85,1.67,1.26,1.59,0.91,0.73,0.73,0.74,0.17
Diluted EPS,1.94,1.89,2.16,1.45,2.28,2.23,1.36,1.74,1.64,1.47,1.19,1.49,0.91,0.94,0.67,1.35,1.12,1.08,0.96,0.99,2.49,1.4,1.17,1.05,1.08,1.14,0.97,1.0,1.03,0.91,1.15,1.37,1.34,1.23,1.24,1.03,1.1,1.1,1.66,1.38,1.85,1.85,1.67,1.26,1.59,0.91,0.73,0.73,0.74,0.17
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99,56.99
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,--,--,--
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,--,--,--
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,--,--,--
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
