Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1.78,0.84,0.76,47.74,1.8,0.22,0.57,0.75,0.54,0.46,0.46,146.39,0.48,0.72,0.42,0.54,1.34,0.6,0.56,3.12,3.54,2.1,0.76,26.97,1.88,1.88,2.64,33.87,1.67,1.68,2.52,73.98,3.47,2.1,2.93,65.92,3.72,4.23,2.19,-1.45,8.13,6.75,6.87,215.7,2.1,0.49,4.41,7.3,1.26,0.33
"P/L Before Other Inc. , Int., Excpt. Items & Tax",26.85,45.35,39.02,-186.42,7.51,15.15,58.21,-107.58,59.7,40.37,30.47,-126.57,54.63,50.63,39.86,35.66,33.7,23.22,10.12,62.7,128.48,127.84,114.07,120.86,206.12,198.13,208.94,222.61,164.78,282.6,211.0,438.18,207.11,208.79,164.97,241.55,148.62,239.29,184.55,258.25,154.85,174.5,159.64,207.35,172.33,228.26,159.45,252.74,189.41,194.62
Other Income,13.45,9.92,10.56,173.84,0.29,0.89,0.23,7.59,0.45,0.45,0.77,10.51,0.0,1.22,0.16,0.27,0.47,0.24,0.12,1.53,0.39,0.44,0.42,21.7,8.21,0.35,21.24,31.16,3.81,1.67,1.62,45.15,0.02,0.02,0.02,3.89,0.03,0.09,--,0.19,--,1.97,2.14,0.51,0.05,0.07,0.0,0.05,0.1,0.0
"P/L Before Int., Excpt. Items & Tax",40.3,55.27,49.58,-12.58,7.79,16.04,58.43,-99.99,60.15,40.82,31.24,-116.06,54.63,51.84,40.02,35.92,34.16,23.46,10.24,64.23,128.87,128.27,114.49,142.56,214.33,198.48,230.17,253.77,168.59,284.27,212.61,483.33,207.13,208.81,164.99,245.44,148.65,239.38,184.55,258.45,154.85,176.47,161.78,207.86,172.38,228.33,159.46,252.8,189.51,194.62
Interest,33.26,32.04,30.0,42.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50.77,88.92,74.03,106.11,124.89,54.24,160.55,91.15,120.24,104.29,92.08,53.53,135.32,8.9,100.66,63.1,186.68,76.78,65.52,89.74,103.57,80.71,127.86,51.33,106.77,58.04,82.17
P/L Before Exceptional Items & Tax,7.04,23.22,19.59,-54.97,7.79,16.04,58.43,-99.99,60.15,40.82,31.24,-116.06,54.63,51.84,40.02,35.92,34.16,23.46,10.24,64.23,128.87,128.27,114.49,91.79,125.4,124.45,124.07,128.88,114.35,123.72,121.46,363.09,102.84,116.73,111.47,110.13,139.75,138.72,121.46,71.76,78.07,110.95,72.05,104.29,91.67,100.46,108.12,146.02,131.47,112.45
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,7.04,23.22,19.59,-54.97,7.79,16.04,58.43,-99.99,60.15,40.82,31.24,-116.06,54.63,51.84,40.02,35.92,34.16,23.46,10.24,64.23,128.87,128.27,114.49,91.79,125.4,124.45,124.07,128.88,114.35,123.72,121.46,363.09,102.84,116.73,111.47,110.13,139.75,138.72,121.46,71.76,78.07,110.95,72.05,104.29,91.67,100.46,108.12,146.02,131.47,112.45
Tax,0.44,3.49,5.88,7.12,0.81,1.63,0.7,1.84,--,--,--,8.39,--,--,--,4.33,--,--,--,-6.02,13.02,13.15,12.42,-5.39,9.68,9.58,9.45,18.57,9.72,9.65,9.28,30.97,--,--,--,33.54,--,--,--,68.88,--,--,--,44.4,--,--,--,35.1,--,--
P/L After Tax from Ordinary Activities,6.6,19.74,13.71,-62.09,6.98,14.41,57.73,-101.83,60.15,40.82,31.24,-124.45,54.63,51.84,40.02,31.59,34.16,23.46,10.24,70.25,115.84,115.13,102.07,97.17,115.73,114.86,114.62,110.3,104.62,114.07,112.18,332.12,102.84,116.73,111.47,76.59,139.75,138.72,121.46,2.88,78.07,110.95,72.05,59.9,91.67,100.46,108.12,110.93,131.47,112.45
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.56,--,--,--,--,--,--
Net Profit/(Loss) For the Period,6.6,19.74,13.71,-62.09,6.98,14.41,57.73,-101.83,60.15,40.82,31.24,-124.45,54.63,51.84,40.02,31.59,34.16,23.46,10.24,70.25,115.84,115.13,102.07,97.17,115.73,114.86,114.62,110.3,104.62,114.07,112.18,332.12,102.84,116.73,111.47,76.59,139.75,138.72,121.46,2.88,78.07,110.95,72.05,59.34,91.67,100.46,108.12,110.93,131.47,112.45
Equity Share Capital,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2744.63,--,--,--,2415.08,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.22,0.67,0.46,-2.05,0.24,0.49,1.96,-3.44,2.04,1.38,1.06,-4.21,1.85,1.76,1.36,1.08,1.16,0.79,0.34,2.38,3.92,3.9,3.46,3.29,3.92,3.89,3.88,3.74,3.54,3.86,3.8,11.25,3.48,3.95,3.78,2.59,4.73,4.7,4.11,0.1,2.64,3.76,--,2.0,3.1,3.4,3.66,3.76,4.45,3.81
Diluted EPS,0.22,0.67,0.46,-2.05,0.24,0.49,1.96,-3.44,2.04,1.38,1.06,-4.21,1.85,1.76,1.36,1.08,1.16,0.79,0.34,2.38,3.92,3.9,3.46,3.29,3.92,3.89,3.88,3.74,3.54,3.86,3.8,11.25,3.48,3.95,3.78,2.59,4.73,4.7,4.11,0.1,2.64,3.76,--,2.0,3.1,3.4,3.66,3.76,4.45,3.81
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.61,13.61,13.61,13.62,--,13.62,13.65,--,13.87,13.87,13.87,13.91,13.91,14.03,14.12
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.1,46.11,46.11,46.14,--,46.14,46.25,--,46.97,46.97,46.97,47.1,47.1,47.51,47.82
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.92,15.91,15.91,15.9,--,15.9,15.87,--,0.16,15.66,15.66,15.62,15.62,15.5,15.41
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,--,100.0,100.0,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53.9,53.89,53.89,53.86,--,53.86,53.75,--,53.03,53.03,53.03,52.9,52.9,52.49,52.18
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
