Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,157.94,147.12,126.08,130.69,127.09,123.55,123.84,113.23,114.5,122.04,118.58,105.5,110.36,115.61,97.79,99.55,97.18,74.19,80.9,185.81,110.45,105.59,112.21,131.33,126.04,143.42,115.89,110.38,102.16,111.55,108.53,98.23,109.33,94.02,94.68,93.44,67.75,78.87,77.37,73.36,68.82,72.86,72.75,65.32,71.86,80.34,75.45,71.09,67.42,55.96
"P/L Before Other Inc. , Int., Excpt. Items & Tax",140.07,169.34,181.0,188.96,153.88,165.51,144.66,165.41,140.6,100.38,97.28,136.51,85.63,79.83,30.14,81.76,65.7,90.64,-60.43,-26.7,78.46,105.59,126.34,87.79,146.59,84.08,143.99,139.44,116.25,82.65,87.95,124.16,53.31,63.42,81.13,84.55,78.48,68.19,59.34,56.82,23.1,35.58,38.0,34.27,5.56,4.14,19.33,25.83,7.97,16.7
Other Income,16.83,18.17,18.37,27.03,13.91,14.73,12.84,8.04,11.19,34.02,10.97,8.75,6.06,8.33,8.07,7.55,6.49,6.06,7.08,11.46,13.46,9.77,5.64,2.03,10.02,14.64,9.42,7.91,24.66,9.17,13.6,15.59,11.86,11.14,10.88,6.42,6.05,3.27,1.6,7.47,2.66,2.12,2.23,7.37,10.33,0.77,1.47,5.9,0.34,1.84
"P/L Before Int., Excpt. Items & Tax",156.9,187.51,199.37,215.98,167.79,180.24,157.5,173.45,151.8,134.4,108.25,145.26,91.69,88.17,38.21,89.31,72.2,96.71,-53.35,-15.24,91.92,115.36,131.98,89.82,156.61,98.72,153.4,147.35,140.91,91.81,101.56,139.75,65.17,74.56,92.01,90.97,84.53,71.47,60.94,64.3,25.76,37.7,40.23,41.64,15.89,4.92,20.79,31.73,8.31,18.54
Interest,2.79,4.4,2.66,0.74,0.76,0.74,0.96,5.63,0.56,0.38,0.53,1.88,0.49,0.69,0.58,0.3,0.86,0.45,0.83,0.89,1.11,0.77,0.84,0.62,0.14,0.14,0.2,1.31,0.21,0.24,0.18,1.31,0.31,0.31,0.35,1.48,0.18,0.34,0.28,0.65,0.42,0.49,1.87,3.05,4.43,3.65,3.04,3.56,2.74,1.82
P/L Before Exceptional Items & Tax,154.11,183.11,196.71,215.24,167.02,179.5,156.54,167.82,151.23,134.02,107.72,143.39,91.2,87.48,37.64,89.01,71.34,96.26,-54.17,-16.13,90.81,114.59,131.13,89.2,156.47,98.58,153.2,146.03,140.69,91.58,101.38,138.44,64.87,74.25,91.66,89.5,84.34,71.13,60.67,63.64,25.34,37.21,38.37,38.59,11.46,1.27,17.75,28.18,5.57,16.72
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,154.11,183.11,196.71,215.24,167.02,179.5,156.54,167.82,151.23,134.02,107.72,143.39,91.2,87.48,37.64,89.01,71.34,96.26,-54.17,-16.13,90.81,114.59,131.13,89.2,156.47,98.58,153.2,146.03,140.69,91.58,101.38,138.44,64.87,74.25,91.66,89.5,84.34,71.13,60.67,63.64,25.34,37.21,38.37,38.59,11.46,1.27,17.75,28.18,5.57,16.72
Tax,40.34,49.33,50.23,54.0,42.46,45.7,39.87,44.55,38.46,34.16,27.48,37.79,23.46,22.59,9.67,23.33,18.66,25.61,-14.26,9.7,23.06,22.44,46.23,31.05,55.08,34.74,53.6,52.98,48.99,31.89,35.29,48.05,22.43,26.04,31.94,25.19,27.73,24.73,21.16,22.01,8.69,12.6,12.92,13.18,8.03,-0.29,5.16,7.09,2.4,5.42
P/L After Tax from Ordinary Activities,113.77,133.78,146.48,161.24,124.57,133.8,116.67,123.27,112.77,99.86,80.25,105.59,67.74,64.88,27.96,65.69,52.68,70.65,-39.91,-25.83,67.75,92.15,84.9,58.15,101.39,63.84,99.61,93.05,91.7,59.69,66.09,90.39,42.43,48.21,59.72,64.31,56.61,46.4,39.5,41.63,16.65,24.61,25.45,25.4,3.43,1.56,12.59,21.09,3.17,11.3
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,113.77,133.78,146.48,161.24,124.57,133.8,116.67,123.27,112.77,99.86,80.25,105.59,67.74,64.88,27.96,65.69,52.68,70.65,-39.91,-25.83,67.75,92.15,84.9,58.15,101.39,63.84,99.61,93.05,91.7,59.69,66.09,90.39,42.43,48.21,59.72,64.31,56.61,46.4,39.5,41.63,16.65,24.61,25.45,25.4,3.43,1.56,12.59,21.09,3.17,11.3
Equity Share Capital,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,100.99,118.76,130.03,143.13,110.58,118.77,103.57,109.42,100.11,88.65,71.23,93.73,60.13,57.6,24.82,58.31,46.75,62.89,-35.43,-22.93,60.14,81.8,75.37,51.62,90.0,56.67,88.42,82.6,81.41,52.99,58.66,80.24,37.67,42.79,53.02,57.09,50.26,41.19,35.07,36.96,14.78,21.85,22.59,22.55,3.05,1.39,11.18,18.72,2.82,10.03
Diluted EPS,100.99,118.76,130.03,143.13,110.58,118.77,103.57,109.42,100.11,88.65,71.23,93.73,60.13,57.6,24.82,58.31,46.75,62.89,-35.43,-22.93,60.14,81.8,75.37,51.62,90.0,56.67,88.42,82.6,81.41,52.99,58.66,80.24,37.67,42.79,53.02,57.09,50.26,41.19,35.07,36.96,14.78,21.85,22.59,22.55,3.05,1.39,11.18,18.72,2.82,10.03
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.86,0.86
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
