Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,113.71,145.71,99.92,17.12,14.11,7.32,10.77,49.49,13.86,11.75,13.2,4.04,4.79,102.06,104.51,122.23,106.91,63.6,58.98,100.68,57.33,65.53,85.58,93.85,209.04,79.46,90.64,94.77,108.63,60.21,121.61,142.32,62.1,48.31,51.2,75.44,24.6,32.96,22.41,34.45,25.35,15.78,66.27,155.22,48.59,50.46,109.55,137.61,128.18,184.93
"P/L Before Other Inc. , Int., Excpt. Items & Tax",135.95,109.67,84.41,-1.17,78.9,46.18,45.93,-29.65,4.32,3.34,3.14,3.8,3.27,128.07,97.96,70.67,87.36,121.8,104.24,141.04,101.61,87.55,91.16,93.93,-42.44,77.45,89.02,23.17,81.83,81.49,88.3,56.48,112.73,249.07,280.32,275.83,258.19,235.21,232.43,122.52,123.68,109.59,73.74,19.58,76.94,70.65,85.08,116.83,74.83,68.82
Other Income,0.19,0.93,0.25,7.37,1.99,21.79,18.09,10.64,8.63,4.41,0.47,0.95,0.08,1.01,5.18,14.14,2.68,1.78,0.89,3.48,1.19,0.4,2.83,11.07,0.52,24.14,14.68,44.55,3.6,5.0,0.3,0.83,9.72,0.6,5.13,0.94,4.24,11.41,0.22,6.2,0.19,6.42,6.82,1.36,0.77,0.81,2.06,0.08,7.52,0.13
"P/L Before Int., Excpt. Items & Tax",136.14,110.6,84.66,6.2,80.89,67.97,64.02,-19.01,12.95,7.75,3.61,4.75,3.35,129.08,103.14,84.81,90.04,123.58,105.13,144.52,102.8,87.95,93.99,105.0,-41.92,101.59,103.7,67.72,85.43,86.49,88.6,57.31,122.45,249.67,285.45,276.77,262.43,246.62,232.65,128.72,123.87,116.01,80.56,20.94,77.71,71.46,87.14,116.91,82.35,68.95
Interest,165.24,280.99,227.85,17.61,112.64,48.46,54.59,45.64,22.56,23.35,24.75,27.91,19.44,171.01,156.13,230.71,175.22,209.14,275.63,105.47,290.12,273.74,223.6,215.54,221.41,208.19,200.51,224.73,235.49,182.96,178.43,178.39,196.58,175.33,194.44,173.57,173.97,171.7,189.07,130.59,142.64,126.82,137.24,125.42,108.28,94.99,80.02,96.05,100.48,94.09
P/L Before Exceptional Items & Tax,-29.1,-170.39,-143.19,-11.41,-31.75,19.51,9.43,-64.65,-9.61,-15.6,-21.14,-23.16,-16.09,-41.93,-52.99,-145.9,-85.18,-85.56,-170.5,39.05,-187.32,-185.79,-129.61,-110.54,-263.33,-106.6,-96.81,-157.01,-150.06,-96.47,-89.83,-121.08,-74.13,74.34,91.01,103.2,88.46,74.92,43.58,-1.87,-18.77,-10.81,-56.68,-104.48,-30.57,-23.53,7.12,20.86,-18.13,-25.14
Exceptional Items,--,106.83,--,55.11,-2.93,--,--,120.57,--,--,--,-16.79,--,524.48,66.4,-256.15,-343.93,-129.91,-66.86,-821.52,-35.33,-44.49,-89.13,-475.96,1035.78,--,--,-662.5,-420.74,-179.92,-174.13,-2357.68,-343.07,-752.65,-200.76,-1875.68,-48.43,-61.39,-30.23,-262.4,--,--,--,326.26,--,--,13.28,75.83,--,--
P/L Before Tax,-29.1,-63.56,-143.19,43.7,-34.68,19.51,9.43,55.92,-9.61,-15.6,-21.14,-39.95,-16.09,482.55,13.41,-402.05,-429.11,-215.47,-237.36,-782.47,-222.65,-230.28,-218.74,-586.5,772.45,-106.6,-96.81,-819.51,-570.8,-276.39,-263.96,-2478.76,-417.2,-678.31,-109.75,-1772.48,40.03,13.53,13.35,-264.27,-18.77,-10.81,-56.68,221.78,-30.57,-23.53,20.4,96.69,-18.13,-25.14
Tax,0.4,-0.08,2.47,--,--,0.15,--,--,--,--,--,58.72,--,--,--,--,-0.66,-1.3,-1.91,34.91,-2.92,-3.32,-3.69,-4.12,-4.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,-35.27,22.03,13.31,14.61,0.02,20.94,14.68,-1.81,-5.87,7.24,2.56,12.01,-0.43,5.46,5.14,25.26,-5.61,-1.66
P/L After Tax from Ordinary Activities,-29.5,-63.48,-145.66,43.7,-34.68,19.36,9.43,55.92,-9.61,-15.6,-21.14,-98.67,-16.09,482.55,13.41,-402.05,-428.45,-214.17,-235.45,-817.38,-219.73,-226.96,-215.05,-582.38,776.45,-106.62,-96.83,-819.53,-570.83,-276.41,-263.98,-2478.78,-381.93,-700.34,-123.06,-1787.09,40.01,-7.41,-1.33,-262.46,-12.9,-18.05,-59.24,209.77,-30.14,-28.99,15.26,71.43,-12.52,-23.48
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,-690.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,-29.5,-63.48,-145.66,43.7,-34.68,19.36,9.43,55.92,-9.61,-15.6,-21.14,-98.67,-706.23,482.55,13.41,-402.05,-428.45,-214.17,-235.45,-817.38,-219.73,-226.96,-215.05,-582.38,776.45,-106.62,-96.83,-819.53,-570.83,-276.41,-263.98,-2478.78,-381.93,-700.34,-123.06,-1787.09,40.01,-7.41,-1.33,-262.46,-12.9,-18.05,-59.24,209.77,-30.14,-28.99,15.26,71.43,-12.52,-23.48
Equity Share Capital,1055.9,1055.9,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,603.59,529.58,436.13,436.13,436.13,389.24,389.24,389.24,389.24,389.24,389.24,389.24,389.24
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,-0.05,-0.06,-0.15,0.07,-0.06,0.03,0.02,0.09,-0.02,-0.03,-0.04,-0.16,-1.17,0.8,0.09,-0.67,-0.14,-0.14,-0.28,-1.35,-0.36,-0.38,-0.36,-0.97,1.29,-0.18,-0.16,-1.36,-0.25,-0.46,-0.15,-4.12,-0.63,-1.16,-0.2,-2.97,0.07,-0.01,0.0,-0.6,-0.03,-0.04,-0.15,0.54,-0.08,-0.07,0.04,0.18,-0.03,-0.06
Diluted EPS,-0.05,-0.06,-0.15,0.06,-0.06,0.03,0.02,0.08,-0.02,-0.03,-0.04,-0.16,-1.17,0.79,0.02,-0.67,-0.71,-0.35,-0.39,-1.35,-0.36,-0.38,-0.36,-0.97,1.29,-0.18,-0.16,-1.36,-0.25,-0.46,-0.44,-4.12,-0.63,-1.16,-0.2,-2.97,0.07,-0.01,--,-0.6,-0.03,-0.04,-0.15,0.54,-0.08,-0.07,0.04,0.18,-0.03,-0.06
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,147.72,151.58,154.72,110.16,110.16,110.16,110.16,110.37,110.37,110.39,110.49
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.87,34.76,35.48,28.3,28.3,28.3,28.3,28.36,28.36,28.36,28.39
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.08,59.8,99.6,112.66,100.55,120.59,136.36,167.36,176.21,191.53,199.69
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.54,21.15,35.62,40.37,36.03,43.21,48.86,60.01,63.19,68.69,71.64
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.54,13.71,22.84,28.94,25.83,30.98,35.03,42.99,45.26,49.21,51.3
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
