Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Other Income,4.81,15.15,0.81,4.87,34.42,7.48,1.46,19.21,2.79,1.25,0.54,1.63,41.5,13.47,19.52,31.92,10.1,5.82,12.33,25.64,6.29,7.59,9.03,9.05,5.2,4.22,4.65,11.81,4.2,3.76,5.13,29.72,18.69,8.79,5.25,15.02,9.62,7.28,7.1,31.81,14.56,7.5,5.63,35.55,8.57,7.04,12.23,52.82,13.43,21.18
"P/L Before Int., Excpt. Items & Tax",46.64,70.88,-66.02,358.67,74.59,53.25,-64.61,290.24,78.58,27.12,-71.1,215.91,99.48,26.28,-78.62,190.27,37.52,26.96,-122.82,151.71,14.55,-16.53,-85.17,245.47,62.97,31.23,-149.32,234.76,29.35,21.63,-73.86,214.89,34.88,-6.36,-97.32,179.86,15.25,-18.64,-63.17,181.36,6.9,-36.84,-74.15,70.92,35.06,-6.12,3.79,72.91,-26.21,-27.61
Interest,16.7,15.76,8.92,10.73,7.52,10.75,10.03,12.21,12.04,10.77,11.23,10.27,20.36,12.48,14.21,12.32,8.27,8.6,9.93,9.7,9.73,9.39,11.68,15.76,18.27,14.34,11.02,12.72,12.66,11.43,11.27,14.64,13.14,10.24,9.78,12.79,13.02,11.52,11.7,12.51,18.32,18.3,21.38,17.67,29.68,33.15,29.96,40.02,37.13,34.95
P/L Before Exceptional Items & Tax,29.94,55.12,-74.94,347.94,67.07,42.5,-74.64,278.03,66.54,16.35,-82.33,205.65,79.12,13.8,-92.83,177.95,29.25,18.36,-132.75,142.01,4.82,-25.92,-96.85,229.71,44.7,16.89,-160.34,222.04,16.69,10.2,-85.13,200.25,21.74,-16.6,-107.1,167.07,2.23,-30.16,-74.87,168.85,-11.42,-55.14,-95.53,53.25,5.38,-39.27,-26.17,32.89,-63.34,-62.56
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.87,0.87,--,--,0.15,--,--,--,14.99,0.13,0.44,0.33,10.0,--,0.12
P/L Before Tax,29.94,55.12,-74.94,347.94,67.07,42.5,-74.64,278.03,66.54,16.35,-82.33,205.65,79.12,13.8,-92.83,177.95,29.25,18.36,-132.75,142.01,4.82,-25.92,-96.85,229.71,44.7,16.89,-160.34,222.04,16.69,10.2,-85.13,200.25,21.74,-16.6,-107.1,166.2,3.1,-30.16,-74.87,169.0,-11.42,-55.14,-95.53,68.24,5.51,-38.83,-25.84,42.89,-63.34,-62.44
Tax,5.17,3.71,-4.91,90.81,18.65,-9.61,--,119.81,--,--,--,71.15,--,--,--,18.01,--,--,--,-44.32,--,--,--,67.47,--,--,--,34.35,--,--,--,13.85,--,--,--,11.62,--,--,--,0.15,--,--,--,4.35,--,0.05,--,-42.46,--,--
P/L After Tax from Ordinary Activities,24.77,51.41,-70.03,257.13,48.42,52.11,-74.64,158.22,66.54,16.35,-82.33,134.5,79.12,13.8,-92.83,159.94,29.25,18.36,-132.75,186.33,4.82,-25.92,-96.85,162.24,44.7,16.89,-160.34,187.69,16.69,10.2,-85.13,186.4,21.74,-16.6,-107.1,154.58,3.1,-30.16,-74.87,168.85,-11.42,-55.14,-95.53,63.89,5.51,-38.88,-25.84,85.35,-63.34,-62.44
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,24.77,51.41,-70.03,257.13,48.42,52.11,-74.64,158.22,66.54,16.35,-82.33,134.5,79.12,13.8,-92.83,159.94,29.25,18.36,-132.75,186.33,4.82,-25.92,-96.85,162.24,44.7,16.89,-160.34,187.69,16.69,10.2,-85.13,186.4,21.74,-16.6,-107.1,154.58,3.1,-30.16,-74.87,168.85,-11.42,-55.14,-95.53,63.89,5.51,-38.88,-25.84,85.35,-63.34,-62.44
Equity Share Capital,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.77,41.77,41.77,41.64,41.77,41.77,41.77,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.77,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,2353.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.95,12.35,-16.82,61.75,11.63,12.51,-17.92,37.99,15.98,3.93,-19.77,32.3,19.0,3.31,-22.29,38.41,7.02,4.41,-31.88,44.74,1.16,-6.22,-23.26,38.96,10.73,4.06,-38.5,45.07,4.01,2.45,-20.44,44.76,5.22,-3.99,-25.72,37.12,0.74,-7.24,-17.98,40.55,-2.74,-13.24,-22.94,15.34,1.32,-9.34,-6.2,20.49,-15.21,-14.99
Diluted EPS,5.95,12.35,-16.82,61.75,11.63,12.51,-17.92,37.99,15.98,3.93,-19.77,32.3,19.0,3.31,-22.29,38.41,7.02,4.41,-31.88,44.74,1.16,-6.22,-23.26,38.96,10.73,4.06,-38.5,45.07,4.01,2.45,-20.44,44.76,5.22,-3.99,-25.72,37.12,0.74,-7.24,-17.98,40.55,-2.74,-13.24,-22.94,15.34,1.32,-9.34,-6.2,20.49,-15.21,-14.99
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97,45.97
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03,54.03
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
