Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,113.71,120.36,126.13,124.45,107.17,106.82,118.12,116.7,95.4,106.3,109.0,102.3,86.5,88.41,80.82,83.39,71.83,64.17,36.22,64.31,63.65,67.95,75.78,74.08,88.65,83.0,78.08,68.85,58.41,61.28,63.81,53.24,43.56,52.32,51.4,50.22,49.27,50.66,45.26,43.58,42.26,44.44,42.49,40.69,34.88,38.22,36.21,35.32,39.51,32.62
"P/L Before Other Inc. , Int., Excpt. Items & Tax",85.41,112.45,119.02,176.91,81.5,114.44,114.4,131.59,81.3,110.4,149.8,157.4,92.5,103.34,72.88,67.38,48.31,65.0,-3.86,75.31,65.67,70.61,74.33,79.02,34.99,50.66,45.3,35.05,11.38,42.14,31.2,33.97,16.84,40.56,42.07,41.86,28.39,29.97,40.18,26.85,22.51,29.1,37.77,22.88,5.49,12.8,14.57,21.56,12.58,16.98
Other Income,13.37,12.14,11.9,10.75,10.58,10.09,9.35,6.68,14.4,21.5,10.6,4.9,2.8,3.77,2.88,7.86,1.81,2.21,7.8,7.29,5.3,6.4,4.2,6.84,3.39,3.26,2.12,1.79,2.57,14.82,2.01,--,2.21,1.7,1.67,0.64,1.3,1.92,1.49,0.39,2.78,2.09,1.39,0.11,0.92,6.47,3.33,1.07,0.81,2.08
"P/L Before Int., Excpt. Items & Tax",98.78,124.59,130.92,187.66,92.08,124.53,123.74,138.27,95.7,131.9,160.4,162.3,95.3,107.11,75.76,75.24,50.12,67.21,3.94,82.6,70.97,77.01,78.53,85.86,38.38,53.92,47.42,36.84,13.95,56.96,33.21,33.97,19.05,42.26,43.74,42.5,29.69,31.89,41.67,27.24,25.29,31.19,39.16,22.99,6.41,19.27,17.9,22.63,13.39,19.06
Interest,1.06,0.94,1.09,1.11,0.85,0.9,0.93,1.37,0.5,0.5,0.4,1.3,0.3,0.39,0.4,0.58,0.29,0.26,0.31,0.21,1.94,0.28,0.32,0.21,0.36,0.57,0.62,0.26,0.33,0.35,0.23,0.22,0.23,0.16,0.23,0.44,0.2,0.16,0.12,0.15,0.15,0.12,0.15,0.24,0.16,0.19,0.28,0.44,0.26,0.3
P/L Before Exceptional Items & Tax,97.72,123.65,129.83,186.55,91.23,123.63,122.81,136.9,95.2,131.4,160.0,161.0,95.0,106.72,75.36,74.66,49.83,66.95,3.63,82.39,69.03,76.73,78.21,85.65,38.02,53.35,46.8,36.58,13.62,56.61,32.98,33.75,18.82,42.1,43.51,42.06,29.49,31.73,41.55,27.09,25.14,31.07,39.01,22.75,6.25,19.08,17.62,22.19,13.13,18.76
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.02,1.04,--,-6.07,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,97.72,123.65,129.83,186.55,91.23,123.63,122.81,136.9,95.2,131.4,160.0,161.0,95.0,106.72,75.36,74.66,49.83,66.95,3.63,82.39,69.03,76.73,78.21,85.65,38.02,53.35,46.8,36.58,13.62,56.61,32.98,33.75,18.82,42.1,43.51,44.08,30.53,31.73,35.48,27.09,25.14,31.07,39.01,22.75,6.25,19.08,17.62,22.19,13.13,18.76
Tax,23.42,33.7,33.53,45.12,23.7,30.58,32.68,32.38,24.6,33.8,41.9,39.7,25.2,27.53,18.64,21.73,12.65,17.01,0.48,21.13,-15.53,26.93,27.72,28.43,11.59,18.79,16.35,12.88,4.45,19.36,11.06,8.04,5.54,12.24,15.16,16.58,10.41,10.76,12.14,9.88,8.38,10.32,13.06,7.88,1.68,5.87,5.52,7.06,4.22,5.46
P/L After Tax from Ordinary Activities,74.31,89.95,96.31,141.43,67.53,93.05,90.14,104.51,70.6,97.6,118.1,121.3,69.8,79.19,56.72,52.93,37.18,49.94,3.15,61.26,84.56,49.8,50.49,57.22,26.43,34.56,30.45,23.7,9.17,37.25,21.92,25.71,13.28,29.86,28.35,27.5,20.12,20.97,23.34,17.21,16.76,20.75,25.95,14.87,4.57,13.21,12.1,15.13,8.91,13.3
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,74.31,89.95,96.31,141.43,67.53,93.05,90.14,104.51,70.6,97.6,118.1,121.3,69.8,79.19,56.72,52.93,37.18,49.94,3.15,61.26,84.56,49.8,50.49,57.22,26.43,34.56,30.45,23.7,9.17,37.25,21.92,25.71,13.28,29.86,28.35,27.5,20.12,20.97,23.34,17.21,16.76,20.75,25.95,14.87,4.57,13.21,12.1,15.13,8.91,13.3
Equity Share Capital,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.22,75.2,75.2,75.2,75.2,75.2,75.22,75.22,75.22,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,75.21,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,63.72,63.72,63.72
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,9.88,11.96,12.8,18.8,8.98,12.37,11.98,13.89,9.39,12.98,15.7,16.13,9.28,10.53,7.54,7.04,4.94,6.64,0.42,8.14,11.24,6.62,6.71,7.61,3.51,4.59,4.05,3.48,1.35,5.48,3.22,3.78,1.95,4.39,4.17,4.04,2.96,3.08,3.43,2.53,2.47,3.05,3.82,2.19,0.67,1.94,1.78,2.37,1.4,2.09
Diluted EPS,9.88,11.96,12.8,18.8,8.98,12.37,11.98,13.89,9.39,12.98,15.7,16.13,9.28,10.53,7.54,7.04,4.94,6.64,0.42,8.14,11.24,6.62,6.71,7.61,3.51,4.59,4.05,3.48,1.35,5.48,3.22,3.78,1.95,4.39,4.17,4.04,2.96,3.08,3.43,2.53,2.47,3.05,3.82,2.19,0.67,1.94,1.78,2.37,1.4,2.09
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.27,1.27,1.27
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,19.98,19.98,19.98
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,80.02,80.02,80.02
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
