Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,17.7,20.5,16.7,26.86,16.32,16.86,10.62,20.08,15.66,13.87,15.08,16.61,20.15,8.55,5.34,20.72,12.83,9.95,3.11,19.82,18.8,7.79,6.24,10.48,10.51,6.78,4.05,7.78,6.0,2.77,1.39,1.51,1.73,1.25,1.29,2.2,1.19,1.25,1.49,1.67,1.98,1.25,1.52,2.41,1.9,2.29,1.65,1.73,1.78,1.22
"P/L Before Other Inc. , Int., Excpt. Items & Tax",69.86,73.35,33.66,23.95,40.28,34.02,30.46,41.31,23.88,15.34,30.32,24.52,20.69,8.12,2.67,11.82,4.96,2.48,-7.28,-6.81,1.78,0.15,5.14,-5.82,-8.63,-2.81,-2.75,3.15,1.65,3.32,2.56,6.89,2.39,3.71,1.78,4.56,2.25,2.96,3.18,3.81,2.9,2.34,2.0,3.12,1.33,1.54,1.73,2.61,1.07,1.71
Other Income,1.74,2.79,3.13,4.61,2.71,3.4,1.5,0.83,1.48,6.33,2.8,3.22,1.56,1.42,1.68,1.95,2.63,3.04,3.82,1.11,7.8,7.49,9.99,7.59,6.8,0.3,0.44,6.08,0.88,0.17,0.21,0.31,0.35,0.4,0.14,0.94,0.42,0.16,0.18,0.46,0.39,0.26,0.24,0.3,0.81,0.27,0.19,0.38,0.94,0.61
"P/L Before Int., Excpt. Items & Tax",71.59,76.14,36.79,28.56,43.0,37.42,31.97,42.14,25.36,21.66,33.12,27.74,22.25,9.54,4.35,13.76,7.59,5.52,-3.46,-5.7,9.59,7.64,15.12,1.77,-1.82,-2.51,-2.31,9.22,2.53,3.5,2.77,7.21,2.73,4.11,1.93,5.51,2.67,3.12,3.36,4.26,3.29,2.59,2.24,3.43,2.14,1.81,1.92,2.99,2.01,2.33
Interest,10.72,11.18,8.7,12.68,13.07,9.35,7.13,7.72,8.06,6.98,8.41,4.22,2.14,1.3,1.6,1.61,1.87,2.1,1.84,2.77,3.59,3.57,3.87,3.02,3.53,5.31,3.07,1.78,1.46,1.56,1.33,1.77,1.28,1.13,1.2,1.24,1.45,1.57,1.48,1.7,1.6,1.34,1.14,1.46,1.49,1.39,1.45,1.25,1.5,1.88
P/L Before Exceptional Items & Tax,60.87,64.97,28.09,15.88,29.92,28.07,24.84,34.42,17.3,14.68,24.71,23.52,20.11,8.24,2.75,12.15,5.73,3.42,-5.31,-8.47,5.99,4.07,11.26,-1.26,-5.35,-7.82,-5.38,7.44,1.08,1.93,1.44,5.44,1.45,2.99,0.73,4.26,1.21,1.55,1.88,2.56,1.69,1.25,1.1,1.96,0.65,0.42,0.47,1.75,0.51,0.44
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,-2.55,--,--,--,--,--,0.5,--,--,--,--,--,--,--,--,--,0.1,-0.1,0.03,-0.02,-0.96,-0.06,-0.54,--,-0.19,0.0,-0.18,--,--,0.02,-0.37,--,0.0,-0.08,-0.01,-0.01,--
P/L Before Tax,60.87,64.97,28.09,15.88,29.92,28.07,24.84,34.42,17.3,14.68,24.71,23.52,20.11,5.69,2.75,12.15,5.73,3.42,-5.31,-7.97,5.99,4.07,11.26,-1.26,-5.35,-7.82,-5.38,7.44,1.08,2.03,1.34,5.47,1.43,2.03,0.67,3.73,1.21,1.36,1.88,2.37,1.69,1.25,1.12,1.6,0.65,0.42,0.4,1.74,0.5,0.44
Tax,14.57,16.77,7.35,4.2,7.64,7.08,6.14,6.61,4.32,3.57,5.9,6.05,7.62,1.98,0.71,3.15,1.16,1.16,-1.68,-2.36,1.17,1.04,2.88,-2.01,-1.36,-1.41,-1.44,1.72,0.42,0.63,0.23,2.64,0.25,0.73,-0.03,1.37,0.34,0.34,0.34,0.51,0.51,0.13,0.37,0.53,0.17,0.12,0.12,0.78,0.05,0.14
P/L After Tax from Ordinary Activities,46.31,48.2,20.74,11.68,22.28,20.99,18.7,27.81,12.98,11.11,18.81,17.47,12.49,3.71,2.03,9.0,4.57,2.26,-3.62,-5.61,4.82,3.03,8.37,0.76,-3.99,-6.41,-3.94,5.72,0.66,1.4,1.11,2.83,1.18,1.3,0.7,2.36,0.87,1.02,1.55,1.86,1.18,1.13,0.75,1.06,0.48,0.3,0.27,0.96,0.45,0.3
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,46.31,48.2,20.74,11.68,22.28,20.99,18.7,27.81,12.98,11.11,18.81,17.47,12.49,3.71,2.03,9.0,4.57,2.26,-3.62,-5.61,4.82,3.03,8.37,0.76,-3.99,-6.41,-3.94,5.72,0.66,1.4,1.11,2.83,1.18,1.3,0.7,2.36,0.87,1.02,1.55,1.86,1.18,1.13,0.75,1.06,0.48,0.3,0.27,0.96,0.45,0.3
Equity Share Capital,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,32.83,31.75,30.67,20.07,20.07,20.07,20.07,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43,14.43
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.64,5.87,2.53,1.42,2.71,2.56,2.28,3.39,1.58,1.35,2.29,2.13,1.52,0.45,0.25,1.1,0.56,0.27,-0.44,-0.68,0.59,0.37,1.02,0.1,-0.54,-1.28,-0.78,1.14,0.13,0.37,0.32,0.78,0.33,0.36,0.19,0.65,0.24,0.28,0.43,0.52,0.33,0.31,0.21,0.3,0.13,0.08,0.08,0.27,0.13,0.09
Diluted EPS,5.64,5.87,2.53,1.42,2.71,2.56,2.28,3.39,1.58,1.35,2.29,2.13,1.52,0.45,0.25,1.1,0.56,0.27,-0.44,-0.71,0.58,0.37,1.0,0.09,-0.5,-1.2,-0.74,1.14,0.13,0.37,0.32,0.78,0.33,0.36,0.19,0.65,0.24,0.28,0.43,0.52,0.33,0.31,0.21,0.3,0.13,0.08,0.08,0.27,0.13,0.09
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.78
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.15,49.15,49.15,49.15,49.15,49.15,49.15,49.15,49.15,49.15,49.15,49.14,49.25
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.83,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,97.27,97.27,97.27,97.27,97.27,97.27,97.27,97.27,97.27,97.07,97.27,97.27
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50.85,49.46,49.46,49.46,49.46,49.46,49.46,49.46,49.46,49.46,49.36,49.47,49.36
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
