Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-31.56,-31.25,-51.63,-34.15,-37.35,-31.32,-64.07,-29.31,-35.93,-37.58,-24.26,506.96,-21.92,-29.01,-28.73,-34.96,7.05,-10.65,-22.19,-209.92,45.37,57.82,30.63,42.44,57.28,61.07,15.04,3.05,16.24,-5.06,6.81,-22.77,16.12,-28.54,-28.14,-39.25,13.11,-34.64,-44.86,-53.76,-10.37,-38.89,31.86,42.53,33.6,13.2,3.28,-13.11,27.01,23.51
Other Income,35.06,43.02,138.1,64.35,62.6,43.51,28.54,43.04,24.78,23.25,9.12,5.01,1.13,30.71,17.59,11.52,3.1,25.39,2.18,9.44,2.18,2.7,17.87,5.86,1.89,1.43,8.61,15.63,0.25,22.51,24.71,7.15,11.8,31.06,24.54,33.19,20.04,44.67,30.11,39.62,25.46,27.94,31.97,100.94,43.0,43.41,34.99,87.63,68.73,75.94
"P/L Before Int., Excpt. Items & Tax",3.5,11.77,86.47,30.2,25.25,12.19,-35.53,13.73,-11.15,-14.33,-15.14,511.97,-20.79,1.7,-11.14,-23.44,10.15,14.74,-20.01,-200.48,47.55,60.52,48.5,48.3,59.17,62.5,23.65,18.68,16.49,17.45,31.52,-15.62,27.92,2.52,-3.6,-6.06,33.15,10.03,-14.75,-14.14,15.09,-10.95,63.83,143.47,76.6,56.61,38.27,74.52,95.74,99.45
Interest,0.55,0.12,0.1,0.15,-0.99,1.07,0.47,-2.79,-7.29,9.7,111.59,54.27,53.17,50.22,48.28,51.92,51.07,48.09,47.4,47.08,39.25,26.77,25.9,23.37,18.67,13.16,10.07,6.74,4.98,2.55,2.33,14.41,3.21,1.57,2.08,6.02,7.83,5.46,10.59,4.54,6.84,2.34,3.29,11.04,15.14,20.12,20.69,51.39,46.32,60.51
P/L Before Exceptional Items & Tax,2.95,11.65,86.37,30.05,26.24,11.12,-36.0,16.52,-3.86,-24.03,-126.73,457.7,-73.96,-48.52,-59.42,-75.36,-40.92,-33.35,-67.41,-247.56,8.3,33.75,22.6,24.93,40.5,49.34,13.58,11.94,11.51,14.9,29.19,-30.03,24.71,0.95,-5.68,-12.08,25.32,4.57,-25.34,-18.68,8.25,-13.29,60.54,132.43,61.46,36.49,17.58,23.13,49.42,38.94
Exceptional Items,0.05,27.75,-44.14,0.97,0.01,1.03,42.61,0.82,1.8,1413.65,0.99,16.1,-11.59,-137.28,-22.43,-843.58,-19.74,13.03,-26.88,-47.96,2.11,1.5,0.03,-8.29,1.61,-1.59,-1.49,-4.88,-1.11,-0.81,-1.61,-1.85,84.95,9.5,-1.33,25.88,4.42,40.28,-5.21,63.51,-36.13,-5.56,1.23,-20.15,-4.79,19.62,-17.74,-0.8,0.61,-12.62
P/L Before Tax,3.0,39.4,42.23,31.02,26.25,12.15,6.61,17.34,-2.06,1389.62,-125.74,473.8,-85.55,-185.8,-81.85,-918.94,-60.66,-20.32,-94.29,-295.52,10.41,35.25,22.63,16.64,42.11,47.75,12.09,7.06,10.4,14.09,27.58,-31.88,109.66,10.45,-7.01,13.8,29.74,44.85,-30.55,44.83,-27.88,-18.85,61.77,112.28,56.67,56.11,-0.16,22.33,50.03,26.32
Tax,3.56,1.24,10.62,-0.8,3.35,1.48,3.79,4.78,-74.12,272.43,--,362.53,--,--,--,-324.53,--,--,--,-24.15,9.43,11.7,2.9,4.88,14.06,16.07,2.15,-5.76,4.14,2.46,9.45,-11.06,35.23,--,--,-7.08,9.85,0.25,--,6.85,-7.12,-8.77,21.0,29.17,19.17,19.07,-0.06,-6.31,14.05,8.54
P/L After Tax from Ordinary Activities,-0.56,38.16,31.61,31.82,22.9,10.67,2.82,12.56,72.06,1117.19,-125.74,111.27,-85.55,-185.8,-81.85,-594.41,-60.66,-20.32,-94.29,-271.37,0.98,23.55,19.73,11.76,28.05,31.68,9.94,12.82,6.26,11.63,18.13,-20.82,74.43,10.45,-7.01,20.88,19.89,44.6,-30.55,37.98,-20.76,-10.08,40.77,83.11,37.5,37.04,-0.1,28.64,35.98,17.78
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-50.38,-46.21,-47.44,5.12,-26.43,-7.14,-131.51
Net Profit/(Loss) For the Period,-0.56,38.16,31.61,31.82,22.9,10.67,2.82,12.56,72.06,1117.19,-125.74,111.27,-85.55,-185.8,-81.85,-594.41,-60.66,-20.32,-94.29,-271.37,0.98,23.55,19.73,11.76,28.05,31.68,9.94,12.82,6.26,11.63,18.13,-20.82,74.43,10.45,-7.01,20.88,19.89,44.6,-30.55,37.98,-20.76,-10.08,40.77,32.73,-8.71,-10.4,5.02,2.21,28.84,-113.73
Equity Share Capital,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,100.0,99.97,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.0,0.25,0.21,0.21,0.15,0.07,0.02,0.08,0.48,7.45,-0.84,0.74,-0.57,-1.24,-0.55,-3.96,-0.4,-0.14,-0.63,-1.81,0.01,0.16,0.13,0.08,0.19,0.21,0.07,0.13,0.06,0.12,0.18,-0.21,0.74,0.1,-0.07,0.21,0.2,0.45,-0.31,0.38,-0.21,-0.1,0.41,0.33,-0.09,-0.1,0.05,0.02,0.29,-0.14
Diluted EPS,--,0.25,0.21,0.21,0.15,0.07,0.02,0.08,0.48,7.41,-0.84,0.74,-0.57,-1.24,-0.55,-3.96,-0.4,-0.14,-0.63,-1.81,0.01,0.16,0.13,0.08,0.19,0.21,0.07,0.13,0.06,0.12,0.18,-0.21,0.74,0.1,-0.07,0.21,0.2,0.45,-0.31,0.38,-0.21,-0.1,0.41,0.33,-0.09,-0.1,0.05,0.02,0.29,-0.14
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.07,--,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.0,10.0,10.0,10.0,10.0,0.67,0.67,0.67
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.07,--,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.07,10.0,10.0,10.0,10.0,10.0,0.67,0.67,0.67
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89.93,--,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,90.0,90.0,90.0,90.0,90.0,99.33,99.33,99.33
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89.93,--,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,90.0,90.0,90.0,90.0,90.0,99.33,99.33,99.33
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
