Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,226.27,205.9,150.21,167.93,135.17,113.56,102.74,123.73,154.64,125.14,133.86,219.13,149.08,147.26,135.55,160.49,113.89,78.04,63.57,103.1,160.9,234.87,121.62,159.13,77.61,225.24,219.07,307.66,110.86,246.47,440.44,444.99,320.27,296.24,242.85,370.1,227.47,229.46,274.93,265.99,123.22,175.47,204.33,69.34,149.61,394.54,396.23,206.83,294.69,306.85
"P/L Before Other Inc. , Int., Excpt. Items & Tax",239.99,27.14,132.56,87.04,5.66,-1.92,10.3,-37.59,-43.39,-7.94,-54.43,-45.09,4.45,-77.8,-29.01,-29.17,-46.79,-83.93,-143.82,-321.97,-369.65,-655.65,-232.27,-190.73,-95.78,-159.75,-176.47,39.19,162.54,-130.93,174.14,616.99,547.94,371.93,38.03,343.27,197.11,130.41,9.89,-254.79,-134.94,-107.28,-41.78,56.55,-81.44,-330.9,-214.12,-274.57,-452.52,-253.12
Other Income,40.46,47.91,52.77,44.89,47.44,47.67,52.88,45.15,47.35,96.5,16.59,14.81,15.06,35.33,29.54,15.44,15.33,17.87,38.15,22.16,25.4,76.34,112.28,97.97,109.21,137.98,90.62,83.23,94.49,94.65,96.79,122.57,123.01,110.27,102.18,148.0,85.76,120.98,157.74,186.91,47.27,48.58,50.93,60.54,57.32,57.21,85.88,66.76,70.36,76.07
"P/L Before Int., Excpt. Items & Tax",280.45,75.05,185.33,131.93,53.1,45.75,63.18,7.56,3.96,88.56,-37.84,-30.28,19.51,-42.47,0.53,-13.73,-31.46,-66.06,-105.67,-299.81,-344.25,-579.31,-119.99,-92.76,13.43,-21.77,-85.85,122.42,257.03,-36.28,270.93,739.56,670.95,482.2,140.21,491.27,282.87,251.39,167.63,-67.88,-87.67,-58.7,9.15,117.09,-24.12,-273.69,-128.24,-207.81,-382.16,-177.05
Interest,79.84,71.44,65.29,63.23,28.93,57.59,75.92,84.15,92.2,104.75,160.46,194.14,201.79,194.47,186.68,202.86,197.76,197.22,385.23,328.79,366.73,200.9,244.15,198.42,246.33,262.53,236.37,513.5,241.57,242.19,225.58,240.11,237.5,197.68,195.47,205.87,168.98,169.65,213.28,312.94,269.92,297.68,338.85,329.48,308.48,285.1,298.13,307.75,258.92,235.38
P/L Before Exceptional Items & Tax,200.61,3.61,120.04,68.7,24.17,-11.84,-12.74,-76.59,-88.24,-16.19,-198.3,-224.42,-182.28,-236.94,-186.15,-216.59,-229.22,-263.28,-490.9,-628.6,-710.98,-780.21,-364.14,-291.18,-232.9,-284.3,-322.22,-391.08,15.46,-278.47,45.35,499.45,433.45,284.52,-55.26,285.4,113.89,81.74,-45.65,-380.82,-357.59,-356.38,-329.7,-212.39,-332.6,-558.79,-426.37,-515.56,-641.08,-412.43
Exceptional Items,--,80.11,1.1,5.79,--,6.48,12.87,17.32,--,20.59,2504.17,-82.87,--,--,--,-5.28,--,821.74,-14.87,-245.44,-334.72,-178.71,-33.18,-6202.04,-51.82,-15.46,-12.06,-420.19,-12.54,-100.3,-12.97,-72.92,-69.23,-16.93,-306.97,-426.41,--,14.05,-82.76,269.58,-4602.0,-172.0,-103.43,1336.12,-341.02,-175.75,-214.0,-310.0,-190.86,-76.4
P/L Before Tax,200.61,83.72,121.14,74.49,24.17,-5.36,0.13,-59.27,-88.24,4.4,2305.87,-307.29,-182.28,-236.94,-186.15,-221.87,-229.22,558.46,-505.77,-874.04,-1045.7,-958.92,-397.32,-6493.22,-284.72,-299.76,-334.28,-811.27,2.92,-378.77,32.38,426.53,364.22,267.59,-362.23,-141.01,113.89,95.79,-128.41,-111.24,-4959.59,-528.38,-433.13,1123.73,-673.62,-734.54,-640.37,-825.56,-831.94,-488.83
Tax,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.65,--,--,--,1.07,0.08,0.2,--,1.4,--,--,--,--,--,--,--,0.07,--,--,--,--,--,--,--,--,--,--,-0.33,-9.63,98.96,57.5
P/L After Tax from Ordinary Activities,200.61,83.72,121.14,74.49,24.17,-5.36,0.13,-59.27,-88.24,4.4,2305.87,-307.29,-182.28,-236.94,-186.15,-221.87,-229.22,558.46,-505.77,-874.69,-1045.7,-958.92,-397.32,-6494.29,-284.8,-299.96,-334.28,-812.67,2.92,-378.77,32.38,426.53,364.22,267.59,-362.23,-141.08,113.89,95.79,-128.41,-111.24,-4959.59,-528.38,-433.13,1123.73,-673.62,-734.54,-640.04,-815.93,-930.9,-546.33
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,200.61,83.72,121.14,74.49,24.17,-5.36,0.13,-59.27,-88.24,4.4,2305.87,-307.29,-182.28,-236.94,-186.15,-221.87,-229.22,558.46,-505.77,-874.69,-1045.7,-958.92,-397.32,-6494.29,-284.8,-299.96,-334.28,-812.67,2.92,-378.77,32.38,426.53,364.22,267.59,-362.23,-141.08,113.89,95.79,-128.41,-111.24,-4959.59,-528.38,-433.13,1123.73,-673.62,-734.54,-640.04,-815.93,-930.9,-546.33
Equity Share Capital,2731.6,2731.09,2727.15,2721.72,2719.12,2718.69,2488.21,2454.4,2254.62,2014.62,1957.77,1843.49,1821.16,1780.36,1768.85,1701.6,1672.93,1645.1,1542.71,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1063.95,1038.42,1004.88,1004.88,1004.88,1004.1,1004.1,997.91,981.67,965.15,741.54,643.01,611.02,542.61,497.63,483.41,432.43,418.32,355.47,355.47,355.47
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.15,0.06,0.09,0.05,0.02,0.0,--,-0.05,-0.08,0.0,2.44,-0.34,-0.2,-0.27,-0.21,-0.26,-0.28,0.69,-0.93,-1.64,-1.97,-1.8,-0.75,-12.21,-0.54,-0.56,-0.63,-1.53,0.01,-0.72,0.06,0.85,0.73,0.53,-0.72,-0.28,0.23,0.2,-0.3,-0.33,-15.87,-1.87,-1.64,4.56,-3.11,-3.54,-3.18,-4.59,-5.24,-3.07
Diluted EPS,0.15,0.06,0.09,0.05,0.02,--,--,-0.05,-0.08,--,2.35,-0.34,-0.2,-0.27,-0.21,-0.26,-0.28,0.58,-0.93,-1.64,-1.97,-1.8,-0.75,-12.21,-0.54,-0.56,-0.63,-1.53,0.01,-0.72,0.06,0.74,0.65,0.48,-0.72,-0.28,0.23,0.17,-0.3,-0.33,-15.87,-1.87,-1.64,3.28,-3.11,-3.54,-3.18,-4.59,-5.24,-3.07
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,265.49,216.23,200.23,166.03,151.31,144.2,137.18,130.13,98.71,87.71,83.96
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71.61,67.25,65.54,61.2,60.82,59.66,63.45,62.22,55.54,49.35,47.24
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.51,1.51,1.51,7.84,0.06,18.53,0.06,0.06,0.06,2.11,3.76
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.44,1.44,1.44,7.45,0.06,19.01,0.08,0.08,0.08,2.34,4.01
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.47,0.5,2.89,0.02,7.67,0.03,0.03,0.03,1.18,2.12
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
