Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,458.59,397.84,454.2,511.64,481.96,790.79,883.12,940.07,908.9,394.44,493.35,444.5,689.67,592.9,642.36,429.81,396.76,527.68,387.41,346.63,307.5,282.81,334.81,380.31,327.4,280.5,330.75,320.41,297.37,276.57,297.24,290.18,230.13,226.01,261.38,270.68,229.3,210.87,202.98,199.11,174.29,177.43,180.85,195.24,164.51,146.77,152.97,170.01,150.41,145.53
"P/L Before Other Inc. , Int., Excpt. Items & Tax",91.72,11.54,137.67,226.27,191.01,130.94,120.56,138.98,111.57,90.54,169.64,225.54,99.62,115.53,170.06,220.07,143.18,137.39,94.94,151.06,103.45,104.99,124.53,86.62,53.21,46.47,49.31,55.36,49.53,50.75,76.45,25.88,38.34,52.5,76.32,45.78,24.99,25.0,11.48,44.45,47.3,60.65,85.16,81.06,28.69,22.3,34.85,45.83,64.06,80.37
Other Income,10.64,11.87,92.17,17.99,17.06,15.09,13.87,17.79,15.61,21.41,7.42,17.64,16.43,16.31,16.87,27.32,20.65,18.33,8.17,22.49,14.69,6.19,5.9,16.6,13.7,14.96,11.0,26.37,14.62,16.92,10.19,26.29,15.19,17.92,10.41,34.26,15.71,5.95,4.36,17.79,6.72,1.19,2.5,24.5,8.18,8.59,2.89,23.44,12.45,15.46
"P/L Before Int., Excpt. Items & Tax",102.36,23.41,229.84,244.26,208.07,146.03,134.43,156.77,127.18,111.95,177.06,243.18,116.05,131.84,186.93,247.39,163.83,155.72,103.11,173.55,118.14,111.18,130.43,103.22,66.91,61.43,60.31,81.73,64.15,67.67,86.64,52.17,53.53,70.42,86.73,80.04,40.7,30.95,15.84,62.24,54.02,61.84,87.66,105.56,36.87,30.89,37.74,69.27,76.51,95.83
Interest,17.18,17.69,19.03,20.94,20.56,22.81,22.92,19.5,24.71,22.6,24.69,21.86,25.06,23.74,25.65,29.94,36.68,38.11,37.81,42.46,42.79,38.43,39.93,45.82,47.14,49.34,45.14,47.98,51.43,48.87,49.2,46.63,48.61,47.09,46.32,49.53,49.7,47.77,45.3,25.59,21.84,21.8,21.51,18.91,19.13,19.18,19.97,18.22,22.46,22.31
P/L Before Exceptional Items & Tax,85.18,5.72,210.81,223.32,187.51,123.22,111.51,137.27,102.47,89.35,152.37,221.32,90.99,108.1,161.28,217.45,127.15,117.61,65.3,131.09,75.35,72.75,90.5,57.4,19.77,12.09,15.17,33.75,12.72,18.8,37.44,5.54,4.92,23.33,40.41,30.51,-9.0,-16.82,-29.46,36.65,32.18,40.04,66.15,86.65,17.74,11.71,17.77,51.05,54.05,73.52
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,-23.39,--,--,--,-30.92,--,--,--,--,--,--,-30.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-5.28,-5.45,-31.75,-10.0,-5.0,-16.5,-18.5,--,--,--,-16.33,--,--
P/L Before Tax,85.18,5.72,210.81,223.32,187.51,123.22,111.51,137.27,102.47,89.35,152.37,197.93,90.99,108.1,161.28,186.53,127.15,117.61,65.3,131.09,75.35,72.75,60.27,57.4,19.77,12.09,15.17,33.75,12.72,18.8,37.44,5.54,4.92,23.33,40.41,30.51,-9.0,-22.1,-34.91,4.9,22.18,35.04,49.65,68.15,17.74,11.71,17.77,34.72,54.05,73.52
Tax,25.54,-1.82,54.5,80.97,63.45,40.19,36.63,39.95,28.88,30.4,51.46,26.2,31.75,31.56,42.57,50.02,24.84,37.03,20.88,30.34,26.18,26.84,20.87,14.15,5.02,4.28,1.42,-0.09,4.13,5.57,9.14,-15.31,-2.68,-1.58,11.77,-17.88,-5.33,-7.15,-11.43,-9.85,3.7,4.43,9.19,15.78,3.65,1.41,2.07,1.38,12.81,22.64
P/L After Tax from Ordinary Activities,59.64,7.54,156.31,142.35,124.06,83.03,74.88,97.32,73.59,58.95,100.91,171.73,59.24,76.54,118.71,136.51,102.31,80.58,44.42,100.75,49.17,45.91,39.4,43.25,14.75,7.81,13.75,33.84,8.59,13.23,28.3,20.85,7.6,24.91,28.64,48.39,-3.67,-14.95,-23.48,14.75,18.48,30.61,40.46,52.37,14.09,10.3,15.7,33.34,41.24,50.88
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.08,-0.01,--,--,--,-8.7,--,--,--,0.54,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,59.64,7.54,156.31,142.35,124.06,83.03,74.88,97.32,73.59,58.95,100.91,171.73,59.24,76.54,118.71,136.51,102.31,80.58,44.42,100.75,49.17,45.91,39.4,43.25,14.75,7.81,13.75,33.84,8.59,13.23,28.3,20.85,7.6,24.91,28.72,48.38,-3.67,-14.95,-23.48,6.05,18.48,30.61,40.46,52.91,14.09,10.3,15.7,33.34,41.24,50.88
Equity Share Capital,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.07,0.64,13.28,12.1,10.54,7.06,6.36,8.27,6.25,5.01,8.58,14.59,5.03,6.5,10.09,11.6,8.69,6.85,3.77,8.56,4.18,3.9,3.35,3.68,1.25,0.66,1.17,2.88,0.73,1.12,2.41,1.77,0.65,2.12,2.44,4.11,-0.31,-1.27,-2.0,0.51,1.57,2.6,3.44,4.49,1.2,0.88,1.33,2.78,3.5,4.26
Diluted EPS,5.07,0.64,13.28,12.1,10.54,7.06,6.36,8.27,6.25,5.01,8.58,14.59,5.03,6.5,10.09,11.6,8.69,6.85,3.77,8.56,4.18,3.9,3.35,3.68,1.25,0.66,1.17,2.88,0.73,1.12,2.41,1.77,0.65,2.12,2.44,4.11,-0.31,-1.27,-2.0,0.51,1.57,2.6,3.44,4.49,1.2,0.88,1.33,2.78,3.5,4.26
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36,6.36
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54.06,54.06,54.06,54.06,54.06,54.04,54.04,54.04,54.04,54.04,54.05,54.05,54.05
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41,5.41
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45.94,45.94,45.94,45.94,45.94,45.96,45.96,45.96,45.96,45.96,45.95,45.95,45.95
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
